time;NETWORK_B1_U_value;NETWORK_B1_phi_value;NETWORK_B2_U_value;NETWORK_B2_phi_value;NETWORK_B3_U_value;NETWORK_B4_U_value;NETWORK_B5_U_value;NETWORK_B5_phi_value;NETWORK_B6_U_value;NETWORK_B7_U_value;NETWORK_B8_U_value;NETWORK_B8_phi_value;NETWORK_B9_U_value;NETWORK_B10_U_value;NETWORK_B11_U_value;NETWORK_B11_phi_value;NETWORK_B12_U_value;NETWORK_B13_U_value;NETWORK_B13_phi_value;NETWORK_B14_U_value;NETWORK_B15_U_value;NETWORK_B16_U_value;NETWORK_B17_U_value;NETWORK_B18_U_value;NETWORK_B19_U_value;NETWORK_B20_U_value;NETWORK_B21_U_value;NETWORK_B22_U_value;NETWORK_B23_U_value;NETWORK_B24_U_value;NETWORK_B25_U_value;NETWORK_B26_U_value;NETWORK_B27_U_value;NETWORK_B28_U_value;NETWORK_B29_U_value;NETWORK_B30_U_value;B1-G1_generator_PGenPu;B1-G1_generator_QGenPu;B1-G1_generator_UPu;B2-G1_generator_PGenPu;B2-G1_generator_QGenPu;B2-G1_generator_UPu;B5-G1_generator_PGenPu;B5-G1_generator_QGenPu;B5-G1_generator_UPu;B8-G1_generator_PGenPu;B8-G1_generator_QGenPu;B8-G1_generator_UPu;B11-G1_generator_PGenPu;B11-G1_generator_QGenPu;B11-G1_generator_UPu;B13-G1_generator_PGenPu;B13-G1_generator_QGenPu;B13-G1_generator_UPu;
78.599990;139.920000;0.000000;137.694480;-4.769231;134.312405;133.153100;133.320000;-28.011775;133.190912;131.720844;133.320000;-15.127431;11.353052;34.114321;11.862181;-14.188489;35.231682;11.781000;-18.470674;34.670531;34.415316;34.471961;34.067742;33.904165;33.706848;33.781673;33.738686;33.768576;33.930547;33.563922;33.494827;32.910427;33.732675;132.741807;33.077640;32.698775;2.639179;-0.130014;1.060000;0.421784;0.294942;1.043140;0.021784;0.724621;1.010000;0.020145;0.401150;1.010000;0.019986;0.240000;1.078380;0.019986;0.232253;1.071000;
79.599990;139.920000;0.000000;137.694480;-4.769244;134.312335;133.153023;133.320000;-28.011840;133.190833;131.720707;133.320000;-15.127493;11.353046;34.114223;11.862175;-14.188482;35.231675;11.781000;-18.470817;34.670506;34.415272;34.471905;34.067651;33.904089;33.706755;33.781578;33.738572;33.768464;33.930469;33.563807;33.494717;32.910286;33.732583;132.741701;33.077513;32.698629;2.639188;-0.130012;1.060000;0.421791;0.294948;1.043140;0.021791;0.724627;1.010000;0.020152;0.401166;1.010000;0.019992;0.240000;1.078380;0.019992;0.232268;1.071000;
80.599990;139.920000;0.000000;137.694480;-4.769256;134.312271;133.152952;133.320000;-28.011899;133.190761;131.720583;133.320000;-15.127550;11.353040;34.114133;11.862169;-14.188475;35.231668;11.781000;-18.470948;34.670484;34.415231;34.471855;34.067568;33.904019;33.706671;33.781491;33.738468;33.768361;33.930398;33.563702;33.494616;32.910157;33.732499;132.741603;33.077397;32.698495;2.639197;-0.130011;1.060000;0.421798;0.294954;1.043140;0.021798;0.724632;1.010000;0.020158;0.401181;1.010000;0.019998;0.240000;1.078379;0.019998;0.232282;1.071000;
81.599990;139.920000;0.000000;137.694480;-4.769267;134.312212;133.152888;133.320000;-28.011952;133.190696;131.720469;133.320000;-15.127602;11.353034;34.114051;11.862164;-14.188468;35.231662;11.781000;-18.471068;34.670464;34.415193;34.471808;34.067491;33.903954;33.706593;33.781412;33.738372;33.768267;33.930332;33.563606;33.494524;32.910039;33.732421;132.741514;33.077291;32.698372;2.639205;-0.130009;1.060000;0.421804;0.294960;1.043140;0.021804;0.724637;1.010000;0.020164;0.401195;1.010000;0.020004;0.240000;1.078379;0.020004;0.232295;1.071000;
82.599990;139.920000;0.000000;137.694480;-4.769276;134.312159;133.152829;133.320000;-28.012000;133.190636;131.720367;133.320000;-15.127650;11.353029;34.113976;11.862159;-14.188462;35.231656;11.781000;-18.471178;34.670446;34.415159;34.471765;34.067421;33.903895;33.706522;33.781338;33.738284;33.768181;33.930272;33.563518;33.494439;32.909930;33.732350;132.741433;33.077193;32.698260;2.639213;-0.130008;1.060000;0.421809;0.294964;1.043140;0.021809;0.724641;1.010000;0.020169;0.401207;1.010000;0.020009;0.240000;1.078378;0.020009;0.232307;1.071000;
83.599990;139.920000;0.000000;137.694480;-4.769285;134.312110;133.152776;133.320000;-28.012044;133.190581;131.720273;133.320000;-15.127693;11.353024;34.113907;11.862154;-14.188457;35.231651;11.781000;-18.471279;34.670429;34.415128;34.471726;34.067357;33.903841;33.706456;33.781271;33.738204;33.768102;33.930217;33.563437;33.494361;32.909831;33.732285;132.741358;33.077103;32.698156;2.639220;-0.130007;1.060000;0.421814;0.294969;1.043140;0.021814;0.724645;1.010000;0.020173;0.401219;1.010000;0.020013;0.240000;1.078378;0.020013;0.232318;1.071000;
84.599990;139.920000;0.000000;137.694480;-4.769293;134.312065;133.152726;133.320000;-28.012084;133.190531;131.720188;133.320000;-15.127733;11.353020;34.113844;11.862150;-14.188452;35.231646;11.781000;-18.471371;34.670413;34.415099;34.471690;34.067298;33.903792;33.706396;33.781210;33.738130;33.768029;33.930166;33.563363;33.494289;32.909739;33.732225;132.741289;33.077021;32.698062;2.639226;-0.130006;1.060000;0.421819;0.294973;1.043140;0.021819;0.724648;1.010000;0.020178;0.401229;1.010000;0.020017;0.240000;1.078377;0.020017;0.232328;1.071000;
85.599990;139.920000;0.000000;137.694480;-4.769301;134.312024;133.152682;133.320000;-28.012120;133.190485;131.720111;133.320000;-15.127769;11.353016;34.113786;11.862146;-14.188448;35.231642;11.781000;-18.471456;34.670399;34.415072;34.471657;34.067243;33.903746;33.706341;33.781154;33.738062;33.767963;33.930120;33.563295;33.494223;32.909655;33.732170;132.741227;33.076946;32.697975;2.639231;-0.130005;1.060000;0.421823;0.294977;1.043140;0.021823;0.724651;1.010000;0.020181;0.401239;1.010000;0.020021;0.240000;1.078377;0.020021;0.232337;1.071000;
86.599990;139.920000;0.000000;137.694480;-4.769307;134.311987;133.152641;133.320000;-28.012152;133.190443;131.720040;133.320000;-15.127802;11.353012;34.113733;11.862143;-14.188444;35.231638;11.781000;-18.471534;34.670385;34.415048;34.471627;34.067194;33.903705;33.706291;33.781102;33.738000;33.767902;33.930078;33.563232;33.494163;32.909578;33.732120;132.741169;33.076877;32.697895;2.639237;-0.130004;1.060000;0.421827;0.294980;1.043140;0.021827;0.724654;1.010000;0.020185;0.401248;1.010000;0.020025;0.240000;1.078377;0.020025;0.232345;1.071000;
87.599990;139.920000;0.000000;137.694480;-4.769314;134.311953;133.152603;133.320000;-28.012182;133.190405;131.719976;133.320000;-15.127832;11.353009;34.113684;11.862139;-14.188440;35.231634;11.781000;-18.471606;34.670373;34.415026;34.471599;34.067148;33.903666;33.706245;33.781055;33.737943;33.767846;33.930038;33.563175;33.494108;32.909508;33.732074;132.741117;33.076813;32.697822;2.639241;-0.130003;1.060000;0.421830;0.294983;1.043140;0.021830;0.724656;1.010000;0.020188;0.401256;1.010000;0.020028;0.240000;1.078376;0.020028;0.232353;1.071000;
88.599990;139.920000;0.000000;137.694480;-4.769319;134.311922;133.152569;133.320000;-28.012208;133.190370;131.719918;133.320000;-15.127860;11.353006;34.113639;11.862137;-14.188437;35.231631;11.781000;-18.471672;34.670362;34.415005;34.471574;34.067107;33.903631;33.706202;33.781011;33.737891;33.767795;33.930003;33.563123;33.494057;32.909443;33.732032;132.741069;33.076755;32.697755;2.639246;-0.130002;1.060000;0.421834;0.294986;1.043140;0.021834;0.724659;1.010000;0.020191;0.401263;1.010000;0.020031;0.240000;1.078376;0.020031;0.232360;1.071000;
89.599990;139.920000;0.000000;137.694480;-4.769325;134.311894;133.152538;133.320000;-28.012233;133.190338;131.719865;133.320000;-15.127885;11.353003;34.113598;11.862134;-14.188433;35.231627;11.781000;-18.471732;34.670352;34.414986;34.471550;34.067068;33.903599;33.706163;33.780971;33.737843;33.767748;33.929970;33.563074;33.494011;32.909383;33.731993;132.741025;33.076702;32.697693;2.639250;-0.130001;1.060000;0.421836;0.294989;1.043140;0.021836;0.724661;1.010000;0.020194;0.401270;1.010000;0.020033;0.240000;1.078376;0.020033;0.232366;1.071000;
90.599990;139.920000;0.000000;137.694480;-4.769329;134.311868;133.152509;133.320000;-28.012254;133.190309;131.719817;133.320000;-15.127908;11.353001;34.113561;11.862131;-14.188431;35.231625;11.781000;-18.471787;34.670343;34.414969;34.471529;34.067033;33.903569;33.706128;33.780935;33.737799;33.767704;33.929940;33.563030;33.493968;32.909329;33.731957;132.740984;33.076653;32.697636;2.639253;-0.130001;1.060000;0.421839;0.294991;1.043140;0.021839;0.724663;1.010000;0.020196;0.401276;1.010000;0.020036;0.240000;1.078376;0.020036;0.232372;1.071000;
91.599990;139.920000;0.000000;137.694480;-4.769334;134.311844;133.152483;133.320000;-28.012274;133.190282;131.719773;133.320000;-15.127929;11.352998;34.113526;11.862129;-14.188428;35.231622;11.781000;-18.471838;34.670334;34.414953;34.471510;34.067001;33.903542;33.706095;33.780901;33.737759;33.767665;33.929912;33.562989;33.493929;32.909279;33.731925;132.740948;33.076608;32.697585;2.639256;-0.130000;1.060000;0.421841;0.294994;1.043140;0.021841;0.724664;1.010000;0.020198;0.401281;1.010000;0.020038;0.240000;1.078375;0.020038;0.232378;1.071000;
92.599990;139.920000;0.000000;137.694480;-4.769337;134.311823;133.152459;133.320000;-28.012292;133.190258;131.719734;133.320000;-15.127948;11.352996;34.113495;11.862127;-14.188426;35.231620;11.781000;-18.471884;34.670326;34.414939;34.471492;34.066972;33.903518;33.706065;33.780871;33.737722;33.767629;33.929887;33.562952;33.493893;32.909233;33.731895;132.740914;33.076567;32.697537;2.639259;-0.130000;1.060000;0.421844;0.294996;1.043140;0.021844;0.724666;1.010000;0.020200;0.401286;1.010000;0.020040;0.240000;1.078375;0.020040;0.232383;1.071000;
93.599990;139.920000;0.000000;137.694480;-4.769341;134.311803;133.152437;133.320000;-28.012308;133.190236;131.719698;133.320000;-15.127966;11.352994;34.113466;11.862125;-14.188423;35.231617;11.781000;-18.471927;34.670319;34.414926;34.471475;34.066945;33.903495;33.706037;33.780842;33.737688;33.767595;33.929863;33.562918;33.493860;32.909190;33.731867;132.740883;33.076529;32.697493;2.639262;-0.129999;1.060000;0.421846;0.294997;1.043140;0.021846;0.724667;1.010000;0.020202;0.401291;1.010000;0.020042;0.240000;1.078375;0.020042;0.232387;1.071000;
94.599990;139.920000;0.000000;137.694480;-4.769344;134.311785;133.152417;133.320000;-28.012323;133.190216;131.719665;133.320000;-15.127982;11.352993;34.113439;11.862124;-14.188421;35.231615;11.781000;-18.471966;34.670313;34.414913;34.471460;34.066920;33.903474;33.706012;33.780816;33.737657;33.767565;33.929842;33.562887;33.493830;32.909152;33.731842;132.740854;33.076495;32.697453;2.639265;-0.129999;1.060000;0.421848;0.294999;1.043140;0.021848;0.724669;1.010000;0.020204;0.401295;1.010000;0.020044;0.240000;1.078375;0.020044;0.232391;1.071000;
95.599990;139.920000;0.000000;137.694480;-4.769347;134.311769;133.152399;133.320000;-28.012336;133.190197;131.719635;133.320000;-15.127996;11.352991;34.113415;11.862122;-14.188419;35.231614;11.781000;-18.472002;34.670307;34.414902;34.471446;34.066897;33.903455;33.705989;33.780793;33.737629;33.767537;33.929822;33.562858;33.493802;32.909116;33.731819;132.740829;33.076463;32.697417;2.639267;-0.129998;1.060000;0.421849;0.295001;1.043140;0.021849;0.724670;1.010000;0.020205;0.401299;1.010000;0.020045;0.240000;1.078375;0.020045;0.232395;1.071000;
96.599990;139.920000;0.000000;137.694480;-4.769350;134.311753;133.152382;133.320000;-28.012348;133.190180;131.719608;133.320000;-15.128010;11.352990;34.113392;11.862121;-14.188418;35.231612;11.781000;-18.472034;34.670301;34.414892;34.471434;34.066876;33.903437;33.705968;33.780771;33.737603;33.767511;33.929804;33.562832;33.493777;32.909084;33.731798;132.740805;33.076434;32.697383;2.639269;-0.129998;1.060000;0.421851;0.295002;1.043140;0.021851;0.724671;1.010000;0.020207;0.401303;1.010000;0.020047;0.240000;1.078375;0.020047;0.232399;1.071000;
97.599990;139.920000;0.000000;137.694480;-4.769353;134.311740;133.152367;133.320000;-28.012359;133.190164;131.719583;133.320000;-15.128022;11.352988;34.113372;11.862119;-14.188416;35.231610;11.781000;-18.472065;34.670296;34.414883;34.471422;34.066857;33.903421;33.705948;33.780751;33.737579;33.767488;33.929788;33.562808;33.493754;32.909054;33.731779;132.740783;33.076407;32.697352;2.639271;-0.129998;1.060000;0.421852;0.295003;1.043140;0.021852;0.724672;1.010000;0.020208;0.401306;1.010000;0.020048;0.240000;1.078374;0.020048;0.232402;1.071000;
98.599990;139.920000;0.000000;137.694480;-4.769355;134.311727;133.152353;133.320000;-28.012369;133.190150;131.719560;133.320000;-15.128033;11.352987;34.113353;11.862118;-14.188415;35.231609;11.781000;-18.472092;34.670291;34.414874;34.471411;34.066840;33.903406;33.705931;33.780733;33.737557;33.767466;33.929773;33.562785;33.493732;32.909026;33.731761;132.740763;33.076382;32.697324;2.639273;-0.129997;1.060000;0.421853;0.295004;1.043140;0.021853;0.724673;1.010000;0.020209;0.401309;1.010000;0.020049;0.240000;1.078374;0.020049;0.232405;1.071000;
99.599990;139.920000;0.000000;137.694480;-4.769357;134.311716;133.152341;133.320000;-28.012378;133.190137;131.719540;133.320000;-15.128043;11.352986;34.113336;11.862117;-14.188413;35.231608;11.781000;-18.472118;34.670287;34.414866;34.471402;34.066824;33.903393;33.705914;33.780716;33.737537;33.767446;33.929759;33.562765;33.493713;32.909001;33.731745;132.740745;33.076360;32.697298;2.639274;-0.129997;1.060000;0.421855;0.295006;1.043140;0.021855;0.724674;1.010000;0.020210;0.401312;1.010000;0.020050;0.240000;1.078374;0.020050;0.232408;1.071000;
100.599990;139.920000;0.000000;137.694480;-4.769359;134.311705;133.152329;133.320000;-28.012386;133.190125;131.719521;133.320000;-15.128053;11.352985;34.113320;11.862116;-14.188412;35.231606;11.781000;-18.472141;34.670283;34.414859;34.471393;34.066809;33.903380;33.705899;33.780701;33.737519;33.767428;33.929746;33.562746;33.493695;32.908978;33.731730;132.740728;33.076339;32.697274;2.639276;-0.129997;1.060000;0.421856;0.295007;1.043140;0.021856;0.724674;1.010000;0.020211;0.401314;1.010000;0.020051;0.240000;1.078374;0.020051;0.232410;1.071000;
101.599990;139.920000;0.000000;137.694480;-4.769361;134.311696;133.152318;133.320000;-28.012394;133.190114;131.719504;133.320000;-15.128061;11.352984;34.113306;11.862115;-14.188411;35.231605;11.781000;-18.472162;34.670280;34.414852;34.471385;34.066796;33.903369;33.705885;33.780687;33.737502;33.767412;33.929735;33.562729;33.493678;32.908957;33.731716;132.740713;33.076320;32.697252;2.639277;-0.129997;1.060000;0.421857;0.295007;1.043140;0.021857;0.724675;1.010000;0.020212;0.401317;1.010000;0.020052;0.240000;1.078374;0.020052;0.232412;1.071000;
102.599990;139.920000;0.000000;137.694480;-4.769362;134.311687;133.152309;133.320000;-28.012400;133.190105;131.719489;133.320000;-15.128069;11.352983;34.113293;11.862114;-14.188410;35.231604;11.781000;-18.472182;34.670276;34.414846;34.471377;34.066783;33.903358;33.705873;33.780674;33.737486;33.767396;33.929724;33.562714;33.493663;32.908937;33.731703;132.740699;33.076303;32.697232;2.639278;-0.129996;1.060000;0.421858;0.295008;1.043140;0.021858;0.724675;1.010000;0.020213;0.401319;1.010000;0.020053;0.240000;1.078374;0.020053;0.232415;1.071000;
103.599990;139.920000;0.000000;137.694480;-4.769364;134.311679;133.152300;133.320000;-28.012406;133.190095;131.719475;133.320000;-15.128076;11.352982;34.113280;11.862114;-14.188409;35.231603;11.781000;-18.472200;34.670273;34.414840;34.471370;34.066772;33.903349;33.705861;33.780662;33.737472;33.767382;33.929714;33.562699;33.493649;32.908920;33.731692;132.740686;33.076287;32.697214;2.639280;-0.129996;1.060000;0.421858;0.295009;1.043140;0.021858;0.724676;1.010000;0.020214;0.401321;1.010000;0.020054;0.240000;1.078374;0.020054;0.232416;1.071000;
104.599990;139.920000;0.000000;137.694480;-4.769365;134.311672;133.152292;133.320000;-28.012412;133.190087;131.719462;133.320000;-15.128083;11.352982;34.113269;11.862113;-14.188408;35.231603;11.781000;-18.472216;34.670271;34.414835;34.471364;34.066762;33.903340;33.705851;33.780651;33.737459;33.767370;33.929705;33.562686;33.493636;32.908903;33.731681;132.740674;33.076273;32.697197;2.639281;-0.129996;1.060000;0.421859;0.295010;1.043140;0.021859;0.724676;1.010000;0.020215;0.401322;1.010000;0.020054;0.240000;1.078374;0.020054;0.232418;1.071000;
105.599990;139.920000;0.000000;137.694480;-4.769366;134.311665;133.152284;133.320000;-28.012417;133.190080;131.719451;133.320000;-15.128089;11.352981;34.113259;11.862112;-14.188408;35.231602;11.781000;-18.472231;34.670268;34.414831;34.471358;34.066752;33.903332;33.705841;33.780641;33.737447;33.767358;33.929697;33.562674;33.493625;32.908888;33.731671;132.740663;33.076259;32.697181;2.639281;-0.129996;1.060000;0.421860;0.295010;1.043140;0.021860;0.724677;1.010000;0.020215;0.401324;1.010000;0.020055;0.240000;1.078374;0.020055;0.232420;1.071000;
106.599990;139.920000;0.000000;137.694480;-4.769367;134.311659;133.152277;133.320000;-28.012421;133.190073;131.719440;133.320000;-15.128094;11.352980;34.113250;11.862112;-14.188407;35.231601;11.781000;-18.472245;34.670266;34.414826;34.471353;34.066743;33.903325;33.705832;33.780632;33.737436;33.767347;33.929689;33.562663;33.493614;32.908874;33.731662;132.740654;33.076247;32.697167;2.639282;-0.129996;1.060000;0.421860;0.295011;1.043140;0.021860;0.724677;1.010000;0.020216;0.401326;1.010000;0.020055;0.240000;1.078374;0.020055;0.232421;1.071000;
107.599990;139.920000;0.000000;137.694480;-4.769368;134.311653;133.152271;133.320000;-28.012425;133.190066;131.719430;133.320000;-15.128099;11.352980;34.113241;11.862111;-14.188406;35.231600;11.781000;-18.472258;34.670263;34.414822;34.471348;34.066735;33.903318;33.705824;33.780623;33.737426;33.767337;33.929682;33.562652;33.493604;32.908862;33.731654;132.740645;33.076236;32.697154;2.639283;-0.129995;1.060000;0.421861;0.295011;1.043140;0.021861;0.724678;1.010000;0.020216;0.401327;1.010000;0.020056;0.240000;1.078374;0.020056;0.232423;1.071000;
108.599990;139.920000;0.000000;137.694480;-4.769369;134.311648;133.152266;133.320000;-28.012429;133.190061;131.719422;133.320000;-15.128104;11.352979;34.113233;11.862111;-14.188406;35.231600;11.781000;-18.472269;34.670262;34.414819;34.471343;34.066728;33.903312;33.705816;33.780616;33.737417;33.767328;33.929676;33.562643;33.493595;32.908850;33.731647;132.740636;33.076225;32.697142;2.639284;-0.129995;1.060000;0.421862;0.295012;1.043140;0.021862;0.724678;1.010000;0.020217;0.401328;1.010000;0.020056;0.240000;1.078374;0.020056;0.232424;1.071000;
109.599990;139.920000;0.000000;137.694480;-4.769370;134.311644;133.152260;133.320000;-28.012432;133.190055;131.719414;133.320000;-15.128108;11.352979;34.113226;11.862110;-14.188405;35.231599;11.781000;-18.472280;34.670260;34.414815;34.471339;34.066721;33.903306;33.705809;33.780609;33.737408;33.767320;33.929670;33.562635;33.493587;32.908840;33.731640;132.740629;33.076216;32.697131;2.639284;-0.129995;1.060000;0.421862;0.295012;1.043140;0.021862;0.724678;1.010000;0.020217;0.401329;1.010000;0.020057;0.240000;1.078374;0.020057;0.232425;1.071000;
110.599990;139.920000;0.000000;137.694480;-4.769371;134.311639;133.152256;133.320000;-28.012435;133.190050;131.719407;133.320000;-15.128111;11.352978;34.113219;11.862110;-14.188405;35.231599;11.781000;-18.472290;34.670258;34.414812;34.471336;34.066715;33.903301;33.705803;33.780602;33.737400;33.767312;33.929665;33.562627;33.493579;32.908830;33.731634;132.740622;33.076207;32.697121;2.639285;-0.129995;1.060000;0.421862;0.295013;1.043140;0.021862;0.724679;1.010000;0.020218;0.401330;1.010000;0.020057;0.240000;1.078374;0.020057;0.232426;1.071000;
111.599990;139.920000;0.000000;137.694480;-4.769372;134.311635;133.152251;133.320000;-28.012438;133.190046;131.719400;133.320000;-15.128115;11.352978;34.113213;11.862110;-14.188404;35.231598;11.781000;-18.472299;34.670257;34.414809;34.471332;34.066709;33.903296;33.705797;33.780596;33.737393;33.767305;33.929660;33.562619;33.493572;32.908821;33.731628;132.740615;33.076199;32.697112;2.639286;-0.129995;1.060000;0.421863;0.295013;1.043140;0.021863;0.724679;1.010000;0.020218;0.401331;1.010000;0.020058;0.240000;1.078374;0.020058;0.232427;1.071000;
112.599990;139.920000;0.000000;137.694480;-4.769372;134.311632;133.152247;133.320000;-28.012440;133.190042;131.719394;133.320000;-15.128118;11.352978;34.113208;11.862109;-14.188404;35.231598;11.781000;-18.472307;34.670255;34.414807;34.471329;34.066704;33.903291;33.705792;33.780591;33.737387;33.767299;33.929655;33.562613;33.493566;32.908813;33.731623;132.740610;33.076192;32.697104;2.639286;-0.129995;1.060000;0.421863;0.295013;1.043140;0.021863;0.724679;1.010000;0.020218;0.401332;1.010000;0.020058;0.240000;1.078374;0.020058;0.232428;1.071000;
113.599990;139.920000;0.000000;137.694480;-4.769373;134.311629;133.152244;133.320000;-28.012442;133.190038;131.719389;133.320000;-15.128121;11.352977;34.113203;11.862109;-14.188403;35.231598;11.781000;-18.472315;34.670254;34.414805;34.471326;34.066699;33.903287;33.705787;33.780586;33.737381;33.767293;33.929651;33.562607;33.493560;32.908805;33.731618;132.740604;33.076185;32.697096;2.639287;-0.129995;1.060000;0.421864;0.295014;1.043140;0.021864;0.724679;1.010000;0.020219;0.401333;1.010000;0.020058;0.240000;1.078374;0.020058;0.232429;1.071000;
114.599990;139.920000;0.000000;137.694480;-4.769373;134.311626;133.152240;133.320000;-28.012444;133.190035;131.719384;133.320000;-15.128124;11.352977;34.113198;11.862109;-14.188403;35.231597;11.781000;-18.472322;34.670253;34.414802;34.471323;34.066695;33.903284;33.705783;33.780581;33.737375;33.767287;33.929647;33.562601;33.493555;32.908798;33.731613;132.740599;33.076179;32.697089;2.639287;-0.129995;1.060000;0.421864;0.295014;1.043140;0.021864;0.724679;1.010000;0.020219;0.401334;1.010000;0.020059;0.240000;1.078374;0.020059;0.232429;1.071000;
115.599990;139.920000;0.000000;137.694480;-4.769374;134.311623;133.152237;133.320000;-28.012446;133.190032;131.719379;133.320000;-15.128126;11.352977;34.113194;11.862108;-14.188403;35.231597;11.781000;-18.472328;34.670252;34.414800;34.471321;34.066691;33.903280;33.705778;33.780577;33.737370;33.767282;33.929644;33.562596;33.493550;32.908792;33.731609;132.740595;33.076173;32.697082;2.639287;-0.129995;1.060000;0.421864;0.295014;1.043140;0.021864;0.724680;1.010000;0.020219;0.401334;1.010000;0.020059;0.240000;1.078373;0.020059;0.232430;1.071000;
116.599990;139.920000;0.000000;137.694480;-4.769374;134.311620;133.152235;133.320000;-28.012448;133.190029;131.719375;133.320000;-15.128128;11.352977;34.113190;11.862108;-14.188402;35.231597;11.781000;-18.472334;34.670251;34.414799;34.471319;34.066687;33.903277;33.705775;33.780573;33.737366;33.767278;33.929641;33.562591;33.493545;32.908786;33.731605;132.740591;33.076168;32.697076;2.639288;-0.129995;1.060000;0.421864;0.295014;1.043140;0.021864;0.724680;1.010000;0.020220;0.401335;1.010000;0.020059;0.240000;1.078373;0.020059;0.232431;1.071000;
117.599990;139.920000;0.000000;137.694480;-4.769375;134.311618;133.152232;133.320000;-28.012449;133.190026;131.719371;133.320000;-15.128130;11.352976;34.113186;11.862108;-14.188402;35.231596;11.781000;-18.472339;34.670250;34.414797;34.471317;34.066684;33.903274;33.705771;33.780570;33.737361;33.767274;33.929638;33.562587;33.493541;32.908781;33.731602;132.740587;33.076164;32.697071;2.639288;-0.129995;1.060000;0.421865;0.295015;1.043140;0.021865;0.724680;1.010000;0.020220;0.401335;1.010000;0.020059;0.240000;1.078373;0.020059;0.232431;1.071000;
118.599990;139.920000;0.000000;137.694480;-4.769375;134.311616;133.152230;133.320000;-28.012451;133.190024;131.719368;133.320000;-15.128132;11.352976;34.113183;11.862108;-14.188402;35.231596;11.781000;-18.472344;34.670249;34.414795;34.471315;34.066681;33.903272;33.705768;33.780567;33.737358;33.767270;33.929635;33.562583;33.493537;32.908776;33.731599;132.740584;33.076159;32.697066;2.639288;-0.129995;1.060000;0.421865;0.295015;1.043140;0.021865;0.724680;1.010000;0.020220;0.401336;1.010000;0.020059;0.240000;1.078373;0.020059;0.232432;1.071000;
119.599990;139.920000;0.000000;137.694480;-4.769376;134.311614;133.152228;133.320000;-28.012452;133.190022;131.719365;133.320000;-15.128134;11.352976;34.113180;11.862108;-14.188402;35.231596;11.781000;-18.472349;34.670248;34.414794;34.471313;34.066678;33.903269;33.705765;33.780564;33.737354;33.767267;33.929633;33.562580;33.493534;32.908771;33.731596;132.740580;33.076155;32.697061;2.639289;-0.129995;1.060000;0.421865;0.295015;1.043140;0.021865;0.724680;1.010000;0.020220;0.401336;1.010000;0.020060;0.240000;1.078373;0.020060;0.232432;1.071000;
120.599990;139.920000;0.000000;137.694480;-4.769376;134.311612;133.152226;133.320000;-28.012453;133.190020;131.719362;133.320000;-15.128135;11.352976;34.113177;11.862107;-14.188401;35.231596;11.781000;-18.472353;34.670247;34.414793;34.471312;34.066676;33.903267;33.705763;33.780561;33.737351;33.767263;33.929630;33.562576;33.493531;32.908767;33.731593;132.740578;33.076152;32.697057;2.639289;-0.129994;1.060000;0.421865;0.295015;1.043140;0.021865;0.724680;1.010000;0.020220;0.401337;1.010000;0.020060;0.240000;1.078373;0.020060;0.232433;1.071000;
121.599990;139.920000;0.000000;137.694480;-4.769376;134.311611;133.152224;133.320000;-28.012454;133.190018;131.719360;133.320000;-15.128137;11.352976;34.113175;11.862107;-14.188401;35.231595;11.781000;-18.472357;34.670247;34.414791;34.471310;34.066673;33.903265;33.705760;33.780558;33.737348;33.767260;33.929628;33.562573;33.493528;32.908763;33.731591;132.740575;33.076148;32.697053;2.639289;-0.129994;1.060000;0.421865;0.295015;1.043140;0.021865;0.724680;1.010000;0.020220;0.401337;1.010000;0.020060;0.240000;1.078373;0.020060;0.232433;1.071000;
122.599990;139.920000;0.000000;137.694480;-4.769376;134.311609;133.152222;133.320000;-28.012455;133.190016;131.719357;133.320000;-15.128138;11.352976;34.113172;11.862107;-14.188401;35.231595;11.781000;-18.472360;34.670246;34.414790;34.471309;34.066671;33.903263;33.705758;33.780556;33.737345;33.767258;33.929626;33.562570;33.493525;32.908760;33.731589;132.740573;33.076145;32.697049;2.639289;-0.129994;1.060000;0.421865;0.295015;1.043140;0.021865;0.724680;1.010000;0.020221;0.401337;1.010000;0.020060;0.240000;1.078373;0.020060;0.232434;1.071000;
123.599990;139.920000;0.000000;137.694480;-4.769377;134.311608;133.152221;133.320000;-28.012456;133.190015;131.719355;133.320000;-15.128139;11.352975;34.113170;11.862107;-14.188401;35.231595;11.781000;-18.472363;34.670246;34.414789;34.471308;34.066669;33.903261;33.705756;33.780554;33.737343;33.767255;33.929625;33.562568;33.493523;32.908757;33.731587;132.740570;33.076142;32.697046;2.639289;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724680;1.010000;0.020221;0.401338;1.010000;0.020060;0.240000;1.078373;0.020060;0.232434;1.071000;
124.599990;139.920000;0.000000;137.694480;-4.769377;134.311607;133.152220;133.320000;-28.012456;133.190013;131.719353;133.320000;-15.128140;11.352975;34.113168;11.862107;-14.188401;35.231595;11.781000;-18.472366;34.670245;34.414788;34.471307;34.066667;33.903260;33.705754;33.780552;33.737340;33.767253;33.929623;33.562565;33.493520;32.908754;33.731585;132.740568;33.076140;32.697043;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724680;1.010000;0.020221;0.401338;1.010000;0.020060;0.240000;1.078373;0.020060;0.232434;1.071000;
