time;NETWORK__BUS____9-BUS___10-1_AC_P1;NETWORK__BUS____5-BUS____6-1_PS_P1;NETWORK__BUS____5-BUS____6-1_PS_step;PhaseShifter_phaseShifter_state;PhaseShifter_phaseShifter_valueMax;PhaseShifter_phaseShifter_valueMin;PhaseShifter_phaseShifter_PMonitored;PhaseShifter_phaseShifter_valueUnderMin;PhaseShifter_phaseShifter_valueAboveMax;
45.794345;0.000000;0.446398;10.000000;5.000000;0.445000;0.435000;0.446398;-1.000000;1.000000;
45.795369;0.000000;0.446385;10.000000;5.000000;0.445000;0.435000;0.446385;-1.000000;1.000000;
45.797417;0.000000;0.446358;10.000000;5.000000;0.445000;0.435000;0.446358;-1.000000;1.000000;
45.801513;0.000000;0.446307;10.000000;5.000000;0.445000;0.435000;0.446307;-1.000000;1.000000;
45.809705;0.000000;0.446212;10.000000;5.000000;0.445000;0.435000;0.446212;-1.000000;1.000000;
45.826089;0.000000;0.446047;10.000000;5.000000;0.445000;0.435000;0.446047;-1.000000;1.000000;
45.858857;0.000000;0.445830;10.000000;5.000000;0.445000;0.435000;0.445830;-1.000000;1.000000;
45.924393;0.000000;0.445821;10.000000;5.000000;0.445000;0.435000;0.445821;-1.000000;1.000000;
46.055465;0.000000;0.446892;10.000000;5.000000;0.445000;0.435000;0.446892;-1.000000;1.000000;
46.186537;0.000000;0.448468;10.000000;5.000000;0.445000;0.435000;0.448468;-1.000000;1.000000;
46.317609;0.000000;0.449491;10.000000;5.000000;0.445000;0.435000;0.449491;-1.000000;1.000000;
46.448681;0.000000;0.449504;10.000000;5.000000;0.445000;0.435000;0.449503;-1.000000;1.000000;
46.579753;0.000000;0.448742;10.000000;5.000000;0.445000;0.435000;0.448742;-1.000000;1.000000;
46.841897;0.000000;0.447540;10.000000;5.000000;0.445000;0.435000;0.447540;-1.000000;1.000000;
47.104041;0.000000;0.447770;10.000000;5.000000;0.445000;0.435000;0.447770;-1.000000;1.000000;
47.366185;0.000000;0.448177;10.000000;5.000000;0.445000;0.435000;0.448177;-1.000000;1.000000;
47.890473;0.000000;0.448153;10.000000;5.000000;0.445000;0.435000;0.448153;-1.000000;1.000000;
48.414761;0.000000;0.448129;10.000000;5.000000;0.445000;0.435000;0.448129;-1.000000;1.000000;
49.463337;0.000000;0.448127;10.000000;5.000000;0.445000;0.435000;0.448127;-1.000000;1.000000;
51.560489;0.000000;0.448127;10.000000;5.000000;0.445000;0.435000;0.448127;-1.000000;1.000000;
55.152978;0.000000;0.407798;10.000000;5.000000;0.445000;0.435000;0.448127;-1.000000;1.000000;
55.152978;0.000000;0.428331;11.000000;3.000000;0.445000;0.435000;0.428334;1.000000;-1.000000;
55.152979;0.000000;0.428332;11.000000;3.000000;0.445000;0.435000;0.428332;1.000000;-1.000000;
55.152980;0.000000;0.428332;11.000000;3.000000;0.445000;0.435000;0.428332;1.000000;-1.000000;
55.152982;0.000000;0.428332;11.000000;3.000000;0.445000;0.435000;0.428332;1.000000;-1.000000;
55.152986;0.000000;0.428333;11.000000;3.000000;0.445000;0.435000;0.428333;1.000000;-1.000000;
55.152994;0.000000;0.428334;11.000000;3.000000;0.445000;0.435000;0.428334;1.000000;-1.000000;
55.153010;0.000000;0.428337;11.000000;3.000000;0.445000;0.435000;0.428337;1.000000;-1.000000;
55.153042;0.000000;0.428343;11.000000;3.000000;0.445000;0.435000;0.428343;1.000000;-1.000000;
55.153106;0.000000;0.428355;11.000000;3.000000;0.445000;0.435000;0.428355;1.000000;-1.000000;
55.153234;0.000000;0.428378;11.000000;3.000000;0.445000;0.435000;0.428378;1.000000;-1.000000;
55.153490;0.000000;0.428423;11.000000;3.000000;0.445000;0.435000;0.428423;1.000000;-1.000000;
55.154002;0.000000;0.428514;11.000000;3.000000;0.445000;0.435000;0.428514;1.000000;-1.000000;
55.155026;0.000000;0.428690;11.000000;3.000000;0.445000;0.435000;0.428690;1.000000;-1.000000;
55.157074;0.000000;0.429024;11.000000;3.000000;0.445000;0.435000;0.429024;1.000000;-1.000000;
55.161170;0.000000;0.429631;11.000000;3.000000;0.445000;0.435000;0.429631;1.000000;-1.000000;
55.169362;0.000000;0.430648;11.000000;3.000000;0.445000;0.435000;0.430648;1.000000;-1.000000;
55.185746;0.000000;0.432165;11.000000;3.000000;0.445000;0.435000;0.432165;1.000000;-1.000000;
55.202130;0.000000;0.433240;11.000000;3.000000;0.445000;0.435000;0.433241;1.000000;-1.000000;
55.234359;0.000000;0.435000;11.000000;3.000000;0.445000;0.435000;0.435000;1.000000;-1.000000;
55.234359;0.000000;0.435000;11.000000;4.000000;0.445000;0.435000;0.435000;-1.000000;-1.000000;
55.234898;0.000000;0.435025;11.000000;4.000000;0.445000;0.435000;0.435025;-1.000000;-1.000000;
55.267666;0.000000;0.436649;11.000000;4.000000;0.445000;0.435000;0.436649;-1.000000;-1.000000;
55.300434;0.000000;0.438348;11.000000;4.000000;0.445000;0.435000;0.438348;-1.000000;-1.000000;
55.333202;0.000000;0.440126;11.000000;4.000000;0.445000;0.435000;0.440126;-1.000000;-1.000000;
55.398738;0.000000;0.443416;11.000000;4.000000;0.445000;0.435000;0.443416;-1.000000;-1.000000;
55.458507;0.000000;0.445000;11.000000;4.000000;0.445000;0.435000;0.445000;-1.000000;-1.000000;
55.458507;0.000000;0.445000;11.000000;5.000000;0.445000;0.435000;0.445000;-1.000000;1.000000;
55.472703;0.000000;0.445377;11.000000;5.000000;0.445000;0.435000;0.445377;-1.000000;1.000000;
55.546668;0.000000;0.445746;11.000000;5.000000;0.445000;0.435000;0.445746;-1.000000;1.000000;
55.613767;0.000000;0.445000;11.000000;5.000000;0.445000;0.435000;0.445000;-1.000000;1.000000;
55.613767;0.000000;0.445000;11.000000;4.000000;0.445000;0.435000;0.445000;-1.000000;-1.000000;
55.620632;0.000000;0.444924;11.000000;4.000000;0.445000;0.435000;0.444924;-1.000000;-1.000000;
55.658572;0.000000;0.444358;11.000000;4.000000;0.445000;0.435000;0.444358;-1.000000;-1.000000;
55.658572;0.000000;0.444358;11.000000;4.000000;0.445000;0.435000;0.444358;-1.000000;-1.000000;
55.658572;0.000000;0.444358;11.000000;4.000000;0.445000;0.435000;0.444358;-1.000000;-1.000000;
55.658768;0.000000;0.444355;11.000000;4.000000;0.445000;0.435000;0.444355;-1.000000;-1.000000;
55.658768;0.000000;0.444355;11.000000;4.000000;0.445000;0.435000;0.444355;-1.000000;-1.000000;
55.658769;0.000000;0.444354;11.000000;4.000000;0.445000;0.435000;0.444354;-1.000000;-1.000000;
55.658770;0.000000;0.444354;11.000000;4.000000;0.445000;0.435000;0.444354;-1.000000;-1.000000;
55.658772;0.000000;0.444354;11.000000;4.000000;0.445000;0.435000;0.444354;-1.000000;-1.000000;
55.658776;0.000000;0.444354;11.000000;4.000000;0.445000;0.435000;0.444354;-1.000000;-1.000000;
55.658784;0.000000;0.444354;11.000000;4.000000;0.445000;0.435000;0.444354;-1.000000;-1.000000;
55.658800;0.000000;0.444354;11.000000;4.000000;0.445000;0.435000;0.444354;-1.000000;-1.000000;
55.658832;0.000000;0.444353;11.000000;4.000000;0.445000;0.435000;0.444353;-1.000000;-1.000000;
55.658896;0.000000;0.444352;11.000000;4.000000;0.445000;0.435000;0.444352;-1.000000;-1.000000;
55.659024;0.000000;0.444350;11.000000;4.000000;0.445000;0.435000;0.444350;-1.000000;-1.000000;
55.659280;0.000000;0.444346;11.000000;4.000000;0.445000;0.435000;0.444346;-1.000000;-1.000000;
55.659792;0.000000;0.444337;11.000000;4.000000;0.445000;0.435000;0.444337;-1.000000;-1.000000;
55.660816;0.000000;0.444319;11.000000;4.000000;0.445000;0.435000;0.444319;-1.000000;-1.000000;
55.662864;0.000000;0.444283;11.000000;4.000000;0.445000;0.435000;0.444283;-1.000000;-1.000000;
55.666960;0.000000;0.444208;11.000000;4.000000;0.445000;0.435000;0.444208;-1.000000;-1.000000;
55.675152;0.000000;0.444050;11.000000;4.000000;0.445000;0.435000;0.444050;-1.000000;-1.000000;
55.691536;0.000000;0.443706;11.000000;4.000000;0.445000;0.435000;0.443706;-1.000000;-1.000000;
55.724304;0.000000;0.442927;11.000000;4.000000;0.445000;0.435000;0.442927;-1.000000;-1.000000;
55.789840;0.000000;0.441238;11.000000;4.000000;0.445000;0.435000;0.441238;-1.000000;-1.000000;
55.855376;0.000000;0.439647;11.000000;4.000000;0.445000;0.435000;0.439647;-1.000000;-1.000000;
55.925937;0.000000;0.439240;11.000000;4.000000;0.445000;0.435000;0.439240;-1.000000;-1.000000;
55.925937;0.000000;0.439240;11.000000;4.000000;0.445000;0.435000;0.439240;-1.000000;-1.000000;
55.925938;0.000000;0.439240;11.000000;4.000000;0.445000;0.435000;0.439240;-1.000000;-1.000000;
55.925939;0.000000;0.439240;11.000000;4.000000;0.445000;0.435000;0.439240;-1.000000;-1.000000;
55.925941;0.000000;0.439240;11.000000;4.000000;0.445000;0.435000;0.439240;-1.000000;-1.000000;
55.925945;0.000000;0.439240;11.000000;4.000000;0.445000;0.435000;0.439240;-1.000000;-1.000000;
55.925953;0.000000;0.439240;11.000000;4.000000;0.445000;0.435000;0.439240;-1.000000;-1.000000;
55.925969;0.000000;0.439239;11.000000;4.000000;0.445000;0.435000;0.439239;-1.000000;-1.000000;
55.926001;0.000000;0.439239;11.000000;4.000000;0.445000;0.435000;0.439239;-1.000000;-1.000000;
55.926065;0.000000;0.439238;11.000000;4.000000;0.445000;0.435000;0.439238;-1.000000;-1.000000;
55.926193;0.000000;0.439236;11.000000;4.000000;0.445000;0.435000;0.439236;-1.000000;-1.000000;
55.926193;0.000000;0.439236;11.000000;4.000000;0.445000;0.435000;0.439236;-1.000000;-1.000000;
55.926193;0.000000;0.439236;11.000000;4.000000;0.445000;0.435000;0.439236;-1.000000;-1.000000;
55.926193;0.000000;0.439236;11.000000;4.000000;0.445000;0.435000;0.439236;-1.000000;-1.000000;
55.926449;0.000000;0.439233;11.000000;4.000000;0.445000;0.435000;0.439233;-1.000000;-1.000000;
55.926961;0.000000;0.439226;11.000000;4.000000;0.445000;0.435000;0.439226;-1.000000;-1.000000;
55.927985;0.000000;0.439212;11.000000;4.000000;0.445000;0.435000;0.439212;-1.000000;-1.000000;
55.930033;0.000000;0.439184;11.000000;4.000000;0.445000;0.435000;0.439184;-1.000000;-1.000000;
55.934129;0.000000;0.439130;11.000000;4.000000;0.445000;0.435000;0.439130;-1.000000;-1.000000;
55.942321;0.000000;0.439028;11.000000;4.000000;0.445000;0.435000;0.439028;-1.000000;-1.000000;
55.958705;0.000000;0.438852;11.000000;4.000000;0.445000;0.435000;0.438852;-1.000000;-1.000000;
55.991473;0.000000;0.438614;11.000000;4.000000;0.445000;0.435000;0.438614;-1.000000;-1.000000;
56.057009;0.000000;0.438575;11.000000;4.000000;0.445000;0.435000;0.438575;-1.000000;-1.000000;
56.188081;0.000000;0.439633;11.000000;4.000000;0.445000;0.435000;0.439633;-1.000000;-1.000000;
56.319153;0.000000;0.441244;11.000000;4.000000;0.445000;0.435000;0.441244;-1.000000;-1.000000;
56.450225;0.000000;0.442317;11.000000;4.000000;0.445000;0.435000;0.442317;-1.000000;-1.000000;
56.712369;0.000000;0.441592;11.000000;4.000000;0.445000;0.435000;0.441592;-1.000000;-1.000000;
56.911956;0.000000;0.441049;11.000000;4.000000;0.445000;0.435000;0.441049;-1.000000;-1.000000;
57.311129;0.000000;0.440886;11.000000;4.000000;0.445000;0.435000;0.440886;-1.000000;-1.000000;
57.710303;0.000000;0.440954;11.000000;4.000000;0.445000;0.435000;0.440954;-1.000000;-1.000000;
58.508650;0.000000;0.440947;11.000000;4.000000;0.445000;0.435000;0.440947;-1.000000;-1.000000;
60.105344;0.000000;0.440944;11.000000;4.000000;0.445000;0.435000;0.440944;-1.000000;-1.000000;
63.298733;0.000000;0.440944;11.000000;4.000000;0.445000;0.435000;0.440944;-1.000000;-1.000000;
69.685509;0.000000;0.440944;11.000000;4.000000;0.445000;0.435000;0.440944;-1.000000;-1.000000;
79.685509;0.000000;0.440944;11.000000;4.000000;0.445000;0.435000;0.440944;-1.000000;-1.000000;
89.685509;0.000000;0.440944;11.000000;4.000000;0.445000;0.435000;0.440944;-1.000000;-1.000000;
99.685509;0.000000;0.440944;11.000000;4.000000;0.445000;0.435000;0.440944;-1.000000;-1.000000;
100.000000;0.000000;0.440944;11.000000;4.000000;0.445000;0.435000;0.440944;-1.000000;-1.000000;
