time;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;NETWORK__KANA___1_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;GEN____6_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN____1_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN____1_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____6_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN____1_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____6_SM_generator_efdPu_value;GEN____9_SM_generator_efdPu_value;GEN____1_SM_generator_efdPu_value;GEN___12_SM_generator_efdPu_value;GEN____3_SM_generator_efdPu_value;GEN____8_SM_generator_efdPu_value;GEN____2_SM_generator_efdPu_value;
3.721127;0.980925;1.005348;1.016024;1.040673;0.985317;0.980141;1.010076;13.399656;-9.880492;475.078506;315.047344;41.063749;448.142980;-3.379806;-2.010203;3.573387;131.315014;129.065897;-2.221149;62.113911;-2.320531;0.999991;1.000143;0.999951;1.000358;1.000054;0.999971;0.999924;1.042526;1.020552;1.570402;1.403930;1.170634;1.640255;1.064344;
3.729319;0.980905;1.005359;1.016073;1.040686;0.985329;0.980174;1.010074;13.117388;-9.520126;474.693270;315.932076;41.173534;447.767423;-3.707044;-1.988603;3.479182;131.299219;128.845082;-2.262712;62.145924;-2.299098;0.999982;1.000148;0.999953;1.000354;1.000053;0.999972;0.999926;1.042900;1.020008;1.570178;1.403183;1.170458;1.640006;1.064375;
3.745703;0.980859;1.005379;1.016169;1.040710;0.985352;0.980239;1.010068;12.497185;-8.758197;473.957426;317.628374;41.383324;447.053384;-4.334472;-1.932894;3.288879;131.264833;128.420675;-2.340675;62.204812;-2.255363;0.999965;1.000156;0.999957;1.000345;1.000051;0.999976;0.999930;1.043705;1.018932;1.569761;1.401741;1.170140;1.639555;1.064436;
3.778471;0.980755;1.005410;1.016344;1.040751;0.985387;0.980367;1.010056;11.059931;-7.097510;472.642545;320.698715;41.750527;445.793155;-5.473701;-1.774931;2.905536;131.184916;127.648057;-2.473116;62.300921;-2.164695;0.999934;1.000170;0.999968;1.000323;1.000046;0.999985;0.999940;1.045505;1.016858;1.569069;1.399097;1.169649;1.638847;1.064555;
3.844007;0.980507;1.005439;1.016619;1.040806;0.985419;0.980594;1.010034;7.623459;-3.453642;470.733466;325.399810;42.199780;444.038385;-7.250642;-1.307217;2.162286;130.983737;126.445006;-2.629944;62.404275;-1.974576;0.999886;1.000188;0.999994;1.000267;1.000036;1.000010;0.999963;1.049630;1.013230;1.568266;1.394916;1.169274;1.638207;1.064781;
3.935842;0.980137;1.005418;1.016832;1.040825;0.985386;0.980821;1.010005;2.525202;1.510091;469.673253;328.749914;42.128404;443.244282;-8.605551;-0.485403;1.280247;130.644574;125.538724;-2.614499;62.384448;-1.713478;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055521;1.009779;1.568297;1.391684;1.169902;1.638718;1.065044;
3.935842;0.980137;1.005418;1.016832;1.040825;0.985386;0.980821;1.010005;2.525202;1.510091;469.673253;328.749914;42.128404;443.244282;-8.605551;-0.485403;1.280247;130.644574;125.538724;-2.614499;62.384448;-1.713478;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055521;1.009779;1.568297;1.391684;1.169902;1.638718;1.065044;
3.935842;0.980137;1.005418;1.016832;1.040825;0.985386;0.980821;1.010005;2.525202;1.510091;469.673253;328.749914;42.128404;443.244282;-8.605551;-0.485403;1.280247;130.644574;125.538724;-2.614499;62.384448;-1.713478;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055521;1.009779;1.568297;1.391684;1.169902;1.638718;1.065044;
3.936028;0.980137;1.005417;1.016832;1.040825;0.985386;0.980822;1.010005;2.514543;1.519974;469.673018;328.752852;42.127430;443.244645;-8.606952;-0.483540;1.278647;130.643815;125.537788;-2.614187;62.384211;-1.712960;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055533;1.009774;1.568299;1.391681;1.169905;1.638720;1.065044;
3.936028;0.980136;1.005417;1.016832;1.040825;0.985386;0.980822;1.010005;2.514355;1.519903;469.672994;328.752948;42.127475;443.244496;-8.607080;-0.484792;1.278231;130.644433;125.538199;-2.613556;62.385017;-1.713842;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055539;1.009777;1.568301;1.391681;1.169908;1.638723;1.065045;
3.936028;0.980136;1.005417;1.016832;1.040825;0.985386;0.980822;1.010005;2.514355;1.519903;469.672994;328.752948;42.127475;443.244496;-8.607080;-0.484792;1.278231;130.644433;125.538199;-2.613556;62.385017;-1.713842;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055539;1.009777;1.568301;1.391681;1.169908;1.638723;1.065045;
3.936028;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.514606;1.520102;469.672553;328.751344;42.127523;443.244429;-8.607051;-0.483054;1.279338;130.644381;125.534518;-2.613194;62.384410;-1.713182;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055531;1.009780;1.568305;1.391693;1.169908;1.638724;1.065048;
3.936028;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.514606;1.520102;469.672553;328.751344;42.127523;443.244429;-8.607051;-0.483054;1.279338;130.644381;125.534518;-2.613194;62.384410;-1.713182;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055531;1.009780;1.568305;1.391693;1.169908;1.638724;1.065048;
3.936028;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.514606;1.520102;469.672553;328.751344;42.127523;443.244429;-8.607051;-0.483054;1.279338;130.644381;125.534518;-2.613194;62.384410;-1.713182;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055531;1.009780;1.568305;1.391693;1.169908;1.638724;1.065048;
3.936029;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.514606;1.520101;469.672560;328.751355;42.127526;443.244428;-8.607068;-0.483055;1.279338;130.644380;125.534510;-2.613194;62.384411;-1.713179;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055531;1.009780;1.568305;1.391693;1.169908;1.638724;1.065048;
3.936030;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.514543;1.520159;469.672558;328.751371;42.127521;443.244430;-8.607075;-0.483044;1.279328;130.644375;125.534504;-2.613192;62.384410;-1.713176;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055532;1.009780;1.568305;1.391693;1.169908;1.638724;1.065048;
3.936032;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.514444;1.520249;469.672559;328.751400;42.127515;443.244434;-8.607095;-0.483027;1.279313;130.644368;125.534493;-2.613190;62.384408;-1.713170;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055532;1.009780;1.568305;1.391692;1.169908;1.638724;1.065048;
3.936036;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.514165;1.520508;469.672551;328.751465;42.127492;443.244444;-8.607121;-0.482978;1.279273;130.644349;125.534474;-2.613182;62.384401;-1.713158;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055532;1.009780;1.568305;1.391692;1.169908;1.638724;1.065048;
3.936044;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.513661;1.520973;469.672541;328.751592;42.127453;443.244462;-8.607182;-0.482890;1.279198;130.644314;125.534433;-2.613169;62.384389;-1.713135;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055533;1.009780;1.568306;1.391692;1.169908;1.638724;1.065048;
3.936060;0.980137;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.512653;1.521904;469.672522;328.751844;42.127375;443.244499;-8.607303;-0.482713;1.279050;130.644245;125.534352;-2.613142;62.384366;-1.713089;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055534;1.009779;1.568306;1.391692;1.169908;1.638724;1.065048;
3.936092;0.980136;1.005417;1.016831;1.040824;0.985386;0.980821;1.010005;2.510636;1.523766;469.672484;328.752349;42.127218;443.244572;-8.607545;-0.482360;1.278753;130.644105;125.534189;-2.613088;62.384318;-1.712996;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055536;1.009779;1.568306;1.391691;1.169909;1.638725;1.065048;
3.936156;0.980136;1.005417;1.016831;1.040824;0.985386;0.980822;1.010005;2.506603;1.527489;469.672407;328.753358;42.126905;443.244719;-8.608029;-0.481654;1.278160;130.643827;125.533864;-2.612980;62.384224;-1.712810;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055541;1.009777;1.568306;1.391690;1.169910;1.638726;1.065048;
3.936284;0.980135;1.005417;1.016831;1.040824;0.985386;0.980822;1.010005;2.498538;1.534934;469.672258;328.755369;42.126276;443.245017;-8.608994;-0.480242;1.276973;130.643270;125.533215;-2.612763;62.384035;-1.712438;0.999853;1.000193;1.000034;1.000177;1.000022;1.000048;1.000000;1.055550;1.009773;1.568307;1.391687;1.169912;1.638728;1.065048;
3.936540;0.980134;1.005417;1.016831;1.040824;0.985385;0.980822;1.010005;2.482409;1.549821;469.671971;328.759366;42.125014;443.245625;-8.610917;-0.477417;1.274601;130.642155;125.531922;-2.612327;62.383656;-1.711694;0.999853;1.000193;1.000034;1.000176;1.000022;1.000048;1.000000;1.055568;1.009765;1.568310;1.391682;1.169916;1.638732;1.065049;
3.937052;0.980132;1.005416;1.016832;1.040824;0.985385;0.980823;1.010004;2.450156;1.579577;469.671447;328.767263;42.122466;443.246891;-8.614729;-0.471764;1.269863;130.639924;125.529361;-2.611449;62.382893;-1.710207;0.999853;1.000193;1.000034;1.000176;1.000021;1.000048;1.000001;1.055604;1.009750;1.568314;1.391672;1.169924;1.638741;1.065050;
3.938076;0.980127;1.005416;1.016833;1.040824;0.985384;0.980826;1.010004;2.385670;1.639023;469.670598;328.782670;42.117276;443.249628;-8.622221;-0.460449;1.260412;130.635456;125.524332;-2.609665;62.381349;-1.707234;0.999853;1.000193;1.000035;1.000175;1.000021;1.000049;1.000001;1.055677;1.009719;1.568323;1.391653;1.169940;1.638758;1.065053;
3.940124;0.980118;1.005414;1.016836;1.040824;0.985382;0.980830;1.010003;2.256787;1.757639;469.669687;328.811936;42.106520;443.255913;-8.636674;-0.437780;1.241610;130.626496;125.514646;-2.605981;62.378184;-1.701294;0.999853;1.000193;1.000036;1.000172;1.000021;1.000050;1.000002;1.055823;1.009659;1.568340;1.391614;1.169972;1.638793;1.065058;
3.944220;0.980099;1.005411;1.016840;1.040823;0.985378;0.980838;1.010002;1.999434;1.993728;469.671003;328.864298;42.083512;443.271710;-8.663455;-0.392297;1.204413;130.608489;125.496760;-2.598159;62.371556;-1.689439;0.999852;1.000192;1.000038;1.000167;1.000020;1.000052;1.000004;1.056114;1.009543;1.568378;1.391543;1.170039;1.638865;1.065068;
3.952412;0.980062;1.005404;1.016848;1.040820;0.985370;0.980853;1.010000;1.486835;2.460964;469.686041;328.944542;42.031556;443.316031;-8.708547;-0.300839;1.131682;130.572147;125.466884;-2.580718;62.357135;-1.665850;0.999852;1.000191;1.000042;1.000158;1.000019;1.000056;1.000008;1.056692;1.009325;1.568462;1.391420;1.170181;1.639018;1.065087;
3.968796;0.979988;1.005390;1.016859;1.040815;0.985350;0.980881;1.009995;0.473589;3.372883;469.764392;329.008983;41.904391;443.453997;-8.765067;-0.116650;0.993158;130.498373;125.430275;-2.538856;62.323877;-1.619283;0.999851;1.000189;1.000050;1.000139;1.000016;1.000064;1.000015;1.057829;1.008947;1.568660;1.391254;1.170495;1.639360;1.065123;
4.001564;0.979847;1.005354;1.016859;1.040797;0.985305;0.980922;1.009987;-1.478628;5.086320;470.100989;328.772543;41.563149;443.911778;-8.746457;0.251440;0.745702;130.348331;125.445247;-2.429318;62.241904;-1.529628;0.999855;1.000181;1.000066;1.000102;1.000012;1.000078;1.000031;1.059996;1.008422;1.569170;1.391235;1.171230;1.640163;1.065182;
4.067100;0.979598;1.005270;1.016786;1.040742;0.985192;0.980953;1.009975;-4.909314;7.946891;471.360294;327.037204;40.607363;445.400249;-8.223684;0.947632;0.377471;130.053282;125.781716;-2.129225;62.035788;-1.371800;0.999875;1.000159;1.000093;1.000034;1.000006;1.000102;1.000060;1.063698;1.008266;1.570559;1.392336;1.172994;1.642088;1.065232;
4.198172;0.979302;1.005093;1.016431;1.040585;0.984950;0.980842;1.009975;-9.113193;10.976011;475.046552;320.432162;38.353482;449.325720;-5.750631;1.972538;0.131142;129.578835;127.233406;-1.408627;61.604992;-1.179393;0.999950;1.000095;1.000126;0.999936;1.000012;1.000121;1.000108;1.067744;1.010789;1.574107;1.397836;1.176636;1.646074;1.065000;
4.285601;0.979232;1.005001;1.016161;1.040479;0.984830;0.980713;1.009987;-10.215443;11.428767;477.264494;315.930945;37.287609;451.448247;-3.846843;2.354879;0.193526;129.381068;128.248977;-1.023103;61.414623;-1.133397;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068460;1.013274;1.576347;1.402117;1.178391;1.648091;1.064700;
4.285601;0.979232;1.005001;1.016161;1.040479;0.984830;0.980713;1.009987;-10.215443;11.428767;477.264494;315.930945;37.287609;451.448247;-3.846843;2.354879;0.193526;129.381068;128.248977;-1.023103;61.414623;-1.133397;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068460;1.013274;1.576347;1.402117;1.178391;1.648091;1.064700;
4.285601;0.979232;1.005001;1.016161;1.040479;0.984830;0.980713;1.009987;-10.215443;11.428767;477.264494;315.930945;37.287609;451.448247;-3.846843;2.354879;0.193526;129.381068;128.248977;-1.023103;61.414623;-1.133397;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068460;1.013274;1.576347;1.402117;1.178391;1.648091;1.064700;
4.285742;0.979232;1.005001;1.016160;1.040479;0.984830;0.980713;1.009987;-10.216122;11.428484;477.267915;315.923625;37.286172;451.451350;-3.843608;2.355297;0.193772;129.380826;128.250647;-1.022544;61.414378;-1.133375;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068460;1.013279;1.576350;1.402124;1.178394;1.648094;1.064699;
4.285742;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216445;11.428543;477.268140;315.924875;37.286111;451.450785;-3.843312;2.353418;0.194791;129.379711;128.253215;-1.023518;61.413436;-1.131847;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068469;1.013278;1.576348;1.402114;1.178396;1.648101;1.064697;
4.285742;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216445;11.428543;477.268140;315.924875;37.286111;451.450785;-3.843312;2.353418;0.194791;129.379711;128.253215;-1.023518;61.413436;-1.131847;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068469;1.013278;1.576348;1.402114;1.178396;1.648101;1.064697;
4.285742;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216444;11.428572;477.268193;315.924676;37.286101;451.450829;-3.843256;2.353417;0.194797;129.379718;128.253320;-1.023515;61.413423;-1.131849;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068470;1.013278;1.576348;1.402116;1.178396;1.648101;1.064697;
4.285743;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216443;11.428572;477.268193;315.924684;37.286101;451.450829;-3.843257;2.353418;0.194793;129.379715;128.253330;-1.023517;61.413422;-1.131850;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068470;1.013278;1.576348;1.402116;1.178396;1.648101;1.064697;
4.285744;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216446;11.428565;477.268229;315.924608;37.286083;451.450864;-3.843225;2.353421;0.194797;129.379713;128.253348;-1.023511;61.413419;-1.131850;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068470;1.013278;1.576348;1.402116;1.178396;1.648101;1.064697;
4.285746;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216450;11.428555;477.268287;315.924492;37.286055;451.450920;-3.843176;2.353427;0.194800;129.379709;128.253380;-1.023502;61.413414;-1.131850;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068470;1.013278;1.576348;1.402116;1.178396;1.648101;1.064697;
4.285750;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216461;11.428528;477.268447;315.924153;37.285977;451.451075;-3.843036;2.353441;0.194816;129.379701;128.253453;-1.023475;61.413401;-1.131849;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068469;1.013278;1.576348;1.402116;1.178396;1.648101;1.064697;
4.285758;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216480;11.428478;477.268738;315.923545;37.285835;451.451356;-3.842784;2.353468;0.194842;129.379685;128.253594;-1.023427;61.413376;-1.131848;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068469;1.013279;1.576348;1.402117;1.178396;1.648101;1.064697;
4.285774;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216519;11.428378;477.269318;315.922331;37.285551;451.451918;-3.842279;2.353521;0.194893;129.379653;128.253876;-1.023331;61.413328;-1.131846;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068469;1.013279;1.576349;1.402118;1.178397;1.648102;1.064697;
4.285806;0.979231;1.005001;1.016161;1.040480;0.984830;0.980713;1.009987;-10.216598;11.428179;477.270479;315.919902;37.284984;451.453042;-3.841270;2.353628;0.194996;129.379588;128.254438;-1.023140;61.413231;-1.131843;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068469;1.013281;1.576350;1.402120;1.178398;1.648103;1.064697;
4.285870;0.979231;1.005000;1.016161;1.040479;0.984830;0.980713;1.009987;-10.216753;11.427779;477.272802;315.915043;37.283849;451.455289;-3.839252;2.353842;0.195202;129.379458;128.255564;-1.022757;61.413036;-1.131835;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068469;1.013284;1.576352;1.402125;1.178399;1.648104;1.064697;
4.285998;0.979231;1.005000;1.016160;1.040479;0.984829;0.980713;1.009987;-10.217061;11.426976;477.277446;315.905327;37.281581;451.459782;-3.835216;2.354268;0.195615;129.379199;128.257816;-1.021992;61.412648;-1.131821;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068468;1.013290;1.576356;1.402134;1.178402;1.648108;1.064696;
4.286254;0.979231;1.005000;1.016159;1.040479;0.984829;0.980712;1.009988;-10.217664;11.425358;477.286731;315.885895;37.277048;451.468764;-3.827141;2.355119;0.196442;129.378682;128.262319;-1.020461;61.411871;-1.131793;1.000000;1.000055;1.000135;0.999899;1.000021;1.000119;1.000128;1.068466;1.013301;1.576365;1.402153;1.178409;1.648115;1.064695;
4.286766;0.979231;1.004999;1.016157;1.040478;0.984828;0.980711;1.009988;-10.218815;11.422075;477.305290;315.847032;37.267995;451.486710;-3.810985;2.356810;0.198103;129.377652;128.271325;-1.017404;61.410322;-1.131739;1.000001;1.000055;1.000135;0.999899;1.000022;1.000119;1.000128;1.068463;1.013325;1.576382;1.402190;1.178422;1.648130;1.064692;
4.287790;0.979231;1.004998;1.016152;1.040476;0.984826;0.980708;1.009988;-10.220905;11.415325;477.342363;315.769316;37.249941;451.522528;-3.778644;2.360155;0.201451;129.375607;128.289338;-1.011302;61.407236;-1.131642;1.000002;1.000054;1.000135;0.999899;1.000022;1.000118;1.000128;1.068456;1.013372;1.576416;1.402264;1.178448;1.648158;1.064687;
4.289838;0.979231;1.004995;1.016143;1.040473;0.984823;0.980703;1.009988;-10.224232;11.401085;477.416322;315.613930;37.214048;451.593866;-3.713853;2.366691;0.208248;129.371580;128.325363;-0.999150;61.401118;-1.131488;1.000004;1.000053;1.000135;0.999898;1.000022;1.000118;1.000129;1.068440;1.013467;1.576483;1.402412;1.178499;1.648215;1.064677;
4.293934;0.979232;1.004990;1.016124;1.040467;0.984816;0.980693;1.009989;-10.227483;11.369659;477.563460;315.303407;37.143143;451.735301;-3.583859;2.379147;0.222244;129.363773;128.397397;-0.975054;61.389095;-1.131339;1.000007;1.000050;1.000135;0.999897;1.000023;1.000117;1.000129;1.068405;1.013658;1.576617;1.402711;1.178600;1.648328;1.064657;
4.302126;0.979234;1.004980;1.016086;1.040453;0.984802;0.980671;1.009992;-10.220459;11.295168;477.854337;314.683879;37.005055;452.012901;-3.322404;2.401593;0.251806;129.349159;128.541277;-0.927747;61.365941;-1.131682;1.000014;1.000045;1.000135;0.999895;1.000025;1.000116;1.000131;1.068318;1.014044;1.576885;1.403310;1.178796;1.648546;1.064614;
4.318510;0.979243;1.004962;1.016010;1.040428;0.984776;0.980628;1.009996;-10.153139;11.100863;478.420420;313.454951;36.745232;452.544623;-2.795147;2.436598;0.316874;129.323965;128.827326;-0.837047;61.323423;-1.134903;1.000028;1.000035;1.000135;0.999892;1.000029;1.000112;1.000134;1.068080;1.014835;1.577411;1.404519;1.179163;1.648955;1.064525;
4.351278;0.979276;1.004929;1.015857;1.040377;0.984731;0.980537;1.010007;-9.814616;10.542324;479.475344;311.067726;36.301321;453.497588;-1.735130;2.467522;0.468040;129.289722;129.385445;-0.673895;61.255057;-1.151179;1.000055;1.000016;1.000132;0.999889;1.000037;1.000103;1.000138;1.067364;1.016464;1.578423;1.406945;1.179781;1.649657;1.064326;
4.381435;0.979321;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.294524;9.860009;480.331345;309.012415;35.998556;454.218451;-0.779172;2.453250;0.625286;129.276157;129.868878;-0.549442;61.213772;-1.176408;1.000078;1.000000;1.000129;0.999890;1.000045;1.000093;1.000140;1.066475;1.017977;1.579288;1.409128;1.180204;1.650161;1.064127;
4.381435;0.979321;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.294524;9.860009;480.331345;309.012415;35.998556;454.218451;-0.779172;2.453250;0.625286;129.276157;129.868878;-0.549442;61.213772;-1.176408;1.000078;1.000000;1.000129;0.999890;1.000045;1.000093;1.000140;1.066475;1.017977;1.579288;1.409128;1.180204;1.650161;1.064127;
4.381436;0.979322;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.294480;9.860010;480.331339;309.012274;35.998556;454.218474;-0.779131;2.453396;0.625485;129.276126;129.868696;-0.549452;61.213624;-1.176386;1.000078;1.000000;1.000129;0.999890;1.000045;1.000093;1.000140;1.066474;1.017977;1.579289;1.409129;1.180204;1.650161;1.064127;
4.381437;0.979322;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.294459;9.859983;480.331366;309.012207;35.998547;454.218496;-0.779099;2.453395;0.625491;129.276126;129.868712;-0.549448;61.213622;-1.176387;1.000078;1.000000;1.000129;0.999890;1.000045;1.000093;1.000140;1.066474;1.017977;1.579289;1.409129;1.180204;1.650161;1.064127;
4.381439;0.979322;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.294406;9.859942;480.331406;309.012041;35.998533;454.218540;-0.779031;2.453455;0.625585;129.276113;129.868659;-0.549447;61.213557;-1.176379;1.000078;1.000000;1.000129;0.999890;1.000045;1.000093;1.000140;1.066473;1.017977;1.579289;1.409129;1.180204;1.650161;1.064127;
4.381443;0.979322;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.294330;9.859826;480.331529;309.011802;35.998494;454.218629;-0.778907;2.453387;0.625525;129.276125;129.868808;-0.549425;61.213616;-1.176393;1.000078;1.000000;1.000129;0.999890;1.000045;1.000093;1.000140;1.066474;1.017977;1.579289;1.409129;1.180204;1.650161;1.064127;
4.381451;0.979322;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.294159;9.859617;480.331747;309.011262;35.998424;454.218806;-0.778650;2.453377;0.625570;129.276124;129.868935;-0.549395;61.213607;-1.176402;1.000078;1.000000;1.000129;0.999890;1.000045;1.000093;1.000140;1.066473;1.017978;1.579289;1.409130;1.180204;1.650161;1.064127;
4.381467;0.979322;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.293816;9.859199;480.332182;309.010183;35.998283;454.219160;-0.778137;2.453357;0.625661;129.276122;129.869190;-0.549333;61.213590;-1.176418;1.000078;1.000000;1.000129;0.999890;1.000045;1.000093;1.000140;1.066473;1.017978;1.579289;1.409131;1.180204;1.650162;1.064127;
4.381499;0.979322;1.004905;1.015721;1.040333;0.984700;0.980452;1.010019;-9.293131;9.858362;480.333053;309.008024;35.998001;454.219867;-0.777110;2.453318;0.625843;129.276118;129.869699;-0.549211;61.213556;-1.176452;1.000078;1.000000;1.000128;0.999890;1.000045;1.000093;1.000140;1.066472;1.017980;1.579290;1.409134;1.180205;1.650162;1.064126;
4.381563;0.979322;1.004905;1.015721;1.040333;0.984700;0.980451;1.010019;-9.291760;9.856687;480.334793;309.003706;35.997438;454.221282;-0.775056;2.453238;0.626207;129.276109;129.870717;-0.548966;61.213487;-1.176518;1.000078;1.000000;1.000128;0.999890;1.000045;1.000093;1.000140;1.066469;1.017983;1.579292;1.409138;1.180206;1.650163;1.064126;
4.381586;0.979322;1.004905;1.015721;1.040333;0.984700;0.980451;1.010019;-9.291275;9.856095;480.335408;309.002179;35.997239;454.221783;-0.774330;2.453210;0.626335;129.276106;129.871077;-0.548879;61.213463;-1.176541;1.000078;1.000000;1.000128;0.999890;1.000045;1.000093;1.000140;1.066469;1.017984;1.579293;1.409140;1.180206;1.650163;1.064126;
4.381586;0.979322;1.004905;1.015721;1.040333;0.984700;0.980451;1.010019;-9.291275;9.856095;480.335408;309.002179;35.997239;454.221783;-0.774330;2.453210;0.626335;129.276106;129.871077;-0.548879;61.213463;-1.176541;1.000078;1.000000;1.000128;0.999890;1.000045;1.000093;1.000140;1.066469;1.017984;1.579293;1.409140;1.180206;1.650163;1.064126;
4.381586;0.979322;1.004905;1.015721;1.040333;0.984700;0.980451;1.010019;-9.291275;9.856095;480.335408;309.002179;35.997239;454.221783;-0.774330;2.453210;0.626335;129.276106;129.871077;-0.548879;61.213463;-1.176541;1.000078;1.000000;1.000128;0.999890;1.000045;1.000093;1.000140;1.066469;1.017984;1.579293;1.409140;1.180206;1.650163;1.064126;
4.381691;0.979322;1.004905;1.015720;1.040332;0.984700;0.980451;1.010019;-9.289014;9.853335;480.338272;308.995073;35.996314;454.224110;-0.770950;2.453079;0.626934;129.276092;129.872753;-0.548476;61.213350;-1.176651;1.000078;1.000000;1.000128;0.999890;1.000045;1.000093;1.000140;1.066465;1.017990;1.579296;1.409148;1.180207;1.650165;1.064125;
4.381947;0.979322;1.004905;1.015719;1.040332;0.984699;0.980450;1.010019;-9.283513;9.846624;480.345224;308.977814;35.994070;454.229757;-0.762738;2.452758;0.628390;129.276058;129.876824;-0.547497;61.213077;-1.176917;1.000078;1.000000;1.000128;0.999890;1.000045;1.000093;1.000140;1.066456;1.018003;1.579303;1.409166;1.180210;1.650169;1.064123;
