time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____3_SM_generator_running;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;UVA_underVoltageAutomaton_UMinPu;
32.165656;0.900436;0.836400;0.667829;0.801237;0.817546;0.906400;0.889376;0.963561;0.880989;0.879304;0.889678;0.892701;0.887625;0.868502;0.971450;0.971417;0.971763;0.971309;0.971364;249.070749;60.055945;0.000000;0.818086;1.954339;68.720033;145.983219;0.000000;29.812519;40.583568;-1.000000;0.715981;1.146037;1.075340;0.711033;0.850000;
32.253181;0.899227;0.835159;0.666834;0.800000;0.816276;0.905003;0.888204;0.962562;0.879765;0.878059;0.888363;0.891333;0.886273;0.867241;0.971333;0.971291;0.971763;0.971237;0.971254;249.139653;59.713883;0.000000;0.666704;1.760404;68.668770;145.530235;0.000000;29.696865;40.635708;-1.000000;0.714389;1.141795;1.072937;0.708388;0.850000;
32.296728;0.898626;0.834542;0.666338;0.799385;0.815644;0.904308;0.887621;0.962065;0.879156;0.877440;0.887708;0.890652;0.885600;0.866614;0.971275;0.971228;0.971763;0.971201;0.971199;249.173935;59.543696;0.000000;0.591386;1.663914;68.643264;145.304859;0.000000;29.639323;40.661649;-1.000000;0.713597;1.139684;1.071742;0.707072;0.850000;
32.393917;0.897331;0.833203;0.665289;0.798112;0.814341;0.902869;0.886395;0.961008;0.877871;0.876135;0.886340;0.889241;0.884201;0.865299;0.971144;0.971093;0.971763;0.971120;0.971087;249.249466;58.955627;0.000000;0.601613;1.505351;68.572522;144.785244;0.000000;29.492807;40.708118;-1.000000;0.711880;1.135117;1.069212;0.704292;0.850000;
32.491105;0.896079;0.831909;0.664296;0.796930;0.813133;0.901521;0.885242;0.959993;0.876659;0.874906;0.885054;0.887920;0.882890;0.864062;0.971014;0.970962;0.971763;0.971025;0.970982;249.242966;58.290128;0.000000;0.711618;1.426885;68.490775;144.242410;0.000000;29.337206;40.740469;-1.000000;0.710222;1.130716;1.066818;0.701666;0.850000;
32.588294;0.894865;0.830660;0.663349;0.795820;0.811994;0.900239;0.884146;0.959010;0.875511;0.873741;0.883833;0.886663;0.881643;0.862888;0.970885;0.970836;0.971763;0.970912;0.970876;249.124774;57.642440;0.000000;0.851299;1.427904;68.404722;143.676931;0.000000;29.181018;40.759726;-1.000000;0.708623;1.126475;1.064538;0.699169;0.850000;
32.685483;0.893683;0.829450;0.662438;0.794757;0.810900;0.898999;0.883092;0.958047;0.874413;0.872625;0.882659;0.885449;0.880440;0.861761;0.970757;0.970714;0.971763;0.970785;0.970766;248.896346;57.081573;0.000000;0.965802;1.489313;68.321640;143.095394;0.000000;29.032502;40.768767;-1.000000;0.707076;1.122381;1.062345;0.696770;0.850000;
32.879860;0.891412;0.827150;0.660688;0.792698;0.808774;0.896613;0.881054;0.956159;0.872312;0.870489;0.880408;0.883110;0.878129;0.859601;0.970512;0.970479;0.971763;0.970519;0.970524;248.222744;56.377373;0.000000;1.012843;1.632858;68.185235;141.939379;0.000000;28.790490;40.770676;-1.000000;0.704136;1.114614;1.058139;0.692178;0.850000;
33.054800;0.889431;0.825152;0.659150;0.790865;0.806885;0.894535;0.879247;0.954482;0.870459;0.868612;0.878439;0.881071;0.876113;0.857706;0.970300;0.970273;0.971763;0.970290;0.970300;247.595946;55.969383;0.000000;0.964663;1.681844;68.080597;140.943515;0.000000;28.615003;40.769904;-1.000000;0.701586;1.107895;1.054445;0.688156;0.850000;
33.229740;0.887508;0.823213;0.657644;0.789055;0.805025;0.892533;0.877469;0.952834;0.868641;0.866776;0.876528;0.879105;0.874167;0.855860;0.970096;0.970072;0.971763;0.970078;0.970081;247.036165;55.644937;0.000000;0.893953;1.639333;67.982480;140.004805;0.000000;28.471123;40.769572;-1.000000;0.699115;1.101397;1.050833;0.684231;0.850000;
33.404680;0.885643;0.821330;0.656178;0.787289;0.803216;0.890619;0.875735;0.951225;0.866871;0.864993;0.874686;0.877223;0.872301;0.854076;0.969898;0.969874;0.971763;0.969878;0.969874;246.563200;55.308238;0.000000;0.837188;1.546686;67.881309;139.120940;0.000000;28.349387;40.767470;-1.000000;0.696718;1.095111;1.047321;0.680424;0.850000;
33.739208;0.882290;0.817950;0.653556;0.784147;0.800000;0.887282;0.872639;0.948312;0.863728;0.861838;0.871451;0.873938;0.869038;0.850928;0.969540;0.969516;0.971763;0.969522;0.969517;245.820864;54.545984;0.000000;0.780791;1.405471;67.662908;137.569649;0.000000;28.170166;40.740778;-1.000000;0.692421;1.083879;1.041052;0.673650;0.850000;
33.754559;0.882136;0.817794;0.653436;0.784002;0.799852;0.887129;0.872497;0.948178;0.863583;0.861693;0.871302;0.873787;0.868888;0.850783;0.969523;0.969499;0.971763;0.969506;0.969500;245.786798;54.511005;0.000000;0.778203;1.398990;67.652886;137.498462;0.000000;28.161942;40.739553;-1.000000;0.692224;1.083364;1.040765;0.673340;0.850000;
34.104439;0.878835;0.814475;0.650871;0.780941;0.796719;0.883924;0.869469;0.945287;0.860526;0.858632;0.868180;0.870630;0.865751;0.847737;0.969169;0.969145;0.971763;0.969152;0.969149;245.064387;53.700712;0.000000;0.736771;1.311896;67.408468;135.989922;0.000000;28.019406;40.688882;-1.000000;0.688014;1.072408;1.034644;0.666755;0.850000;
34.454318;0.875718;0.811352;0.648462;0.778070;0.793782;0.880962;0.866619;0.942536;0.857664;0.855773;0.865278;0.867708;0.862845;0.844899;0.968833;0.968811;0.971763;0.968816;0.968814;244.371981;52.940377;0.000000;0.697296;1.247223;67.156324;134.584861;0.000000;27.914743;40.622614;-1.000000;0.684062;1.062162;1.028904;0.660603;0.850000;
35.154078;0.870105;0.805768;0.644150;0.772935;0.788533;0.875785;0.861502;0.937520;0.852558;0.850691;0.860166;0.862596;0.857754;0.839875;0.968230;0.968209;0.971763;0.968212;0.968211;243.130456;51.612758;0.000000;0.621736;1.121772;66.631566;132.140594;0.000000;27.806119;40.460411;-1.000000;0.677010;1.043971;1.018659;0.649673;0.850000;
35.853837;0.865027;0.800753;0.640276;0.768321;0.783822;0.871219;0.856889;0.932947;0.847980;0.846148;0.855624;0.858081;0.853252;0.835398;0.967688;0.967668;0.971763;0.967670;0.967668;242.023149;50.432125;0.000000;0.553356;1.004649;66.091059;130.029825;0.000000;27.761759;40.283773;-1.000000;0.670702;1.027820;1.009486;0.639958;0.850000;
35.970461;0.864258;0.800000;0.639694;0.767628;0.783114;0.870542;0.856193;0.932251;0.847292;0.845467;0.854947;0.857411;0.852583;0.834728;0.967607;0.967587;0.971763;0.967589;0.967587;241.858071;50.254879;0.000000;0.543155;0.987157;65.999382;129.725053;0.000000;27.760919;40.253576;-1.000000;0.669757;1.025416;1.008111;0.638510;0.850000;
36.553596;0.860415;0.796234;0.636783;0.764162;0.779574;0.867156;0.852717;0.928773;0.843855;0.842064;0.851563;0.854060;0.849240;0.831383;0.967200;0.967181;0.971763;0.967182;0.967181;241.032662;49.368629;0.000000;0.492148;0.899695;65.540986;128.201163;0.000000;27.756721;40.102589;-1.000000;0.665034;1.013392;1.001237;0.631270;0.850000;
37.953114;0.852127;0.788180;0.630549;0.756739;0.771996;0.859983;0.845252;0.921252;0.836500;0.834793;0.844361;0.846955;0.842145;0.824249;0.966337;0.966319;0.971763;0.966320;0.966319;239.274108;47.478764;0.000000;0.383700;0.714286;64.439748;125.093213;0.000000;27.795264;39.747779;-1.000000;0.654967;0.987940;0.986567;0.615922;0.850000;
39.352632;0.845152;0.781503;0.625370;0.750568;0.765695;0.854105;0.839023;0.914912;0.830390;0.828766;0.838425;0.841127;0.836320;0.818351;0.965633;0.965617;0.971763;0.965617;0.965617;237.827186;45.914088;0.000000;0.294213;0.562019;63.353162;122.726298;0.000000;27.880497;39.416647;-1.000000;0.646661;0.967142;0.974437;0.603349;0.850000;
42.151669;0.834274;0.771281;0.617420;0.741085;0.756004;0.845148;0.829430;0.905092;0.821002;0.819521;0.829349;0.832242;0.827434;0.809318;0.964608;0.964595;0.971763;0.964595;0.964595;235.614148;43.532845;0.000000;0.157854;0.330019;61.368471;119.495455;0.000000;28.059592;38.876573;-1.000000;0.634015;0.935828;0.955913;0.584356;0.850000;
44.664418;0.827324;0.764917;0.612453;0.735149;0.749929;0.839595;0.823416;0.898906;0.815131;0.813748;0.823700;0.826729;0.821917;0.803686;0.964039;0.964029;0.971763;0.964030;0.964029;234.241162;42.053617;0.000000;0.073145;0.186191;59.848884;117.805103;0.000000;28.203399;38.522937;-1.000000;0.626184;0.916644;0.944402;0.572675;0.850000;
46.919176;0.822695;0.760753;0.609197;0.731254;0.745936;0.835965;0.819476;0.894858;0.811286;0.809967;0.820004;0.823124;0.818309;0.800000;0.963731;0.963723;0.971763;0.963723;0.963723;233.342696;41.087421;0.000000;0.017753;0.092217;58.724685;116.834681;0.000000;28.305274;38.294483;-1.000000;0.621073;0.904181;0.936873;0.565071;0.850000;
47.177168;0.822262;0.760370;0.608896;0.730894;0.745567;0.835631;0.819113;0.894485;0.810931;0.809619;0.819664;0.822793;0.817977;0.799660;0.963707;0.963700;0.971763;0.963700;0.963700;233.260008;40.998648;0.000000;0.012659;0.083581;58.610489;116.756595;0.000000;28.315292;38.273703;-1.000000;0.620604;0.903041;0.936180;0.564374;0.850000;
49.689917;0.818592;0.757124;0.606354;0.727851;0.742443;0.832805;0.816050;0.891355;0.807939;0.806676;0.816787;0.819987;0.815169;0.796792;0.963548;0.963542;0.971763;0.963543;0.963543;232.560712;40.248496;0.000000;-0.030417;0.010528;57.639680;116.102132;0.000000;28.398955;38.105633;-1.000000;0.616632;0.893428;0.930322;0.558499;0.850000;
52.202666;0.815944;0.754805;0.604538;0.725679;0.740210;0.830797;0.813877;0.889152;0.805814;0.804587;0.814743;0.817993;0.813174;0.794753;0.963513;0.963509;0.971763;0.963509;0.963509;232.063283;39.714487;0.000000;-0.061112;-0.041460;56.903183;115.678101;0.000000;28.461973;37.995883;-1.000000;0.613803;0.886612;0.926147;0.554331;0.850000;
54.715416;0.814045;0.753154;0.603246;0.724135;0.738621;0.829379;0.812346;0.887613;0.804313;0.803111;0.813301;0.816586;0.811765;0.793314;0.963567;0.963564;0.971763;0.963564;0.963564;231.710639;39.335744;0.000000;-0.082891;-0.078343;56.357886;115.392881;0.000000;28.510623;37.926351;-1.000000;0.611791;0.881778;0.923180;0.551377;0.850000;
57.228165;0.812696;0.751987;0.602334;0.723048;0.737500;0.828391;0.811277;0.886550;0.803265;0.802081;0.812294;0.815604;0.810783;0.792310;0.963684;0.963681;0.971763;0.963681;0.963681;231.462478;39.069594;0.000000;-0.098214;-0.104287;55.961006;115.197744;0.000000;28.549257;37.883839;-1.000000;0.610370;0.878372;0.921089;0.549299;0.850000;
62.253664;0.810995;0.750522;0.601192;0.721691;0.736101;0.827180;0.809962;0.885259;0.801974;0.800813;0.811058;0.814402;0.809579;0.791075;0.964022;0.964021;0.971763;0.964021;0.964021;231.153793;38.738791;0.000000;-0.117317;-0.136538;55.449901;114.957465;0.000000;28.608235;37.841363;-1.000000;0.608591;0.874122;0.918477;0.546714;0.850000;
67.279163;0.810237;0.749879;0.600697;0.721108;0.735497;0.826694;0.809421;0.884750;0.801442;0.800293;0.810555;0.813917;0.809093;0.790571;0.964451;0.964451;0.971763;0.964451;0.964451;231.021216;38.596653;0.000000;-0.125585;-0.150409;55.200498;114.856368;0.000000;28.649954;37.835766;-1.000000;0.607809;0.872250;0.917341;0.545587;0.850000;
72.304661;0.810011;0.749700;0.600564;0.720958;0.735340;0.826610;0.809308;0.884669;0.801332;0.800188;0.810461;0.813833;0.809006;0.790473;0.964920;0.964920;0.971763;0.964920;0.964920;230.987351;38.560855;0.000000;-0.127750;-0.153922;55.102792;114.833572;0.000000;28.681128;37.848033;-1.000000;0.607590;0.871728;0.917037;0.545286;0.850000;
77.330160;0.810066;0.749763;0.600621;0.721035;0.735416;0.826735;0.809418;0.884807;0.801440;0.800298;0.810579;0.813955;0.809127;0.790585;0.965397;0.965397;0.971763;0.965397;0.965397;231.005317;38.580439;0.000000;-0.126732;-0.152036;55.086381;114.851763;0.000000;28.706065;37.868054;-1.000000;0.607668;0.871912;0.917168;0.545416;0.850000;
82.355659;0.810258;0.749944;0.600771;0.721221;0.735606;0.826959;0.809634;0.885047;0.801653;0.800512;0.810797;0.814176;0.809347;0.790797;0.965864;0.965865;0.971763;0.965864;0.965864;231.048278;38.626868;0.000000;-0.124168;-0.147532;55.110583;114.889774;0.000000;28.727269;37.890922;-1.000000;0.607888;0.872441;0.917510;0.545755;0.850000;
92.355659;0.810742;0.750393;0.601135;0.721671;0.736065;0.827472;0.810134;0.885592;0.802148;0.801006;0.811298;0.814681;0.809849;0.791288;0.966737;0.966738;0.971763;0.966737;0.966738;231.151660;38.738434;0.000000;-0.117951;-0.136698;55.192867;114.979325;0.000000;28.763841;37.936173;-1.000000;0.608434;0.873748;0.918345;0.546583;0.850000;
100.000000;0.811162;0.750776;0.601443;0.722049;0.736451;0.827885;0.810544;0.886029;0.802552;0.801409;0.811706;0.815090;0.810256;0.791688;0.967327;0.967327;0.971763;0.967327;0.967327;231.238368;38.831896;0.000000;-0.112710;-0.127614;55.275310;115.053349;0.000000;28.786389;37.968776;-1.000000;0.608900;0.874862;0.919051;0.547284;0.850000;
