time;NETWORK_B1_U_value;NETWORK_B2_U_value;NETWORK_B3_U_value;NETWORK_B4_U_value;NETWORK_B5_U_value;NETWORK_B6_U_value;NETWORK_B7_U_value;NETWORK_B8_U_value;NETWORK_B9_U_value;NETWORK_B10_U_value;NETWORK_B11_U_value;NETWORK_B12_U_value;NETWORK_B13_U_value;NETWORK_B14_U_value;NETWORK_B15_U_value;B1-G1_generator_omegaPu;B1-G1_generator_PGen;B1-G1_generator_QGen;B8-G1_generator_PGen;B10-G1_generator_PGen;B12-G1_generator_PGen;B19-G1_generator_PGen;B54-G1_generator_PGen;B59-G1_generator_PGen;B116-G1_generator_PGen;B112-G1_generator_PGen;B110-G1_generator_PGen;B8-G1_generator_QGen;B10-G1_generator_QGen;B12-G1_generator_QGen;B116-G1_generator_QGen;B112-G1_generator_QGen;
6.553645;131.792506;134.053317;133.543650;137.726668;138.276515;136.621705;136.528417;140.071937;143.924491;144.904130;135.943456;136.620205;133.628673;135.738011;133.867779;1.000018;-0.006677;-3.085596;0.036408;450.248787;84.203691;0.348042;47.487017;154.638380;-0.017132;0.060431;0.068117;62.786849;-50.978559;91.390491;51.353967;41.467521;
6.553665;131.792507;134.053319;133.543651;137.726670;138.276517;136.621707;136.528419;140.071940;143.924495;144.904133;135.943457;136.620206;133.628675;135.738013;133.867780;1.000018;-0.006660;-3.085603;0.036416;450.248626;84.203841;0.348048;47.487028;154.638389;-0.017131;0.060430;0.068116;62.786834;-50.978597;91.390452;51.353967;41.467522;
6.553705;131.792510;134.053322;133.543655;137.726673;138.276521;136.621710;136.528422;140.071946;143.924503;144.904139;135.943461;136.620210;133.628678;135.738015;133.867781;1.000018;-0.006626;-3.085619;0.036431;450.248305;84.204139;0.348061;47.487050;154.638406;-0.017130;0.060429;0.068114;62.786806;-50.978671;91.390374;51.353966;41.467524;
6.553785;131.792517;134.053329;133.543661;137.726681;138.276529;136.621717;136.528429;140.071959;143.924520;144.904151;135.943468;136.620217;133.628684;135.738021;133.867783;1.000018;-0.006560;-3.085649;0.036461;450.247661;84.204737;0.348086;47.487095;154.638440;-0.017126;0.060425;0.068110;62.786749;-50.978820;91.390219;51.353965;41.467528;
6.553945;131.792529;134.053342;133.543675;137.726696;138.276545;136.621732;136.528443;140.071984;143.924553;144.904176;135.943483;136.620230;133.628696;135.738032;133.867788;1.000018;-0.006426;-3.085710;0.036521;450.246375;84.205932;0.348137;47.487185;154.638507;-0.017118;0.060418;0.068102;62.786634;-50.979117;91.389908;51.353964;41.467536;
6.554265;131.792554;134.053368;133.543702;137.726727;138.276577;136.621760;136.528471;140.072035;143.924620;144.904226;135.943512;136.620258;133.628719;135.738054;133.867798;1.000018;-0.006159;-3.085833;0.036640;450.243802;84.208325;0.348236;47.487364;154.638643;-0.017102;0.060404;0.068086;62.786406;-50.979712;91.389287;51.353960;41.467551;
6.554905;131.792604;134.053420;133.543756;137.726788;138.276641;136.621816;136.528526;140.072136;143.924753;144.904325;135.943569;136.620313;133.628767;135.738099;133.867816;1.000018;-0.005624;-3.086077;0.036879;450.238656;84.213117;0.348429;47.487724;154.638914;-0.017070;0.060375;0.068053;62.785949;-50.980901;91.388044;51.353953;41.467582;
6.556185;131.792703;134.053525;133.543864;137.726909;138.276769;136.621929;136.528637;140.072339;143.925019;144.904523;135.943685;136.620422;133.628861;135.738188;133.867853;1.000018;-0.004557;-3.086567;0.037351;450.228369;84.222724;0.348788;47.488447;154.639456;-0.017006;0.060318;0.067987;62.785036;-50.983279;91.385557;51.353938;41.467644;
6.558745;131.792901;134.053735;133.544079;137.727151;138.277025;136.622153;136.528858;140.072742;143.925550;144.904918;135.943915;136.620641;133.629049;135.738365;133.867925;1.000018;-0.002427;-3.087545;0.038279;450.207807;84.242034;0.349405;47.489905;154.640538;-0.016875;0.060203;0.067852;62.783211;-50.988029;91.380576;51.353911;41.467769;
6.563865;131.793293;134.054151;133.544505;137.727631;138.277531;136.622599;136.529298;140.073543;143.926605;144.905702;135.944372;136.621077;133.629422;135.738716;133.868063;1.000018;0.001811;-3.089503;0.040064;450.166755;84.281017;0.350235;47.492870;154.642693;-0.016605;0.059977;0.067572;62.779564;-50.997508;91.370592;51.353858;41.468019;
6.574105;131.794065;134.054973;133.545345;137.728575;138.278527;136.623478;136.530166;140.075121;143.928687;144.907245;135.945275;136.621940;133.630151;135.739403;133.868311;1.000018;0.010186;-3.093412;0.043342;450.085044;84.360300;0.350288;47.499002;154.646975;-0.016037;0.059529;0.066969;62.772298;-51.016351;91.350568;51.353766;41.468526;
6.586545;131.794975;134.055949;133.546337;137.729688;138.279701;136.624520;136.531197;140.076989;143.931158;144.909068;135.946346;136.622970;133.631006;135.740212;133.868564;1.000018;0.020144;-3.098131;0.046764;449.986868;84.458474;0.347543;47.506812;154.652136;-0.015304;0.058993;0.066163;62.763557;-51.038953;91.326248;51.353671;41.469155;
6.586545;131.794975;134.055949;133.546337;137.729688;138.279701;136.624520;136.531197;140.076989;143.931158;144.909068;135.946346;136.622970;133.631006;135.740212;133.868564;1.000018;0.020144;-3.098131;0.046764;449.986868;84.458474;0.347543;47.506812;154.652136;-0.015304;0.058993;0.066163;62.763557;-51.038953;91.326248;51.353671;41.469155;
6.586555;131.794976;134.055950;133.546338;137.729689;138.279702;136.624521;136.531198;140.076990;143.931160;144.909069;135.946347;136.622971;133.631007;135.740212;133.868564;1.000018;0.020152;-3.098135;0.046767;449.986789;84.458554;0.347540;47.506819;154.652140;-0.015304;0.058992;0.066162;62.763550;-51.038971;91.326228;51.353671;41.469156;
6.586565;131.794976;134.055951;133.546339;137.729690;138.279703;136.624522;136.531199;140.076992;143.931162;144.909071;135.946348;136.622972;133.631007;135.740213;133.868565;1.000018;0.020160;-3.098138;0.046769;449.986710;84.458634;0.347536;47.506825;154.652145;-0.015303;0.058992;0.066161;62.763543;-51.038989;91.326209;51.353671;41.469156;
6.586585;131.794978;134.055952;133.546340;137.729691;138.279705;136.624523;136.531200;140.076995;143.931166;144.909073;135.946350;136.622974;133.631009;135.740214;133.868565;1.000018;0.020176;-3.098146;0.046775;449.986553;84.458794;0.347529;47.506838;154.652153;-0.015302;0.058991;0.066160;62.763529;-51.039025;91.326169;51.353671;41.469157;
6.586625;131.794981;134.055955;133.546343;137.729695;138.279709;136.624527;136.531203;140.077001;143.931174;144.909079;135.946353;136.622977;133.631011;135.740217;133.868566;1.000018;0.020207;-3.098161;0.046785;449.986238;84.459114;0.347515;47.506864;154.652169;-0.015299;0.058989;0.066157;62.763501;-51.039098;91.326091;51.353671;41.469159;
6.586705;131.794986;134.055962;133.546350;137.729702;138.279716;136.624533;136.531210;140.077013;143.931190;144.909091;135.946360;136.622983;133.631017;135.740222;133.868567;1.000018;0.020271;-3.098191;0.046805;449.985609;84.459754;0.347487;47.506915;154.652202;-0.015295;0.058986;0.066152;62.763445;-51.039242;91.325934;51.353670;41.469163;
6.586860;131.794998;134.055974;133.546362;137.729716;138.279730;136.624546;136.531223;140.077036;143.931220;144.909113;135.946373;136.622996;133.631027;135.740232;133.868570;1.000018;0.020394;-3.098250;0.046844;449.984388;84.460997;0.347432;47.507015;154.652266;-0.015285;0.058979;0.066141;62.763336;-51.039523;91.325630;51.353669;41.469171;
6.586860;131.794998;134.055974;133.546362;137.729716;138.279730;136.624546;136.531223;140.077036;143.931220;144.909113;135.946373;136.622996;133.631027;135.740232;133.868570;1.000018;0.020394;-3.098250;0.046844;449.984388;84.460997;0.347432;47.507015;154.652266;-0.015285;0.058979;0.066141;62.763336;-51.039523;91.325630;51.353669;41.469171;
6.586860;131.794998;134.055974;133.546362;137.729716;138.279730;136.624546;136.531223;140.077036;143.931220;144.909113;135.946373;136.622996;133.631027;135.740232;133.868570;1.000018;0.020394;-3.098250;0.046844;449.984388;84.460997;0.347432;47.507015;154.652266;-0.015285;0.058979;0.066141;62.763336;-51.039523;91.325630;51.353669;41.469171;
6.586865;131.794998;134.055974;133.546362;137.729716;138.279731;136.624547;136.531223;140.077036;143.931221;144.909114;135.946373;136.622997;133.631028;135.740232;133.868570;1.000018;0.020397;-3.098252;0.046845;449.984352;84.461035;0.347431;47.507019;154.652268;-0.015285;0.058979;0.066141;62.763333;-51.039531;91.325621;51.353669;41.469172;
6.587185;131.795021;134.055999;133.546387;137.729744;138.279761;136.624573;136.531249;140.077084;143.931284;144.909160;135.946401;136.623023;133.631049;135.740253;133.868576;1.000018;0.020651;-3.098373;0.046925;449.981836;84.463597;0.347316;47.507225;154.652400;-0.015265;0.058965;0.066119;62.763109;-51.040110;91.324993;51.353667;41.469188;
6.587825;131.795067;134.056048;133.546438;137.729800;138.279820;136.624626;136.531302;140.077178;143.931409;144.909252;135.946455;136.623075;133.631092;135.740293;133.868587;1.000018;0.021157;-3.098616;0.047084;449.976809;84.468724;0.347081;47.507638;154.652664;-0.015226;0.058938;0.066075;62.762661;-51.041266;91.323739;51.353663;41.469221;
6.589105;131.795159;134.056148;133.546538;137.729913;138.279938;136.624732;136.531406;140.077367;143.931660;144.909437;135.946564;136.623180;133.631178;135.740375;133.868610;1.000018;0.022168;-3.099100;0.047397;449.966764;84.478993;0.346587;47.508469;154.653192;-0.015147;0.058884;0.065987;62.761766;-51.043575;91.321230;51.353655;41.469286;
6.591665;131.795341;134.056345;133.546737;137.730136;138.280174;136.624942;136.531615;140.077743;143.932158;144.909803;135.946780;136.623389;133.631349;135.740536;133.868653;1.000018;0.024182;-3.100068;0.048002;449.946722;84.499586;0.345501;47.510142;154.654245;-0.014987;0.058775;0.065807;62.759979;-51.048182;91.316216;51.353639;41.469418;
6.596785;131.795702;134.056736;133.547132;137.730578;138.280640;136.625358;136.532028;140.078488;143.933146;144.910527;135.947209;136.623804;133.631685;135.740855;133.868733;1.000018;0.028174;-3.101997;0.049130;449.906831;84.540974;0.342949;47.513539;154.656349;-0.014663;0.058558;0.065438;62.756421;-51.057346;91.306200;51.353610;41.469683;
6.607025;131.796406;134.057503;133.547903;137.731439;138.281549;136.626172;136.532838;140.079945;143.935083;144.911943;135.948048;136.624620;133.632339;135.741476;133.868867;1.000017;0.036011;-3.105824;0.051051;449.827933;84.624410;0.336364;47.520536;154.660544;-0.013998;0.058127;0.064661;62.749379;-51.075454;91.286248;51.353560;41.470220;
6.614336;131.796893;134.058036;133.548437;137.732035;138.282178;136.626738;136.533401;140.080957;143.936431;144.912924;135.948633;136.625190;133.632788;135.741905;133.868942;1.000017;0.041472;-3.108523;0.052144;449.772483;84.684279;0.330537;47.525695;154.663536;-0.013515;0.057819;0.064077;62.744426;-51.088167;91.272116;51.353531;41.470608;
6.614336;131.796893;134.058036;133.548437;137.732035;138.282178;136.626738;136.533401;140.080957;143.936431;144.912924;135.948633;136.625190;133.632788;135.741905;133.868942;1.000017;0.041472;-3.108523;0.052144;449.772483;84.684279;0.330537;47.525695;154.663536;-0.013515;0.057819;0.064077;62.744426;-51.088167;91.272116;51.353531;41.470608;
6.614346;131.796894;134.058037;133.548437;137.732036;138.282179;136.626739;136.533402;140.080959;143.936432;144.912925;135.948633;136.625191;133.632789;135.741905;133.868942;1.000017;0.041479;-3.108527;0.052145;449.772407;84.684361;0.330529;47.525702;154.663540;-0.013514;0.057818;0.064076;62.744419;-51.088185;91.272097;51.353531;41.470609;
6.614356;131.796894;134.058038;133.548438;137.732037;138.282180;136.626739;136.533403;140.080960;143.936434;144.912927;135.948634;136.625191;133.632789;135.741906;133.868942;1.000017;0.041487;-3.108531;0.052147;449.772332;84.684443;0.330520;47.525709;154.663544;-0.013514;0.057818;0.064075;62.744412;-51.088202;91.272077;51.353531;41.470609;
6.614376;131.796896;134.058039;133.548439;137.732038;138.282182;136.626741;136.533404;140.080963;143.936438;144.912929;135.948636;136.625193;133.632791;135.741907;133.868943;1.000017;0.041502;-3.108538;0.052150;449.772181;84.684608;0.330502;47.525724;154.663552;-0.013512;0.057817;0.064073;62.744399;-51.088237;91.272039;51.353531;41.470610;
6.614416;131.796898;134.058042;133.548442;137.732042;138.282185;136.626744;136.533407;140.080968;143.936445;144.912935;135.948639;136.625196;133.632793;135.741909;133.868943;1.000017;0.041531;-3.108553;0.052155;449.771879;84.684938;0.330467;47.525752;154.663569;-0.013510;0.057816;0.064070;62.744372;-51.088306;91.271962;51.353530;41.470613;
6.614496;131.796903;134.058048;133.548448;137.732048;138.282192;136.626750;136.533413;140.080979;143.936460;144.912945;135.948645;136.625202;133.632798;135.741914;133.868944;1.000017;0.041591;-3.108582;0.052166;449.771274;84.685597;0.330398;47.525810;154.663601;-0.013504;0.057812;0.064063;62.744318;-51.088445;91.271807;51.353530;41.470617;
6.614656;131.796914;134.058059;133.548460;137.732061;138.282205;136.626762;136.533426;140.081001;143.936489;144.912966;135.948658;136.625215;133.632808;135.741923;133.868945;1.000017;0.041709;-3.108641;0.052187;449.770066;84.686914;0.330258;47.525924;154.663667;-0.013493;0.057805;0.064050;62.744210;-51.088721;91.271498;51.353530;41.470625;
6.614976;131.796935;134.058083;133.548483;137.732087;138.282233;136.626787;136.533450;140.081045;143.936548;144.913009;135.948683;136.625239;133.632827;135.741942;133.868948;1.000017;0.041946;-3.108759;0.052229;449.767651;84.689551;0.329976;47.526153;154.663797;-0.013472;0.057792;0.064024;62.743994;-51.089275;91.270880;51.353528;41.470642;
6.615616;131.796977;134.058129;133.548529;137.732138;138.282287;136.626836;136.533499;140.081133;143.936664;144.913094;135.948734;136.625289;133.632866;135.741979;133.868954;1.000017;0.042419;-3.108995;0.052312;449.762824;84.694825;0.329407;47.526613;154.664058;-0.013429;0.057765;0.063971;62.743562;-51.090381;91.269644;51.353526;41.470677;
6.616896;131.797061;134.058221;133.548621;137.732241;138.282395;136.626933;136.533596;140.081307;143.936897;144.913262;135.948834;136.625387;133.632943;135.742052;133.868964;1.000017;0.043362;-3.109465;0.052474;449.753189;84.705378;0.328249;47.527534;154.664581;-0.013342;0.057712;0.063865;62.742701;-51.092588;91.267175;51.353522;41.470745;
6.619456;131.797227;134.058404;133.548803;137.732444;138.282610;136.627127;136.533789;140.081654;143.937359;144.913598;135.949035;136.625584;133.633095;135.742198;133.868984;1.000017;0.045239;-3.110403;0.052774;449.733987;84.726504;0.325846;47.529390;154.665626;-0.013169;0.057604;0.063651;62.740984;-51.096986;91.262246;51.353513;41.470883;
6.622252;131.797406;134.058602;133.549001;137.732664;138.282842;136.627337;136.533999;140.082029;143.937860;144.913961;135.949252;136.625796;133.633260;135.742355;133.869003;1.000017;0.047272;-3.111423;0.053069;449.713123;84.749605;0.323093;47.531437;154.666767;-0.012979;0.057487;0.063414;62.739118;-51.101764;91.256877;51.353505;41.471034;
6.622252;131.797406;134.058602;133.549001;137.732664;138.282842;136.627337;136.533999;140.082029;143.937860;144.913961;135.949252;136.625796;133.633260;135.742355;133.869003;1.000017;0.047272;-3.111423;0.053069;449.713123;84.749605;0.323093;47.531437;154.666767;-0.012979;0.057487;0.063414;62.739118;-51.101764;91.256877;51.353505;41.471034;
6.622252;131.797406;134.058602;133.549001;137.732664;138.282842;136.627337;136.533999;140.082029;143.937860;144.913961;135.949252;136.625796;133.633260;135.742355;133.869003;1.000017;0.047272;-3.111423;0.053069;449.713123;84.749605;0.323093;47.531437;154.666767;-0.012979;0.057487;0.063414;62.739118;-51.101764;91.256877;51.353505;41.471034;
6.624576;131.797554;134.058766;133.549163;137.732845;138.283033;136.627509;136.534171;140.082338;143.938272;144.914259;135.949431;136.625972;133.633396;135.742484;133.869018;1.000017;0.048947;-3.112267;0.053289;449.695877;84.768815;0.320705;47.533153;154.667715;-0.012821;0.057390;0.063214;62.737576;-51.105713;91.252430;51.353498;41.471160;
6.634816;131.798187;134.059471;133.549861;137.733622;138.283853;136.628253;136.534915;140.083668;143.940052;144.915542;135.950201;136.626731;133.633974;135.743038;133.869060;1.000017;0.056183;-3.115945;0.053971;449.620914;84.853524;0.309141;47.540876;154.671897;-0.012119;0.056959;0.062305;62.730867;-51.122863;91.232990;51.353474;41.471721;
6.655296;131.799366;134.060798;133.551165;137.735070;138.285382;136.629646;136.536316;140.086169;143.943408;144.917942;135.951651;136.628170;133.635040;135.744062;133.869049;1.000016;0.069861;-3.123065;0.053969;449.476710;85.022114;0.281378;47.557104;154.680306;-0.010719;0.056081;0.060362;62.717945;-51.155814;91.195105;51.353440;41.472869;
6.673996;131.800328;134.061902;133.552236;137.736258;138.286638;136.630795;136.537479;140.088247;143.946209;144.919920;135.952856;136.629379;133.635900;135.744893;133.868942;1.000015;0.081304;-3.129213;0.052518;449.353079;85.172455;0.251922;47.572775;154.688107;-0.009493;0.055242;0.058472;62.706852;-51.184033;91.162143;51.353413;41.473948;
6.673996;131.800328;134.061902;133.552236;137.736258;138.286638;136.630795;136.537479;140.088247;143.946209;144.919920;135.952856;136.629379;133.635900;135.744893;133.868942;1.000015;0.081304;-3.129213;0.052518;449.353079;85.172455;0.251922;47.572775;154.688107;-0.009493;0.055242;0.058472;62.706852;-51.184033;91.162143;51.353413;41.473948;
6.674006;131.800328;134.061902;133.552236;137.736259;138.286638;136.630796;136.537479;140.088248;143.946211;144.919921;135.952857;136.629379;133.635900;135.744893;133.868942;1.000015;0.081310;-3.129216;0.052517;449.353013;85.172536;0.251904;47.572783;154.688112;-0.009492;0.055242;0.058471;62.706846;-51.184049;91.162125;51.353413;41.473949;
6.674016;131.800329;134.061903;133.552237;137.736260;138.286639;136.630797;136.537480;140.088249;143.946212;144.919922;135.952857;136.629380;133.635901;135.744893;133.868942;1.000015;0.081316;-3.129219;0.052516;449.352949;85.172617;0.251887;47.572792;154.688116;-0.009491;0.055242;0.058470;62.706840;-51.184064;91.162108;51.353413;41.473949;
6.674036;131.800330;134.061904;133.552238;137.736261;138.286640;136.630798;136.537481;140.088251;143.946215;144.919924;135.952859;136.629381;133.635902;135.744894;133.868941;1.000015;0.081328;-3.129226;0.052513;449.352819;85.172778;0.251852;47.572809;154.688124;-0.009490;0.055241;0.058467;62.706829;-51.184094;91.162072;51.353413;41.473950;
6.674076;131.800332;134.061906;133.552240;137.736263;138.286643;136.630800;136.537484;140.088255;143.946221;144.919928;135.952861;136.629383;133.635903;135.744896;133.868941;1.000015;0.081352;-3.129239;0.052508;449.352561;85.173100;0.251783;47.572844;154.688141;-0.009487;0.055239;0.058463;62.706806;-51.184152;91.162003;51.353413;41.473953;
6.674156;131.800336;134.061911;133.552245;137.736268;138.286648;136.630805;136.537488;140.088264;143.946232;144.919936;135.952866;136.629388;133.635907;135.744899;133.868940;1.000015;0.081399;-3.129264;0.052499;449.352044;85.173745;0.251644;47.572913;154.688174;-0.009482;0.055235;0.058455;62.706759;-51.184270;91.161864;51.353413;41.473957;
6.674239;131.800340;134.061915;133.552249;137.736273;138.286653;136.630810;136.537493;140.088272;143.946244;144.919945;135.952871;136.629394;133.635910;135.744903;133.868940;1.000015;0.081448;-3.129291;0.052489;449.351509;85.174412;0.251500;47.572984;154.688209;-0.009477;0.055232;0.058446;62.706711;-51.184392;91.161720;51.353413;41.473962;
6.674239;131.800340;134.061915;133.552249;137.736273;138.286653;136.630810;136.537493;140.088272;143.946244;144.919945;135.952871;136.629394;133.635910;135.744903;133.868940;1.000015;0.081448;-3.129291;0.052489;449.351509;85.174412;0.251500;47.572984;154.688209;-0.009477;0.055232;0.058446;62.706711;-51.184392;91.161720;51.353413;41.473962;
6.674249;131.800340;134.061916;133.552250;137.736274;138.286654;136.630810;136.537494;140.088274;143.946246;144.919946;135.952872;136.629394;133.635911;135.744903;133.868940;1.000015;0.081454;-3.129294;0.052488;449.351445;85.174493;0.251483;47.572993;154.688213;-0.009476;0.055231;0.058445;62.706705;-51.184407;91.161702;51.353413;41.473963;
6.674259;131.800341;134.061916;133.552250;137.736274;138.286655;136.630811;136.537495;140.088275;143.946247;144.919947;135.952872;136.629395;133.635911;135.744904;133.868939;1.000015;0.081459;-3.129298;0.052486;449.351380;85.174573;0.251465;47.573001;154.688217;-0.009475;0.055231;0.058444;62.706700;-51.184421;91.161685;51.353413;41.473963;
6.674279;131.800342;134.061918;133.552251;137.736275;138.286656;136.630812;136.537496;140.088277;143.946250;144.919949;135.952874;136.629396;133.635912;135.744905;133.868939;1.000015;0.081471;-3.129304;0.052484;449.351251;85.174734;0.251431;47.573019;154.688225;-0.009474;0.055230;0.058442;62.706688;-51.184451;91.161650;51.353413;41.473965;
6.674319;131.800344;134.061920;133.552254;137.736278;138.286658;136.630814;136.537498;140.088281;143.946256;144.919953;135.952876;136.629399;133.635914;135.744906;133.868939;1.000015;0.081495;-3.129317;0.052479;449.350993;85.175057;0.251361;47.573053;154.688242;-0.009471;0.055228;0.058438;62.706665;-51.184510;91.161581;51.353413;41.473967;
6.674399;131.800348;134.061924;133.552258;137.736283;138.286664;136.630819;136.537503;140.088289;143.946267;144.919961;135.952881;136.629404;133.635917;135.744910;133.868938;1.000015;0.081542;-3.129343;0.052469;449.350476;85.175701;0.251222;47.573122;154.688275;-0.009466;0.055224;0.058429;62.706618;-51.184628;91.161441;51.353413;41.473972;
6.674559;131.800355;134.061933;133.552267;137.736292;138.286674;136.630829;136.537512;140.088306;143.946290;144.919977;135.952891;136.629414;133.635924;135.744916;133.868937;1.000015;0.081636;-3.129394;0.052450;449.349443;85.176991;0.250943;47.573260;154.688342;-0.009455;0.055217;0.058412;62.706526;-51.184863;91.161163;51.353412;41.473981;
6.674632;131.800359;134.061938;133.552271;137.736297;138.286679;136.630833;136.537517;140.088314;143.946301;144.919984;135.952895;136.629418;133.635927;135.744919;133.868936;1.000015;0.081680;-3.129418;0.052441;449.348968;85.177584;0.250815;47.573324;154.688373;-0.009450;0.055214;0.058405;62.706483;-51.184971;91.161035;51.353412;41.473985;
6.674632;131.800359;134.061938;133.552271;137.736297;138.286679;136.630833;136.537517;140.088314;143.946301;144.919984;135.952895;136.629418;133.635927;135.744919;133.868936;1.000015;0.081680;-3.129418;0.052441;449.348968;85.177584;0.250815;47.573324;154.688373;-0.009450;0.055214;0.058405;62.706483;-51.184971;91.161035;51.353412;41.473985;
6.674632;131.800359;134.061938;133.552271;137.736297;138.286679;136.630833;136.537517;140.088314;143.946301;144.919984;135.952895;136.629418;133.635927;135.744919;133.868936;1.000015;0.081680;-3.129418;0.052441;449.348968;85.177584;0.250815;47.573324;154.688373;-0.009450;0.055214;0.058405;62.706483;-51.184971;91.161035;51.353412;41.473985;
6.674879;131.800371;134.061951;133.552284;137.736312;138.286694;136.630847;136.537532;140.088341;143.946336;144.920009;135.952911;136.629434;133.635938;135.744930;133.868934;1.000015;0.081825;-3.129498;0.052410;449.347379;85.179568;0.250385;47.573537;154.688476;-0.009434;0.055203;0.058379;62.706340;-51.185334;91.160607;51.353412;41.474000;
6.675177;131.800386;134.061968;133.552300;137.736330;138.286713;136.630865;136.537549;140.088372;143.946379;144.920039;135.952929;136.629452;133.635951;135.744942;133.868931;1.000015;0.082000;-3.129594;0.052373;449.345459;85.181968;0.249864;47.573795;154.688600;-0.009414;0.055189;0.058347;62.706168;-51.185772;91.160089;51.353412;41.474017;
6.675177;131.800386;134.061968;133.552300;137.736330;138.286713;136.630865;136.537549;140.088372;143.946379;144.920039;135.952929;136.629452;133.635951;135.744942;133.868931;1.000015;0.082000;-3.129594;0.052373;449.345459;85.181968;0.249864;47.573795;154.688600;-0.009414;0.055189;0.058347;62.706168;-51.185772;91.160089;51.353412;41.474017;
6.675177;131.800386;134.061968;133.552300;137.736330;138.286713;136.630865;136.537549;140.088372;143.946379;144.920039;135.952929;136.629452;133.635951;135.744942;133.868931;1.000015;0.082000;-3.129594;0.052373;449.345459;85.181968;0.249864;47.573795;154.688600;-0.009414;0.055189;0.058347;62.706168;-51.185772;91.160089;51.353412;41.474017;
6.675519;131.800402;134.061988;133.552319;137.736350;138.286735;136.630885;136.537570;140.088408;143.946428;144.920073;135.952950;136.629473;133.635966;135.744956;133.868928;1.000014;0.082200;-3.129704;0.052330;449.343259;85.184719;0.249266;47.574090;154.688743;-0.009392;0.055174;0.058311;62.705970;-51.186273;91.159496;51.353412;41.474037;
6.676799;131.800464;134.062059;133.552388;137.736427;138.286816;136.630959;136.537645;140.088543;143.946611;144.920201;135.953029;136.629553;133.636020;135.745009;133.868916;1.000014;0.082948;-3.130114;0.052164;449.335046;85.195008;0.247014;47.575200;154.689278;-0.009307;0.055116;0.058175;62.705232;-51.188146;91.157279;51.353411;41.474112;
6.679359;131.800586;134.062202;133.552525;137.736578;138.286976;136.631107;136.537795;140.088810;143.946972;144.920454;135.953184;136.629710;133.636128;135.745114;133.868891;1.000014;0.084429;-3.130931;0.051813;449.318734;85.215529;0.242457;47.577432;154.690350;-0.009140;0.055000;0.057902;62.703766;-51.191864;91.152870;51.353409;41.474263;
6.684479;131.800824;134.062480;133.552791;137.736873;138.287287;136.631395;136.538088;140.089333;143.947681;144.920948;135.953487;136.630017;133.636337;135.745318;133.868835;1.000014;0.087332;-3.132543;0.051033;449.286573;85.256324;0.233146;47.581940;154.692502;-0.008808;0.054765;0.057350;62.700876;-51.199195;91.144149;51.353405;41.474566;
6.694719;131.801274;134.063011;133.553297;137.737432;138.287879;136.631942;136.538647;140.090332;143.949037;144.921886;135.954067;136.630608;133.636731;135.745701;133.868705;1.000013;0.092895;-3.135682;0.049174;449.224175;85.336785;0.213800;47.591135;154.696842;-0.008162;0.054285;0.056226;62.695264;-51.213415;91.127121;51.353396;41.475178;
6.704737;131.801680;134.063497;133.553757;137.737939;138.288416;136.632440;136.539158;140.091247;143.950284;144.922741;135.954598;136.631152;133.637083;135.746046;133.868555;1.000013;0.098011;-3.138631;0.047002;449.165761;85.413697;0.194135;47.600348;154.701142;-0.007559;0.053798;0.055102;62.690006;-51.226725;91.111054;51.353384;41.475786;
6.704737;131.801680;134.063497;133.553757;137.737939;138.288416;136.632440;136.539158;140.091247;143.950284;144.922741;135.954598;136.631152;133.637083;135.746046;133.868555;1.000013;0.098011;-3.138631;0.047002;449.165761;85.413697;0.194135;47.600348;154.701142;-0.007559;0.053798;0.055102;62.690006;-51.226725;91.111054;51.353384;41.475786;
6.704747;131.801680;134.063498;133.553757;137.737940;138.288416;136.632440;136.539159;140.091247;143.950285;144.922742;135.954598;136.631153;133.637084;135.746046;133.868555;1.000013;0.098016;-3.138634;0.047000;449.165704;85.413773;0.194115;47.600357;154.701147;-0.007559;0.053798;0.055101;62.690001;-51.226738;91.111038;51.353384;41.475786;
6.704757;131.801681;134.063498;133.553758;137.737940;138.288417;136.632441;136.539159;140.091248;143.950286;144.922743;135.954599;136.631153;133.637084;135.746047;133.868555;1.000013;0.098021;-3.138637;0.046997;449.165646;85.413849;0.194095;47.600366;154.701151;-0.007558;0.053797;0.055100;62.689996;-51.226752;91.111023;51.353384;41.475787;
6.704777;131.801682;134.063499;133.553758;137.737941;138.288418;136.632442;136.539160;140.091250;143.950289;144.922744;135.954600;136.631154;133.637085;135.746047;133.868555;1.000013;0.098031;-3.138643;0.046993;449.165532;85.414002;0.194055;47.600385;154.701159;-0.007557;0.053796;0.055098;62.689986;-51.226778;91.110991;51.353384;41.475788;
6.704817;131.801683;134.063501;133.553760;137.737943;138.288420;136.632444;136.539162;140.091254;143.950294;144.922748;135.954602;136.631156;133.637086;135.746049;133.868554;1.000013;0.098051;-3.138655;0.046983;449.165304;85.414306;0.193974;47.600422;154.701177;-0.007554;0.053794;0.055093;62.689965;-51.226830;91.110928;51.353384;41.475791;
6.704897;131.801686;134.063505;133.553764;137.737947;138.288424;136.632448;136.539166;140.091261;143.950303;144.922754;135.954606;136.631161;133.637089;135.746051;133.868553;1.000013;0.098090;-3.138678;0.046964;449.164847;85.414915;0.193813;47.600497;154.701211;-0.007550;0.053790;0.055084;62.689924;-51.226934;91.110802;51.353384;41.475796;
