time;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;NETWORK__KANA___1_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;GEN____6_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN____1_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN____1_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____6_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN____1_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;_LOAD____9_EC_load_PPu;_LOAD____9_EC_load_QPu;GEN____9_SM_generator_UStatorPu;
22.4166;0.973314;0.991246;1.0044;1.03331;0.979387;0.958705;1.00569;10.0947;14.0867;498.05;324.133;52.7898;459.602;20.4919;7.19819;22.0052;126.767;132.917;3.88707;66.7442;3.06416;0.998501;0.998551;0.998642;0.998589;0.998591;0.998524;0.998653;2.34155;0.492211;0.981768;
22.5346;0.973068;0.991177;1.00428;1.03315;0.979215;0.958607;1.00561;8.45152;13.7569;499.064;324.752;52.5741;459.001;21.5536;7.50443;22.0603;126.409;132.858;4.05486;67.0386;3.18109;0.998484;0.998531;0.998581;0.998564;0.998547;0.998511;0.998586;2.34119;0.492085;0.981725;
22.6525;0.972896;0.991121;1.00422;1.03302;0.979085;0.958544;1.00551;7.51809;13.6859;499.293;325.728;52.3126;458.87;21.5917;7.63077;22.0534;126.137;132.633;4.12367;67.1747;3.31641;0.998479;0.998513;0.998519;0.998536;0.998507;0.998503;0.998518;2.34096;0.492004;0.981655;
22.8885;0.972825;0.99107;1.00422;1.03292;0.978995;0.958528;1.00534;7.73861;14.2926;498.031;327.391;51.8961;459.65;19.6567;7.43902;21.8926;125.94;132.049;4.02048;67.0269;3.5346;0.998471;0.998475;0.998412;0.998467;0.998439;0.998479;0.998407;2.3409;0.491982;0.981481;
23.1244;0.973011;0.991085;1.00432;1.03296;0.979077;0.958619;1.00524;9.6579;15.6266;495.642;328.006;51.6453;461.221;16.597;6.93804;21.6314;126.121;131.582;3.76295;66.522;3.64011;0.998445;0.998429;0.998339;0.998393;0.998382;0.998438;0.998334;2.34124;0.492101;0.981321;
23.3603;0.973277;0.991128;1.00444;1.03308;0.979229;0.958749;1.00523;11.7335;17.0909;493.571;327.459;51.5307;462.741;14.1855;6.485;21.4053;126.475;131.436;3.54297;65.964;3.62246;0.998389;0.998371;0.998298;0.998327;0.998333;0.998377;0.998297;2.34172;0.49227;0.981242;
23.5963;0.973428;0.991173;1.0045;1.03319;0.979336;0.958831;1.00531;12.3412;17.6368;493.247;326.522;51.5437;463.155;13.9664;6.40617;21.3618;126.689;131.599;3.49635;65.7279;3.51232;0.998314;0.998306;0.998279;0.998282;0.998293;0.998305;0.998281;2.34201;0.492372;0.981283;
23.8086;0.973438;0.991181;1.0045;1.03323;0.979358;0.95884;1.00536;12.0925;17.4515;493.728;326.144;51.6107;462.888;14.6052;6.50917;21.4284;126.726;131.749;3.54443;65.753;3.44448;0.998255;0.998254;0.998259;0.99825;0.998258;0.99825;0.998262;2.34205;0.492383;0.981357;
24.0209;0.973385;0.991171;1.00448;1.03321;0.979337;0.958809;1.00539;11.5502;16.9171;494.455;326.147;51.7101;462.351;15.4625;6.66189;21.5342;126.665;131.845;3.61753;65.9002;3.41704;0.998211;0.998212;0.998232;0.99822;0.998225;0.998207;0.998235;2.34193;0.492343;0.981426;
24.2333;0.973319;0.991155;1.00444;1.03318;0.979299;0.958765;1.00539;11.0653;16.3742;495.066;326.306;51.8019;461.861;16.1451;6.78622;21.6272;126.572;131.886;3.67841;66.06;3.42144;0.998177;0.99818;0.9982;0.99819;0.998193;0.998175;0.998203;2.34177;0.492287;0.981471;
24.6579;0.973256;0.991134;1.00439;1.03313;0.979253;0.958717;1.00537;10.7491;15.9582;495.442;326.519;51.8604;461.549;16.5116;6.85837;21.6882;126.457;131.872;3.71671;66.1899;3.46193;0.998131;0.998132;0.99814;0.998137;0.998137;0.99813;0.998141;2.3416;0.492225;0.98148;
25.0826;0.97325;0.991128;1.00438;1.03311;0.979241;0.958708;1.00535;10.7821;15.9778;495.381;326.57;51.8423;461.606;16.3912;6.84598;21.6812;126.423;131.838;3.71247;66.1876;3.49052;0.99809;0.99809;0.99809;0.99809;0.998091;0.998089;0.99809;2.34156;0.492214;0.981465;
25.5073;0.973262;0.991128;1.00438;1.03311;0.979244;0.958715;1.00534;10.8752;16.0917;495.256;326.567;51.8124;461.721;16.2115;6.82376;21.6643;126.424;131.815;3.70229;66.153;3.50296;0.998053;0.998053;0.99805;0.998051;0.998052;0.998052;0.99805;2.34159;0.492222;0.981455;
26.3566;0.973273;0.991132;1.00438;1.03311;0.97925;0.958722;1.00534;10.9234;16.1432;495.21;326.573;51.7972;461.775;16.1128;6.81699;21.6609;126.425;131.8;3.69809;66.131;3.50894;0.997995;0.997995;0.997994;0.997995;0.997995;0.997995;0.997994;2.34161;0.492232;0.98146;
28.0553;0.973277;0.991135;1.00438;1.03311;0.979252;0.958724;1.00535;10.9167;16.1116;495.247;326.598;51.7987;461.765;16.1031;6.82391;21.67;126.414;131.793;3.70064;66.1342;3.51647;0.997928;0.997928;0.997928;0.997928;0.997928;0.997928;0.997928;2.34162;0.492234;0.98147;
29.754;0.97328;0.991138;1.00438;1.03311;0.979254;0.958725;1.00535;10.9134;16.0943;495.267;326.614;51.7991;461.761;16.0951;6.82707;21.6744;126.407;131.789;3.7018;66.137;3.52135;0.997889;0.997889;0.997889;0.997889;0.997889;0.997889;0.997889;2.34163;0.492236;0.981476;
33.1514;0.973283;0.991141;1.00438;1.03311;0.979256;0.958728;1.00535;10.9131;16.0837;495.28;326.627;51.7988;461.761;16.0848;6.82879;21.6771;126.402;131.786;3.70234;66.1387;3.52505;0.997857;0.997857;0.997857;0.997857;0.997857;0.997857;0.997857;2.34163;0.492239;0.981481;
39.9462;0.973285;0.991142;1.00439;1.03311;0.979257;0.958729;1.00535;10.9131;16.0785;495.287;326.634;51.7988;461.761;16.0795;6.82956;21.6785;126.4;131.784;3.70259;66.1396;3.52681;0.99784;0.99784;0.99784;0.99784;0.997841;0.99784;0.99784;2.34164;0.492241;0.981484;
49.9462;0.973286;0.991143;1.00439;1.03311;0.979258;0.95873;1.00535;10.9131;16.0769;495.289;326.636;51.7988;461.762;16.0779;6.82977;21.6788;126.399;131.784;3.70266;66.1399;3.52731;0.997836;0.997836;0.997836;0.997836;0.997836;0.997836;0.997836;2.34164;0.492242;0.981485;
59.9462;0.973286;0.991143;1.00439;1.03311;0.979258;0.95873;1.00535;10.9131;16.0768;495.289;326.636;51.7988;461.762;16.0778;6.82978;21.6789;126.399;131.784;3.70267;66.14;3.52734;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;2.34164;0.492242;0.981485;
69.9462;0.973286;0.991143;1.00439;1.03311;0.979258;0.95873;1.00535;10.9131;16.0767;495.289;326.637;51.7988;461.762;16.0777;6.82981;21.6789;126.399;131.784;3.70268;66.14;3.52739;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;2.34164;0.492242;0.981485;
79.9462;0.973286;0.991143;1.00439;1.03311;0.979258;0.95873;1.00535;10.9131;16.0766;495.289;326.637;51.7988;461.762;16.0776;6.82981;21.6789;126.399;131.784;3.70268;66.14;3.52739;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;2.34164;0.492242;0.981485;
89.9462;0.973286;0.991143;1.00439;1.03311;0.979258;0.95873;1.00535;10.9131;16.0766;495.289;326.637;51.7988;461.762;16.0776;6.82981;21.6789;126.399;131.784;3.70268;66.14;3.5274;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;2.34164;0.492242;0.981485;
99.9462;0.973286;0.991143;1.00439;1.03311;0.979258;0.95873;1.00535;10.9131;16.0766;495.289;326.637;51.7988;461.762;16.0776;6.82981;21.6789;126.399;131.784;3.70268;66.14;3.5274;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;2.34164;0.492242;0.981485;
100;0.973286;0.991143;1.00439;1.03311;0.979258;0.95873;1.00535;10.9131;16.0766;495.289;326.637;51.7988;461.762;16.0776;6.82981;21.6789;126.399;131.784;3.70268;66.14;3.5274;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;0.997835;2.34164;0.492242;0.981485;
