time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_generator_omegaPu;GEN____2_SM_generator_PGen;GEN____2_SM_generator_QGen;GEN____2_SM_generator_UStatorPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____3_SM_generator_UStatorPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_generator_omegaPu;GEN____6_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____6_SM_generator_UStatorPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_generator_omegaPu;GEN____8_SM_generator_PGen;GEN____8_SM_generator_QGen;GEN____8_SM_generator_UStatorPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;PREFPU_LOAD2_ramp_y;QREFPU_LOAD2_ramp_y;
1.000002;1.060010;1.045057;1.010012;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.342828;-16.650669;1.058867;1.435788;1.000000;40.016118;43.643332;1.048792;1.269083;1.000000;0.028913;25.012013;1.011512;1.112099;1.000000;0.001707;12.844359;1.070231;1.460102;1.000000;-0.006124;17.548851;1.096350;1.194710;0.216996;0.126996;0.217000;0.127000;
1.000004;1.060010;1.045057;1.010012;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.342837;-16.650664;1.058867;1.435788;1.000000;40.016140;43.643348;1.048792;1.269083;1.000000;0.028918;25.012014;1.011512;1.112099;1.000000;0.001709;12.844360;1.070231;1.460102;1.000000;-0.006123;17.548851;1.096350;1.194710;0.216996;0.126996;0.217001;0.127000;
1.000008;1.060010;1.045057;1.010012;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.342856;-16.650653;1.058867;1.435788;1.000000;40.016186;43.643381;1.048792;1.269083;1.000000;0.028929;25.012018;1.011512;1.112099;1.000000;0.001711;12.844361;1.070231;1.460102;1.000000;-0.006121;17.548852;1.096350;1.194710;0.216997;0.126996;0.217002;0.127001;
1.000016;1.060010;1.045057;1.010012;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.342895;-16.650631;1.058867;1.435788;1.000000;40.016275;43.643447;1.048792;1.269084;1.000000;0.028951;25.012025;1.011512;1.112099;1.000000;0.001716;12.844363;1.070231;1.460102;1.000000;-0.006118;17.548854;1.096350;1.194710;0.216998;0.126997;0.217003;0.127002;
1.000032;1.060010;1.045057;1.010012;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.342971;-16.650587;1.058867;1.435789;1.000000;40.016455;43.643578;1.048792;1.269084;1.000000;0.028993;25.012039;1.011512;1.112099;1.000000;0.001726;12.844368;1.070231;1.460102;1.000000;-0.006111;17.548858;1.096350;1.194710;0.217002;0.126999;0.217006;0.127004;
1.000064;1.060010;1.045057;1.010012;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.343123;-16.650499;1.058867;1.435789;1.000000;40.016814;43.643841;1.048792;1.269086;1.000000;0.029079;25.012068;1.011512;1.112099;1.000000;0.001745;12.844378;1.070231;1.460103;1.000000;-0.006098;17.548866;1.096350;1.194710;0.217008;0.127003;0.217013;0.127008;
1.000128;1.060010;1.045057;1.010012;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.343428;-16.650324;1.058867;1.435790;1.000000;40.017533;43.644366;1.048791;1.269088;1.000000;0.029250;25.012125;1.011512;1.112099;1.000000;0.001785;12.844398;1.070231;1.460103;1.000000;-0.006072;17.548882;1.096350;1.194710;0.217021;0.127012;0.217026;0.127016;
1.000256;1.060010;1.045057;1.010012;1.017729;1.019585;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.344039;-16.649974;1.058867;1.435791;1.000000;40.018970;43.645417;1.048791;1.269094;1.000000;0.029591;25.012239;1.011512;1.112100;1.000000;0.001863;12.844439;1.070231;1.460105;1.000000;-0.006020;17.548913;1.096350;1.194711;0.217046;0.127028;0.217051;0.127032;
1.000512;1.060009;1.045056;1.010011;1.017728;1.019584;1.070231;1.061547;1.089909;1.056015;1.051093;1.057075;1.055411;1.050599;1.035707;1.000000;232.345260;-16.649273;1.058867;1.435795;1.000000;40.021843;43.647518;1.048791;1.269105;1.000000;0.030275;25.012468;1.011512;1.112101;1.000000;0.002019;12.844519;1.070231;1.460108;1.000000;-0.005916;17.548976;1.096350;1.194712;0.217097;0.127060;0.217102;0.127065;
1.001024;1.060009;1.045054;1.010011;1.017728;1.019584;1.070231;1.061546;1.089909;1.056015;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;232.347706;-16.647870;1.058867;1.435801;1.000000;40.027583;43.651718;1.048789;1.269128;1.000000;0.031645;25.012926;1.011512;1.112103;1.000000;0.002331;12.844680;1.070231;1.460114;1.000000;-0.005706;17.549102;1.096350;1.194715;0.217199;0.127125;0.217205;0.127130;
1.002048;1.060008;1.045051;1.010011;1.017726;1.019582;1.070230;1.061545;1.089909;1.056014;1.051092;1.057074;1.055410;1.050598;1.035706;1.000000;232.352609;-16.645060;1.058866;1.435814;1.000000;40.039044;43.660113;1.048787;1.269173;1.000000;0.034393;25.013843;1.011512;1.112107;1.000000;0.002952;12.845002;1.070230;1.460126;1.000000;-0.005284;17.549354;1.096349;1.194721;0.217403;0.127254;0.217410;0.127260;
1.004096;1.060006;1.045045;1.010011;1.017724;1.019580;1.070229;1.061544;1.089908;1.056012;1.051090;1.057072;1.055408;1.050597;1.035704;1.000000;232.362462;-16.639428;1.058865;1.435841;1.000000;40.061888;43.676879;1.048783;1.269265;1.000000;0.039919;25.015683;1.011512;1.112116;1.000000;0.004179;12.845647;1.070229;1.460149;1.000000;-0.004430;17.549862;1.096349;1.194733;0.217811;0.127512;0.217819;0.127520;
1.008192;1.060003;1.045033;1.010009;1.017719;1.019574;1.070227;1.061541;1.089906;1.056009;1.051087;1.057069;1.055406;1.050594;1.035701;1.000000;232.382351;-16.628119;1.058862;1.435894;1.000000;40.107268;43.710329;1.048773;1.269449;1.000000;0.051088;25.019379;1.011511;1.112133;1.000000;0.006590;12.846947;1.070227;1.460198;1.000000;-0.002689;17.550888;1.096347;1.194756;0.218626;0.128028;0.218638;0.128040;
1.016384;1.059995;1.045009;1.010007;1.017708;1.019563;1.070221;1.061534;1.089903;1.056002;1.051081;1.057063;1.055401;1.050589;1.035695;1.000000;232.422833;-16.605354;1.058856;1.436006;1.000000;40.196815;43.776959;1.048755;1.269826;1.000000;0.073881;25.026815;1.011509;1.112169;1.000000;0.011274;12.849575;1.070221;1.460300;1.000000;0.000924;17.552979;1.096345;1.194804;0.220257;0.129061;0.220277;0.129081;
1.032768;1.059980;1.044958;1.010002;1.017687;1.019541;1.070211;1.061520;1.089897;1.055988;1.051067;1.057051;1.055390;1.050578;1.035683;1.000000;232.506449;-16.559477;1.058845;1.436239;1.000000;40.371196;43.909537;1.048716;1.270603;1.000000;0.121205;25.041705;1.011505;1.112245;0.999999;0.020321;12.854941;1.070211;1.460514;1.000000;0.008601;17.557267;1.096340;1.194902;0.223517;0.131126;0.223554;0.131162;
1.039491;1.059973;1.044937;1.010001;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051062;1.057046;1.055386;1.050573;1.035678;1.000000;232.541724;-16.540634;1.058840;1.436338;1.000000;40.440979;43.963895;1.048700;1.270928;1.000000;0.141302;25.047729;1.011504;1.112277;0.999999;0.023974;12.857182;1.070206;1.460603;1.000000;0.011898;17.559043;1.096338;1.194943;0.224855;0.131973;0.224898;0.132015;
1.039492;1.059973;1.044937;1.010001;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051062;1.057046;1.055386;1.050573;1.035678;1.000000;232.541729;-16.540632;1.058840;1.436338;1.000000;40.440989;43.963903;1.048700;1.270928;1.000000;0.141305;25.047730;1.011504;1.112277;0.999999;0.023975;12.857182;1.070206;1.460603;1.000000;0.011898;17.559043;1.096338;1.194943;0.224855;0.131973;0.224898;0.132015;
1.039493;1.059973;1.044937;1.010001;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051062;1.057046;1.055386;1.050573;1.035678;1.000000;232.541734;-16.540629;1.058840;1.436338;1.000000;40.441000;43.963911;1.048700;1.270928;1.000000;0.141308;25.047731;1.011504;1.112277;0.999999;0.023975;12.857183;1.070206;1.460603;1.000000;0.011899;17.559044;1.096338;1.194943;0.224855;0.131973;0.224899;0.132016;
1.039495;1.059973;1.044937;1.010001;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051062;1.057046;1.055386;1.050573;1.035678;1.000000;232.541745;-16.540623;1.058840;1.436338;1.000000;40.441020;43.963927;1.048699;1.270928;1.000000;0.141314;25.047732;1.011504;1.112277;0.999999;0.023976;12.857183;1.070206;1.460603;1.000000;0.011900;17.559044;1.096338;1.194943;0.224855;0.131973;0.224899;0.132016;
1.039499;1.059973;1.044937;1.010001;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051062;1.057046;1.055386;1.050573;1.035678;1.000000;232.541766;-16.540612;1.058840;1.436338;1.000000;40.441062;43.963959;1.048699;1.270928;1.000000;0.141326;25.047736;1.011504;1.112277;0.999999;0.023978;12.857185;1.070206;1.460603;1.000000;0.011902;17.559045;1.096338;1.194943;0.224856;0.131974;0.224900;0.132016;
1.039507;1.059973;1.044937;1.010000;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051062;1.057046;1.055386;1.050573;1.035678;1.000000;232.541809;-16.540589;1.058840;1.436338;1.000000;40.441144;43.964023;1.048699;1.270928;1.000000;0.141350;25.047743;1.011504;1.112277;0.999999;0.023983;12.857187;1.070206;1.460603;1.000000;0.011906;17.559047;1.096338;1.194943;0.224858;0.131975;0.224901;0.132017;
1.039523;1.059973;1.044937;1.010000;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051062;1.057046;1.055386;1.050573;1.035677;1.000000;232.541893;-16.540544;1.058840;1.436338;1.000000;40.441309;43.964152;1.048699;1.270929;1.000000;0.141398;25.047758;1.011504;1.112277;0.999999;0.023991;12.857193;1.070206;1.460603;1.000000;0.011914;17.559052;1.096338;1.194943;0.224861;0.131977;0.224905;0.132019;
1.039555;1.059973;1.044937;1.010000;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051061;1.057046;1.055386;1.050573;1.035677;1.000000;232.542063;-16.540454;1.058840;1.436339;1.000000;40.441638;43.964410;1.048699;1.270931;1.000000;0.141495;25.047787;1.011504;1.112277;0.999999;0.024008;12.857203;1.070206;1.460604;1.000000;0.011930;17.559060;1.096338;1.194944;0.224867;0.131981;0.224911;0.132023;
1.039619;1.059973;1.044937;1.010000;1.017678;1.019531;1.070206;1.061515;1.089894;1.055982;1.051061;1.057046;1.055386;1.050573;1.035677;1.000000;232.542402;-16.540273;1.058840;1.436340;1.000000;40.442297;43.964925;1.048699;1.270934;1.000000;0.141688;25.047845;1.011503;1.112277;0.999999;0.024042;12.857225;1.070206;1.460605;1.000000;0.011962;17.559078;1.096338;1.194944;0.224880;0.131989;0.224924;0.132032;
1.039747;1.059973;1.044936;1.010000;1.017678;1.019531;1.070206;1.061514;1.089894;1.055982;1.051061;1.057046;1.055385;1.050573;1.035677;1.000000;232.543081;-16.539912;1.058840;1.436342;1.000000;40.443614;43.965955;1.048699;1.270940;1.000000;0.142074;25.047961;1.011503;1.112278;0.999999;0.024110;12.857268;1.070206;1.460606;1.000000;0.012026;17.559112;1.096338;1.194945;0.224905;0.132005;0.224949;0.132048;
1.040003;1.059973;1.044936;1.010000;1.017678;1.019530;1.070206;1.061514;1.089894;1.055981;1.051061;1.057046;1.055385;1.050573;1.035677;1.000000;232.544438;-16.539190;1.058839;1.436346;1.000000;40.446247;43.968015;1.048698;1.270953;1.000000;0.142848;25.048193;1.011503;1.112279;0.999999;0.024245;12.857354;1.070206;1.460610;1.000000;0.012155;17.559181;1.096338;1.194946;0.224956;0.132037;0.225001;0.132080;
1.040515;1.059972;1.044934;1.010000;1.017677;1.019530;1.070206;1.061514;1.089893;1.055981;1.051061;1.057046;1.055385;1.050572;1.035677;1.000000;232.547156;-16.537745;1.058839;1.436353;1.000000;40.451510;43.972136;1.048697;1.270978;1.000000;0.144396;25.048657;1.011503;1.112282;0.999999;0.024517;12.857526;1.070206;1.460617;1.000000;0.012412;17.559318;1.096338;1.194950;0.225058;0.132102;0.225103;0.132145;
1.041539;1.059971;1.044931;1.010000;1.017676;1.019528;1.070205;1.061513;1.089893;1.055980;1.051060;1.057045;1.055384;1.050572;1.035676;1.000000;232.552600;-16.534855;1.058838;1.436369;1.000000;40.462017;43.980377;1.048694;1.271028;1.000000;0.147500;25.049584;1.011503;1.112287;0.999999;0.025059;12.857870;1.070205;1.460631;1.000000;0.012928;17.559594;1.096337;1.194956;0.225262;0.132231;0.225308;0.132275;
1.043587;1.059969;1.044924;1.009999;1.017673;1.019525;1.070203;1.061511;1.089892;1.055978;1.051058;1.057043;1.055383;1.050570;1.035674;1.000000;232.563527;-16.529075;1.058837;1.436400;1.000000;40.482960;43.996859;1.048689;1.271129;1.000000;0.153732;25.051434;1.011503;1.112297;0.999999;0.026143;12.858561;1.070203;1.460659;1.000000;0.013965;17.560145;1.096337;1.194969;0.225669;0.132489;0.225717;0.132536;
1.045726;1.059967;1.044918;1.009999;1.017670;1.019522;1.070202;1.061509;1.089891;1.055976;1.051056;1.057042;1.055381;1.050569;1.035673;1.000000;232.574995;-16.523039;1.058835;1.436432;1.000000;40.504736;44.014074;1.048684;1.271235;1.000000;0.160280;25.053361;1.011502;1.112307;0.999999;0.027275;12.859284;1.070202;1.460689;1.000000;0.015057;17.560722;1.096336;1.194982;0.226095;0.132758;0.226145;0.132807;
1.047683;1.059965;1.044911;1.009998;1.017667;1.019519;1.070201;1.061508;1.089890;1.055975;1.051055;1.057040;1.055380;1.050567;1.035671;1.000000;232.585532;-16.517519;1.058834;1.436462;1.000000;40.524564;44.029821;1.048679;1.271331;1.000000;0.166302;25.055119;1.011502;1.112317;0.999999;0.028310;12.859948;1.070201;1.460716;1.000000;0.016063;17.561250;1.096336;1.194994;0.226484;0.133004;0.226537;0.133056;
1.055875;1.059957;1.044885;1.009996;1.017656;1.019508;1.070195;1.061501;1.089887;1.055967;1.051048;1.057034;1.055374;1.050561;1.035664;1.000000;232.630145;-16.494430;1.058827;1.436588;0.999999;40.606645;44.095776;1.048659;1.271739;0.999999;0.191866;25.062408;1.011500;1.112357;0.999999;0.032636;12.862746;1.070195;1.460829;1.000000;0.020343;17.563464;1.096333;1.195046;0.228114;0.134036;0.228175;0.134096;
1.072259;1.059941;1.044833;1.009991;1.017634;1.019484;1.070184;1.061486;1.089880;1.055953;1.051034;1.057021;1.055363;1.050550;1.035651;0.999999;232.721760;-16.448437;1.058815;1.436844;0.999998;40.766288;44.227991;1.048618;1.272561;0.999999;0.244763;25.076579;1.011496;1.112437;0.999998;0.041247;12.868441;1.070184;1.461054;0.999999;0.029238;17.567890;1.096328;1.195149;0.231372;0.136099;0.231452;0.136177;
1.105027;1.059908;1.044726;1.009982;1.017590;1.019436;1.070162;1.061458;1.089867;1.055924;1.051006;1.056996;1.055341;1.050527;1.035626;0.999998;232.914346;-16.357602;1.058789;1.437362;0.999996;41.067380;44.494658;1.048535;1.274218;0.999999;0.358304;25.102695;1.011488;1.112589;0.999996;0.058111;12.880193;1.070162;1.461497;0.999998;0.048295;17.576640;1.096318;1.195354;0.237887;0.140222;0.238005;0.140338;
1.170563;1.059843;1.044514;1.009967;1.017504;1.019344;1.070120;1.061405;1.089841;1.055870;1.050955;1.056950;1.055299;1.050485;1.035577;0.999995;233.333069;-16.181682;1.058738;1.438378;0.999990;41.597545;45.040531;1.048371;1.277508;0.999997;0.621557;25.142820;1.011475;1.112840;0.999990;0.089010;12.904924;1.070120;1.462326;0.999995;0.090938;17.593327;1.096298;1.195749;0.250911;0.148463;0.251113;0.148661;
1.301635;1.059723;1.044101;1.009955;1.017346;1.019172;1.070050;1.061310;1.089794;1.055776;1.050866;1.056871;1.055228;1.050412;1.035494;0.999981;234.244668;-15.849799;1.058645;1.440230;0.999973;42.415399;46.181665;1.048057;1.283783;0.999990;1.314265;25.162471;1.011465;1.113053;0.999973;0.136591;12.957446;1.070050;1.463727;0.999983;0.187626;17.622608;1.096262;1.196461;0.276941;0.164924;0.277327;0.165308;
1.563779;1.059523;1.043342;1.009991;1.017090;1.018886;1.069953;1.061161;1.089720;1.055636;1.050736;1.056759;1.055128;1.050312;1.035374;0.999932;235.937347;-15.222378;1.058497;1.443203;0.999924;43.600254;48.575079;1.047506;1.294800;0.999959;3.270301;24.972356;1.011490;1.112556;0.999925;0.206889;13.061768;1.069953;1.465671;0.999937;0.382340;17.667363;1.096205;1.197605;0.328937;0.197779;0.329756;0.198600;
1.825923;1.059362;1.042668;1.010069;1.016890;1.018662;1.069894;1.061052;1.089664;1.055539;1.050648;1.056686;1.055066;1.050250;1.035294;0.999861;237.252412;-14.612408;1.058385;1.445444;0.999859;44.664882;51.042596;1.047046;1.303998;0.999902;5.697970;24.566930;1.011544;1.111474;0.999859;0.277898;13.156448;1.069894;1.466841;0.999869;0.560445;17.699896;1.096162;1.198474;0.380867;0.230561;0.382185;0.231892;
2.000000;1.059265;1.042251;1.010118;1.016771;1.018530;1.069862;1.060987;1.089631;1.055483;1.050597;1.056646;1.055032;1.050216;1.035248;0.999806;237.972561;-14.214283;1.058321;1.446723;0.999806;45.482675;52.703055;1.046774;1.309442;0.999850;7.337232;24.260462;1.011573;1.110878;0.999806;0.333712;13.213009;1.069863;1.467476;0.999814;0.675168;17.718939;1.096136;1.198982;0.415316;0.252293;0.417000;0.254000;
2.000000;1.059263;1.042249;1.010118;1.016770;1.018529;1.069861;1.060986;1.089630;1.055482;1.050596;1.056645;1.055031;1.050215;1.035247;0.999806;237.971102;-14.215827;1.058321;1.446718;0.999806;45.481777;52.706390;1.046774;1.309442;0.999850;7.337750;24.262213;1.011574;1.110867;0.999806;0.333768;13.213197;1.069863;1.467477;0.999814;0.675175;17.718948;1.096136;1.198982;0.415334;0.252312;0.417000;0.254000;
2.000001;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055483;1.050597;1.056647;1.055033;1.050217;1.035249;0.999806;237.973051;-14.215178;1.058321;1.446721;0.999806;45.483893;52.702717;1.046774;1.309438;0.999850;7.337082;24.259866;1.011574;1.110871;0.999806;0.333730;13.212893;1.069863;1.467470;0.999814;0.675156;17.718786;1.096136;1.198980;0.415313;0.252290;0.417000;0.254000;
2.000002;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055483;1.050597;1.056647;1.055033;1.050217;1.035249;0.999806;237.973050;-14.215178;1.058321;1.446721;0.999806;45.483886;52.702718;1.046774;1.309438;0.999850;7.337089;24.259864;1.011574;1.110871;0.999806;0.333729;13.212893;1.069863;1.467470;0.999814;0.675156;17.718786;1.096136;1.198980;0.415313;0.252290;0.417000;0.254000;
2.000004;1.059266;1.042252;1.010118;1.016771;1.018531;1.069863;1.060988;1.089632;1.055483;1.050597;1.056646;1.055032;1.050217;1.035249;0.999806;237.972928;-14.215219;1.058321;1.446721;0.999806;45.483744;52.702946;1.046774;1.309438;0.999850;7.337145;24.260001;1.011574;1.110870;0.999806;0.333731;13.212912;1.069863;1.467470;0.999814;0.675158;17.718795;1.096136;1.198980;0.415314;0.252291;0.417000;0.254000;
2.000008;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055483;1.050597;1.056647;1.055033;1.050217;1.035249;0.999806;237.973043;-14.215181;1.058321;1.446721;0.999806;45.483848;52.702727;1.046774;1.309437;0.999850;7.337133;24.259846;1.011574;1.110871;0.999806;0.333728;13.212893;1.069863;1.467470;0.999814;0.675158;17.718785;1.096136;1.198980;0.415313;0.252290;0.417000;0.254000;
2.000016;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055483;1.050597;1.056647;1.055033;1.050217;1.035249;0.999806;237.973033;-14.215184;1.058321;1.446721;0.999806;45.483797;52.702739;1.046774;1.309437;0.999850;7.337190;24.259823;1.011574;1.110871;0.999806;0.333725;13.212893;1.069863;1.467470;0.999814;0.675160;17.718784;1.096136;1.198980;0.415313;0.252290;0.417000;0.254000;
2.000032;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055483;1.050597;1.056647;1.055033;1.050217;1.035249;0.999806;237.973015;-14.215192;1.058321;1.446721;0.999806;45.483696;52.702762;1.046774;1.309437;0.999850;7.337306;24.259777;1.011574;1.110870;0.999806;0.333721;13.212893;1.069863;1.467470;0.999814;0.675163;17.718781;1.096136;1.198980;0.415313;0.252290;0.417000;0.254000;
2.000064;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055483;1.050597;1.056647;1.055033;1.050217;1.035249;0.999806;237.972977;-14.215206;1.058321;1.446721;0.999806;45.483493;52.702810;1.046774;1.309437;0.999850;7.337536;24.259684;1.011574;1.110870;0.999805;0.333711;13.212893;1.069863;1.467470;0.999814;0.675171;17.718776;1.096136;1.198980;0.415313;0.252290;0.417000;0.254000;
2.000128;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055483;1.050598;1.056647;1.055033;1.050217;1.035249;0.999806;237.972902;-14.215235;1.058321;1.446721;0.999806;45.483087;52.702904;1.046774;1.309436;0.999850;7.337998;24.259498;1.011574;1.110870;0.999805;0.333693;13.212893;1.069863;1.467469;0.999814;0.675186;17.718766;1.096136;1.198979;0.415313;0.252290;0.417000;0.254000;
2.000256;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055483;1.050598;1.056647;1.055033;1.050217;1.035249;0.999806;237.972752;-14.215292;1.058321;1.446720;0.999806;45.482276;52.703093;1.046774;1.309434;0.999850;7.338920;24.259127;1.011574;1.110869;0.999805;0.333656;13.212893;1.069863;1.467468;0.999814;0.675217;17.718746;1.096136;1.198979;0.415313;0.252290;0.417000;0.254000;
2.000512;1.059266;1.042252;1.010118;1.016772;1.018531;1.069863;1.060988;1.089632;1.055484;1.050598;1.056647;1.055033;1.050217;1.035249;0.999805;237.972451;-14.215407;1.058321;1.446718;0.999806;45.480655;52.703472;1.046774;1.309430;0.999850;7.340764;24.258385;1.011574;1.110867;0.999805;0.333583;13.212894;1.069863;1.467466;0.999814;0.675277;17.718706;1.096136;1.198978;0.415313;0.252290;0.417000;0.254000;
2.001024;1.059267;1.042253;1.010119;1.016772;1.018532;1.069863;1.060989;1.089632;1.055484;1.050598;1.056647;1.055033;1.050217;1.035249;0.999805;237.971845;-14.215638;1.058321;1.446715;0.999806;45.477419;52.704231;1.046775;1.309422;0.999850;7.344450;24.256900;1.011574;1.110862;0.999805;0.333437;13.212894;1.069863;1.467461;0.999814;0.675398;17.718625;1.096136;1.198977;0.415313;0.252290;0.417000;0.254000;
2.002048;1.059267;1.042253;1.010119;1.016773;1.018532;1.069864;1.060989;1.089632;1.055484;1.050599;1.056648;1.055033;1.050218;1.035250;0.999805;237.970618;-14.216102;1.058321;1.446708;0.999806;45.470973;52.705755;1.046776;1.309406;0.999849;7.351810;24.253930;1.011575;1.110854;0.999805;0.333149;13.212894;1.069864;1.467452;0.999813;0.675636;17.718464;1.096137;1.198974;0.415314;0.252290;0.417000;0.254000;
2.004096;1.059268;1.042255;1.010121;1.016774;1.018534;1.069865;1.060990;1.089633;1.055486;1.050600;1.056649;1.055034;1.050219;1.035251;0.999804;237.968108;-14.217045;1.058322;1.446695;0.999805;45.458178;52.708827;1.046777;1.309374;0.999848;7.366489;24.247986;1.011575;1.110838;0.999804;0.332587;13.212891;1.069865;1.467433;0.999813;0.676105;17.718137;1.096137;1.198968;0.415315;0.252291;0.417000;0.254000;
2.008192;1.059269;1.042257;1.010123;1.016777;1.018536;1.069867;1.060992;1.089633;1.055488;1.050602;1.056651;1.055036;1.050221;1.035253;0.999803;237.962868;-14.218977;1.058323;1.446666;0.999804;45.432980;52.715052;1.046780;1.309308;0.999847;7.395680;24.236087;1.011577;1.110804;0.999803;0.331514;13.212876;1.069867;1.467395;0.999811;0.677005;17.717474;1.096137;1.198957;0.415316;0.252293;0.417000;0.254000;
2.016384;1.059273;1.042263;1.010128;1.016782;1.018542;1.069871;1.060996;1.089635;1.055492;1.050606;1.056655;1.055040;1.050225;1.035257;0.999800;237.951548;-14.222992;1.058326;1.446607;0.999801;45.384118;52.727776;1.046787;1.309168;0.999844;7.453404;24.212276;1.011581;1.110737;0.999800;0.329525;13.212803;1.069871;1.467315;0.999809;0.678678;17.716110;1.096139;1.198932;0.415320;0.252297;0.417000;0.254000;
2.032768;1.059280;1.042276;1.010137;1.016793;1.018553;1.069879;1.061004;1.089639;1.055502;1.050616;1.056664;1.055049;1.050233;1.035266;0.999794;237.925813;-14.231398;1.058333;1.446475;0.999796;45.292353;52.753929;1.046803;1.308863;0.999839;7.566221;24.164780;1.011587;1.110602;0.999795;0.325952;13.212506;1.069879;1.467146;0.999803;0.681582;17.713286;1.096141;1.198880;0.415328;0.252305;0.417000;0.254000;
2.065536;1.059296;1.042306;1.010156;1.016817;1.018578;1.069897;1.061021;1.089646;1.055522;1.050635;1.056683;1.055066;1.050251;1.035285;0.999783;237.863494;-14.248589;1.058348;1.446185;0.999787;45.131793;52.806892;1.046836;1.308190;0.999827;7.780789;24.071469;1.011600;1.110337;0.999785;0.319711;13.211348;1.069897;1.466794;0.999792;0.685972;17.707493;1.096147;1.198770;0.415345;0.252322;0.417000;0.254000;
2.131072;1.059329;1.042369;1.010189;1.016864;1.018627;1.069930;1.061055;1.089662;1.055560;1.050672;1.056718;1.055099;1.050285;1.035320;0.999763;237.705731;-14.280761;1.058378;1.445575;0.999768;44.897883;52.906981;1.046908;1.306759;0.999804;8.158547;23.897931;1.011623;1.109882;0.999766;0.310120;13.207149;1.069930;1.466124;0.999771;0.690630;17.696330;1.096158;1.198553;0.415383;0.252361;0.417000;0.254000;
2.262144;1.059388;1.042491;1.010229;1.016944;1.018712;1.069982;1.061110;1.089686;1.055620;1.050731;1.056774;1.055151;1.050338;1.035377;0.999725;237.347822;-14.334244;1.058433;1.444485;0.999735;44.720932;53.071978;1.047043;1.304057;0.999757;8.668184;23.629138;1.011647;1.109411;0.999730;0.303954;13.194085;1.069982;1.465080;0.999732;0.692539;17.678217;1.096176;1.198193;0.415456;0.252434;0.417000;0.254000;
