time;B1-G1_generator_omegaPu;B1-G1_generator_PGen;B1-G1_generator_QGen;NETWORK_B1_U_value;B2-G1_generator_omegaPu;B2-G1_generator_PGen;B2-G1_generator_QGen;NETWORK_B2_U_value;B5-G1_generator_omegaPu;B5-G1_generator_PGen;B5-G1_generator_QGen;NETWORK_B5_U_value;
1.674143;0.998943;269.579173;-12.809435;141.216675;0.998856;32.007227;42.180385;138.567842;1.000161;-5.363009;39.586902;134.452180;
1.674207;0.998943;269.570254;-12.809086;141.216533;0.998857;31.991602;42.180849;138.567743;1.000161;-5.352123;39.583052;134.452226;
1.674335;0.998943;269.552413;-12.808385;141.216250;0.998857;31.960362;42.181778;138.567544;1.000161;-5.330352;39.575352;134.452319;
1.674591;0.998943;269.516726;-12.806981;141.215684;0.998857;31.897921;42.183638;138.567146;1.000161;-5.286810;39.559956;134.452504;
1.675103;0.998943;269.445328;-12.804157;141.214552;0.998857;31.773193;42.187361;138.566350;1.000162;-5.199735;39.529177;134.452873;
1.676127;0.998943;269.302441;-12.798445;141.212288;0.998858;31.524359;42.194825;138.564761;1.000162;-5.025616;39.467670;134.453609;
1.678175;0.998943;269.016305;-12.786770;141.207759;0.998860;31.029201;42.209816;138.561585;1.000163;-4.677522;39.344871;134.455068;
1.682271;0.998943;268.442634;-12.762430;141.198698;0.998865;30.049098;42.240037;138.555254;1.000165;-3.982038;39.100160;134.457935;
1.690463;0.998944;267.290105;-12.709924;141.180570;0.998874;28.131090;42.301296;138.542672;1.000167;-2.594950;38.614561;134.463453;
1.706847;0.998946;264.967746;-12.590721;141.144314;0.998895;24.473660;42.425939;138.517871;1.000169;0.155346;37.660691;134.473508;
1.739615;0.998958;260.284799;-12.305663;141.072076;0.998945;17.936363;42.674691;138.470028;1.000160;5.496189;35.836930;134.488958;
1.772383;0.998979;255.595742;-11.974563;141.000667;0.999006;12.498313;42.909396;138.425077;1.000136;10.543451;34.139176;134.497405;
1.805151;0.999008;250.968236;-11.621018;140.930771;0.999075;8.222091;43.111345;138.383718;1.000097;15.192792;32.585771;134.498214;
1.821010;0.999025;248.778269;-11.450469;140.897768;0.999111;6.580838;43.191302;138.365222;1.000074;17.266154;31.892308;134.495842;
1.821010;0.999025;248.778043;-11.451771;140.897742;0.999111;6.580681;43.188426;138.365231;1.000074;17.266927;31.894297;134.496224;
1.821010;0.999025;248.778043;-11.451771;140.897742;0.999111;6.580681;43.188426;138.365231;1.000074;17.266927;31.894297;134.496224;
1.821010;0.999025;248.778043;-11.451771;140.897742;0.999111;6.580681;43.188426;138.365231;1.000074;17.266927;31.894297;134.496224;
1.821011;0.999025;248.777905;-11.451760;140.897739;0.999111;6.580586;43.188431;138.365230;1.000074;17.267055;31.894254;134.496223;
1.821012;0.999025;248.777767;-11.451750;140.897737;0.999111;6.580491;43.188436;138.365229;1.000074;17.267184;31.894211;134.496223;
1.821014;0.999025;248.777491;-11.451728;140.897733;0.999111;6.580301;43.188445;138.365226;1.000074;17.267440;31.894125;134.496223;
1.821018;0.999025;248.776939;-11.451684;140.897725;0.999111;6.579921;43.188463;138.365222;1.000074;17.267952;31.893954;134.496222;
1.821026;0.999025;248.775835;-11.451597;140.897708;0.999111;6.579161;43.188501;138.365213;1.000074;17.268978;31.893611;134.496221;
1.821042;0.999025;248.773627;-11.451423;140.897675;0.999111;6.577641;43.188575;138.365195;1.000074;17.271028;31.892926;134.496217;
1.821042;0.999025;248.773619;-11.451422;140.897675;0.999111;6.577635;43.188576;138.365195;1.000074;17.271036;31.892923;134.496217;
1.821042;0.999025;248.773619;-11.451422;140.897675;0.999111;6.577635;43.188576;138.365195;1.000074;17.271036;31.892923;134.496217;
1.821042;0.999025;248.773619;-11.451422;140.897675;0.999111;6.577635;43.188576;138.365195;1.000074;17.271036;31.892923;134.496217;
1.821074;0.999025;248.769212;-11.451074;140.897609;0.999111;6.574602;43.188724;138.365158;1.000074;17.275128;31.891555;134.496211;
1.821138;0.999025;248.760381;-11.450377;140.897476;0.999111;6.568528;43.189022;138.365086;1.000074;17.283326;31.888815;134.496199;
1.821266;0.999025;248.742723;-11.448983;140.897211;0.999111;6.556393;43.189616;138.364940;1.000073;17.299716;31.883335;134.496173;
1.821522;0.999025;248.707413;-11.446196;140.896682;0.999112;6.532180;43.190803;138.364650;1.000073;17.332472;31.872383;134.496122;
1.822034;0.999026;248.636825;-11.440625;140.895622;0.999113;6.483977;43.193165;138.364070;1.000072;17.397884;31.850511;134.496019;
1.823058;0.999027;248.495778;-11.429493;140.893506;0.999115;6.388465;43.197844;138.362914;1.000071;17.528305;31.806890;134.495806;
1.825106;0.999029;248.214209;-11.407278;140.889281;0.999120;6.201020;43.207025;138.360616;1.000067;17.787527;31.720143;134.495357;
1.829202;0.999034;247.653256;-11.363062;140.880862;0.999130;5.840423;43.224659;138.356073;1.000060;18.299408;31.548647;134.494362;
1.837394;0.999044;246.540773;-11.275671;140.864158;0.999149;5.176250;43.256948;138.347205;1.000046;19.296254;31.213756;134.491983;
1.853778;0.999066;244.359104;-11.106411;140.831322;0.999188;4.074026;43.309111;138.330356;1.000015;21.177398;30.577167;134.485665;
1.861188;0.999076;243.396385;-11.033242;140.816756;0.999206;3.671685;43.327090;138.323123;1.000001;21.975481;30.304728;134.482154;
1.861188;0.999076;243.396385;-11.033242;140.816756;0.999206;3.671685;43.327090;138.323123;1.000001;21.975481;30.304728;134.482154;
1.861189;0.999076;243.396239;-11.033173;140.816744;0.999206;3.671679;43.327340;138.323111;1.000001;21.975520;30.304529;134.482113;
1.861190;0.999076;243.396109;-11.033163;140.816742;0.999206;3.671629;43.327342;138.323110;1.000001;21.975626;30.304493;134.482113;
1.861192;0.999076;243.395851;-11.033147;140.816738;0.999206;3.671527;43.327331;138.323109;1.000001;21.975842;30.304430;134.482114;
1.861196;0.999076;243.395332;-11.033104;140.816730;0.999206;3.671330;43.327355;138.323104;1.000001;21.976261;30.304275;134.482110;
1.861204;0.999076;243.394295;-11.033026;140.816714;0.999206;3.670931;43.327373;138.323097;1.000001;21.977109;30.303985;134.482106;
1.861220;0.999076;243.392221;-11.032868;140.816683;0.999206;3.670133;43.327407;138.323081;1.000001;21.978804;30.303404;134.482098;
1.861228;0.999076;243.391274;-11.032796;140.816669;0.999206;3.669769;43.327423;138.323074;1.000001;21.979578;30.303139;134.482094;
1.861228;0.999076;243.391274;-11.032796;140.816669;0.999206;3.669769;43.327423;138.323074;1.000001;21.979578;30.303139;134.482094;
1.861228;0.999076;243.391274;-11.032796;140.816669;0.999206;3.669769;43.327423;138.323074;1.000001;21.979578;30.303139;134.482094;
1.861252;0.999076;243.388074;-11.032554;140.816620;0.999206;3.668539;43.327476;138.323051;1.000001;21.982193;30.302243;134.482082;
1.861316;0.999076;243.379780;-11.031925;140.816495;0.999206;3.665353;43.327614;138.322989;1.000001;21.988970;30.299921;134.482049;
1.861444;0.999076;243.363196;-11.030667;140.816245;0.999206;3.658995;43.327889;138.322867;1.000000;22.002517;30.295279;134.481985;
1.861700;0.999077;243.330041;-11.028154;140.815744;0.999207;3.646334;43.328436;138.322622;1.000000;22.029582;30.286004;134.481855;
1.862212;0.999077;243.263782;-11.023136;140.814743;0.999208;3.621229;43.329516;138.322133;0.999999;22.083594;30.267487;134.481594;
1.863236;0.999079;243.131467;-11.013131;140.812743;0.999211;3.571887;43.331622;138.321160;0.999997;22.191149;30.230587;134.481065;
1.865284;0.999082;242.867671;-10.993248;140.808755;0.999216;3.476667;43.335622;138.319227;0.999992;22.404372;30.157323;134.479985;
1.869380;0.999088;242.343493;-10.954010;140.800818;0.999226;3.300028;43.342764;138.315418;0.999984;22.823218;30.012948;134.477729;
1.877572;0.999100;241.309509;-10.877788;140.785115;0.999246;3.001458;43.353605;138.308028;0.999966;23.630096;29.732880;134.472838;
1.893956;0.999126;239.304732;-10.735409;140.754414;0.999286;2.618579;43.361524;138.294150;0.999930;25.117689;29.207947;134.461549;
1.926724;0.999182;235.593060;-10.497813;140.696004;0.999365;2.664847;43.324493;138.269789;0.999852;27.572042;28.301758;134.433082;
1.992260;0.999309;229.689350;-10.242965;140.591735;0.999514;5.546558;43.083766;138.231852;0.999685;30.373845;27.072515;134.354282;
2.057796;0.999449;226.162554;-10.292159;140.504025;0.999642;11.459829;42.703812;138.203389;0.999516;30.462202;26.613606;134.249124;
2.073954;0.999484;225.713987;-10.346581;140.484680;0.999669;13.228442;42.612481;138.196574;0.999476;30.109018;26.614861;134.219581;
2.073954;0.999484;225.713987;-10.346581;140.484680;0.999669;13.228442;42.612481;138.196574;0.999476;30.109018;26.614861;134.219581;
2.073954;0.999484;225.713987;-10.346581;140.484680;0.999669;13.228442;42.612481;138.196574;0.999476;30.109018;26.614861;134.219581;
2.073988;0.999484;225.713227;-10.346712;140.484641;0.999669;13.232253;42.612292;138.196560;0.999476;30.108128;26.614911;134.219518;
2.073988;0.999484;225.713382;-10.349819;140.484748;0.999669;13.233263;42.611133;138.196781;0.999476;30.107731;26.613557;134.219697;
2.073989;0.999484;225.713359;-10.349820;140.484748;0.999669;13.233390;42.611145;138.196781;0.999476;30.107700;26.613553;134.219693;
2.073990;0.999484;225.713334;-10.349824;140.484747;0.999669;13.233511;42.611138;138.196781;0.999476;30.107672;26.613555;134.219691;
2.073992;0.999484;225.713284;-10.349833;140.484744;0.999669;13.233752;42.611123;138.196780;0.999476;30.107615;26.613558;134.219688;
2.073996;0.999484;225.713183;-10.349849;140.484740;0.999669;13.234235;42.611098;138.196778;0.999476;30.107501;26.613565;134.219680;
2.074004;0.999484;225.712982;-10.349882;140.484730;0.999669;13.235199;42.611044;138.196776;0.999476;30.107273;26.613578;134.219665;
2.074020;0.999484;225.712579;-10.349948;140.484712;0.999669;13.237129;42.610936;138.196770;0.999476;30.106816;26.613606;134.219635;
2.074052;0.999484;225.711774;-10.350079;140.484675;0.999669;13.240989;42.610721;138.196758;0.999476;30.105904;26.613661;134.219574;
2.074116;0.999484;225.710167;-10.350342;140.484601;0.999670;13.248710;42.610291;138.196735;0.999476;30.104076;26.613771;134.219453;
2.074244;0.999484;225.706961;-10.350870;140.484453;0.999670;13.264157;42.609431;138.196689;0.999476;30.100415;26.613994;134.219211;
2.074500;0.999485;225.700582;-10.351928;140.484158;0.999670;13.295071;42.607712;138.196597;0.999475;30.093062;26.614448;134.218726;
2.075012;0.999486;225.687959;-10.354058;140.483569;0.999671;13.356984;42.604277;138.196412;0.999474;30.078245;26.615392;134.217756;
2.076036;0.999489;225.663253;-10.358369;140.482392;0.999673;13.481142;42.597417;138.196043;0.999471;30.048156;26.617423;134.215810;
2.078084;0.999493;225.616004;-10.367200;140.480050;0.999676;13.730762;42.583746;138.195304;0.999466;29.986171;26.622053;134.211903;
2.082180;0.999502;225.530194;-10.385690;140.475409;0.999683;14.235077;42.556623;138.193821;0.999456;29.855032;26.633585;134.204021;
2.090372;0.999521;225.393589;-10.425911;140.466295;0.999696;15.262790;42.503455;138.190828;0.999435;29.564565;26.665671;134.187991;
2.106756;0.999557;225.262164;-10.518757;140.448715;0.999720;17.384906;42.403032;138.184653;0.999395;28.875019;26.765416;134.154908;
2.139524;0.999630;225.573436;-10.749197;140.415922;0.999762;21.820468;42.237802;138.170999;0.999320;27.097807;27.101809;134.084990;
2.172292;0.999700;226.649708;-11.031376;140.385954;0.999795;26.415784;42.136123;138.154892;0.999252;24.841230;27.612979;134.010451;
2.190650;0.999737;227.566450;-11.206159;140.370072;0.999810;28.965593;42.117669;138.144341;0.999218;23.426137;27.962184;133.967284;
2.190650;0.999737;227.566450;-11.206159;140.370072;0.999810;28.965593;42.117669;138.144341;0.999218;23.426137;27.962184;133.967284;
2.190651;0.999737;227.566900;-11.205908;140.370160;0.999810;28.965612;42.116630;138.144404;0.999218;23.426173;27.962949;133.967456;
2.190652;0.999737;227.566957;-11.205918;140.370159;0.999810;28.965755;42.116630;138.144403;0.999218;23.426091;27.962970;133.967453;
2.190654;0.999737;227.567047;-11.205954;140.370152;0.999810;28.966048;42.116692;138.144398;0.999218;23.425918;27.962967;133.967438;
2.190658;0.999737;227.567300;-11.205978;140.370154;0.999810;28.966612;42.116626;138.144399;0.999218;23.425594;27.963096;133.967439;
2.190666;0.999737;227.567757;-11.206058;140.370147;0.999810;28.967753;42.116621;138.144395;0.999218;23.424933;27.963264;133.967420;
2.190681;0.999737;227.568573;-11.206202;140.370135;0.999810;28.969792;42.116612;138.144386;0.999218;23.423752;27.963564;133.967385;
2.190681;0.999737;227.568573;-11.206202;140.370135;0.999810;28.969792;42.116612;138.144386;0.999218;23.423752;27.963564;133.967385;
2.190681;0.999737;227.568573;-11.206202;140.370135;0.999810;28.969792;42.116612;138.144386;0.999218;23.423752;27.963564;133.967385;
2.190682;0.999737;227.568671;-11.206219;140.370134;0.999810;28.970037;42.116611;138.144385;0.999218;23.423609;27.963600;133.967381;
2.190714;0.999737;227.570500;-11.206541;140.370107;0.999810;28.974605;42.116591;138.144367;0.999218;23.420962;27.964272;133.967304;
2.190778;0.999737;227.574161;-11.207184;140.370054;0.999810;28.983741;42.116551;138.144329;0.999218;23.415666;27.965616;133.967150;
2.190906;0.999737;227.581490;-11.208470;140.369947;0.999810;29.002011;42.116472;138.144254;0.999218;23.405070;27.968306;133.966842;
2.191162;0.999738;227.596183;-11.211045;140.369734;0.999810;29.038550;42.116319;138.144103;0.999217;23.383863;27.973693;133.966225;
2.191674;0.999739;227.625705;-11.216202;140.369308;0.999810;29.111621;42.116029;138.143801;0.999216;23.341380;27.984496;133.964991;
2.192698;0.999741;227.685300;-11.226540;140.368459;0.999811;29.257726;42.115519;138.143194;0.999214;23.256152;28.006214;133.962520;
2.194746;0.999745;227.806682;-11.247322;140.366765;0.999812;29.549781;42.114777;138.141969;0.999211;23.084646;28.050100;133.957569;
2.198842;0.999753;228.058177;-11.289289;140.363403;0.999815;30.133139;42.114418;138.139475;0.999204;22.737528;28.139651;133.947627;
2.207034;0.999769;228.595781;-11.374759;140.356773;0.999820;31.295830;42.118308;138.134302;0.999190;22.027550;28.325714;133.927594;
2.223418;0.999801;229.806413;-11.551210;140.343869;0.999828;33.597238;42.145283;138.123195;0.999164;20.550090;28.724379;133.886998;
2.256186;0.999859;232.737913;-11.921244;140.319328;0.999839;38.046002;42.280210;138.097837;0.999119;17.408744;29.616576;133.804241;
2.321722;0.999952;240.290861;-12.694601;140.274432;0.999837;45.950022;42.877931;138.035147;0.999061;10.712473;31.681142;133.637239;
2.325917;0.999957;240.831779;-12.744925;140.271670;0.999836;46.398416;42.930357;138.030656;0.999059;10.278625;31.821336;133.626685;
2.326746;0.999958;240.939511;-12.754873;140.271127;0.999836;46.486220;42.940919;138.029762;0.999058;10.192802;31.849160;133.624601;
2.387258;1.000011;249.535325;-13.473673;140.233729;0.999809;52.163250;43.888665;137.958585;0.999045;3.863242;33.980891;133.473941;
2.452794;1.000034;259.606234;-14.221643;140.196764;0.999764;56.341282;45.218695;137.873629;0.999070;-2.645946;36.323111;133.323944;
2.518330;1.000020;269.560395;-14.910990;140.165014;0.999708;58.359726;46.712669;137.788325;0.999129;-8.402553;38.516129;133.196946;
2.536188;1.000010;272.093480;-15.083741;140.157701;0.999693;58.552599;47.117379;137.766532;0.999150;-9.786266;39.058663;133.167627;
2.542627;1.000006;272.987965;-15.144846;140.155184;0.999687;58.584684;47.262883;137.758819;0.999158;-10.265947;39.248251;133.157593;
2.583866;0.999971;278.478108;-15.524671;140.140370;0.999651;58.319837;48.188029;137.711183;0.999217;-13.097069;40.384365;133.099952;
2.649402;0.999896;285.561889;-16.050815;140.124647;0.999598;56.517103;49.461640;137.649941;0.999327;-16.523418;41.791236;133.037679;
2.714938;0.999801;290.214425;-16.476952;140.118447;0.999556;53.388830;50.385179;137.610033;0.999450;-18.571071;42.650829;133.011887;
2.780474;0.999698;292.092453;-16.786552;140.120572;0.999527;49.451189;50.870137;137.593734;0.999577;-19.214732;42.932681;133.021233;
2.793118;0.999678;292.128161;-16.830833;140.121578;0.999523;48.659413;50.910584;137.593171;0.999601;-19.183234;42.923153;133.026601;
2.801588;0.999664;292.093001;-16.857699;140.122364;0.999521;48.123219;50.928207;137.593267;0.999617;-19.133975;42.905188;133.030840;
2.846010;0.999595;291.132805;-16.960202;140.128112;0.999514;45.233925;50.897655;137.600057;0.999700;-18.505391;42.658895;133.061530;
2.882692;0.999543;289.449554;-16.993182;140.132830;0.999513;42.962330;50.732520;137.611816;0.999765;-17.570786;42.291485;133.094759;
2.882692;0.999543;289.449554;-16.993182;140.132830;0.999513;42.962330;50.732520;137.611816;0.999765;-17.570786;42.291485;133.094759;
2.882692;0.999543;289.449554;-16.993182;140.132830;0.999513;42.962330;50.732520;137.611816;0.999765;-17.570786;42.291485;133.094759;
2.882752;0.999543;289.446128;-16.993194;140.132838;0.999513;42.958665;50.732145;137.611841;0.999765;-17.568940;42.290759;133.094820;
2.882752;0.999543;289.439482;-17.001561;140.131640;0.999513;42.959655;50.737885;137.611212;0.999765;-17.567324;42.292084;133.094494;
2.882752;0.999543;289.439482;-17.001561;140.131640;0.999513;42.959655;50.737885;137.611212;0.999765;-17.567324;42.292084;133.094494;
2.882752;0.999543;289.439482;-17.001561;140.131640;0.999513;42.959655;50.737885;137.611212;0.999765;-17.567324;42.292084;133.094494;
2.882753;0.999543;289.439422;-17.001576;140.131640;0.999513;42.959583;50.737884;137.611213;0.999765;-17.567283;42.292067;133.094497;
2.882754;0.999543;289.439363;-17.001577;140.131640;0.999513;42.959520;50.737878;137.611214;0.999765;-17.567251;42.292054;133.094498;
2.882756;0.999543;289.439245;-17.001584;140.131641;0.999513;42.959389;50.737868;137.611215;0.999765;-17.567184;42.292027;133.094501;
2.882760;0.999543;289.439011;-17.001579;140.131641;0.999513;42.959139;50.737840;137.611216;0.999765;-17.567062;42.291980;133.094504;
2.882768;0.999543;289.438542;-17.001583;140.131642;0.999513;42.958631;50.737790;137.611219;0.999765;-17.566810;42.291880;133.094513;
2.882784;0.999543;289.437604;-17.001590;140.131644;0.999513;42.957614;50.737689;137.611226;0.999765;-17.566306;42.291682;133.094529;
2.882816;0.999543;289.435728;-17.001604;140.131649;0.999513;42.955582;50.737487;137.611239;0.999765;-17.565297;42.291284;133.094563;
2.882880;0.999543;289.431973;-17.001632;140.131657;0.999513;42.951518;50.737083;137.611266;0.999765;-17.563278;42.290488;133.094630;
2.883008;0.999542;289.424456;-17.001688;140.131675;0.999513;42.943391;50.736273;137.611319;0.999765;-17.559238;42.288895;133.094763;
2.883264;0.999542;289.409391;-17.001797;140.131710;0.999513;42.927143;50.734650;137.611426;0.999766;-17.551143;42.285703;133.095031;
2.883776;0.999541;289.379145;-17.002009;140.131779;0.999513;42.894671;50.731385;137.611640;0.999766;-17.534900;42.279299;133.095567;
2.884800;0.999540;289.318180;-17.002399;140.131919;0.999513;42.829820;50.724782;137.612071;0.999768;-17.502196;42.266406;133.096644;
2.886848;0.999537;289.194375;-17.003052;140.132197;0.999513;42.700501;50.711288;137.612946;0.999772;-17.435927;42.240283;133.098812;
2.890944;0.999531;288.939325;-17.003844;140.132753;0.999513;42.443447;50.683156;137.614747;0.999779;-17.299963;42.186706;133.103209;
2.899136;0.999520;288.400052;-17.003367;140.133853;0.999514;41.936087;50.622427;137.618546;0.999793;-17.014553;42.074344;133.112233;
2.915520;0.999498;287.209742;-16.994111;140.135981;0.999516;40.951430;50.484029;137.626871;0.999819;-16.391613;41.829733;133.131130;
2.948288;0.999459;284.425935;-16.942500;140.139702;0.999523;39.123287;50.147462;137.645991;0.999869;-14.952941;41.269010;133.171729;
2.983643;0.999425;280.967850;-16.842454;140.142265;0.999533;37.402434;49.721230;137.668949;0.999916;-13.166017;40.582071;133.217926;
2.986782;0.999422;280.638007;-16.831152;140.142427;0.999534;37.262235;49.680166;137.671104;0.999920;-12.995522;40.517032;133.222153;
3.013824;0.999401;277.643435;-16.716203;140.143437;0.999545;36.139737;49.304446;137.690456;0.999951;-11.446867;39.930047;133.259433;
3.014108;0.999401;277.611755;-16.714939;140.143437;0.999545;36.128922;49.300523;137.690656;0.999952;-11.430319;39.923814;133.259817;
3.014108;0.999401;277.611771;-16.714929;140.143438;0.999545;36.128913;49.300513;137.690656;0.999952;-11.430326;39.923828;133.259818;
3.014109;0.999401;277.611646;-16.714913;140.143439;0.999545;36.128879;49.300488;137.690657;0.999952;-11.430258;39.923799;133.259820;
3.014110;0.999401;277.611529;-16.714908;140.143439;0.999545;36.128840;49.300473;137.690658;0.999952;-11.430198;39.923776;133.259821;
3.014112;0.999401;277.611291;-16.714894;140.143440;0.999545;36.128765;49.300439;137.690660;0.999952;-11.430074;39.923728;133.259825;
3.014116;0.999401;277.610827;-16.714879;140.143439;0.999545;36.128607;49.300385;137.690662;0.999952;-11.429835;39.923639;133.259830;
3.014124;0.999401;277.609891;-16.714841;140.143439;0.999545;36.128296;49.300267;137.690668;0.999952;-11.429353;39.923457;133.259841;
3.014140;0.999401;277.608020;-16.714764;140.143440;0.999545;36.127674;49.300033;137.690680;0.999952;-11.428387;39.923092;133.259864;
3.014167;0.999401;277.604883;-16.714636;140.143440;0.999545;36.126632;49.299639;137.690700;0.999952;-11.426769;39.922480;133.259902;
3.014167;0.999401;277.604883;-16.714636;140.143440;0.999545;36.126632;49.299639;137.690700;0.999952;-11.426769;39.922480;133.259902;
3.014167;0.999401;277.604883;-16.714636;140.143440;0.999545;36.126632;49.299639;137.690700;0.999952;-11.426769;39.922480;133.259902;
3.014172;0.999401;277.604278;-16.714611;140.143440;0.999545;36.126430;49.299563;137.690704;0.999952;-11.426456;39.922362;133.259909;
3.014236;0.999401;277.596791;-16.714304;140.143441;0.999545;36.123944;49.298623;137.690752;0.999952;-11.422593;39.920903;133.259999;
3.014364;0.999401;277.581816;-16.713690;140.143444;0.999545;36.118974;49.296742;137.690848;0.999952;-11.414866;39.917984;133.260180;
3.014620;0.999401;277.551852;-16.712459;140.143449;0.999545;36.109045;49.292980;137.691040;0.999952;-11.399404;39.912144;133.260542;
3.015132;0.999400;277.491871;-16.709991;140.143458;0.999545;36.089236;49.285449;137.691423;0.999953;-11.368448;39.900453;133.261266;
3.016156;0.999399;277.371699;-16.705026;140.143474;0.999546;36.049809;49.270361;137.692191;0.999954;-11.306415;39.877034;133.262715;
3.018204;0.999398;277.130532;-16.694984;140.143503;0.999547;35.971719;49.240083;137.693730;0.999956;-11.181863;39.830047;133.265614;
3.022300;0.999395;276.645013;-16.674454;140.143538;0.999548;35.818605;49.179140;137.696816;0.999960;-10.930858;39.735495;133.271419;
3.030492;0.999391;275.662112;-16.631655;140.143523;0.999552;35.524712;49.055844;137.703021;0.999968;-10.421564;39.544217;133.283045;
3.046876;0.999382;273.655959;-16.539481;140.143135;0.999560;34.986556;48.804703;137.715506;0.999984;-9.376481;39.154092;133.306296;
3.068071;0.999374;271.008990;-16.408991;140.141901;0.999570;34.387948;48.475102;137.731608;1.000001;-7.982910;38.638774;133.336104;
3.068071;0.999374;271.008990;-16.408991;140.141901;0.999570;34.387948;48.475102;137.731608;1.000001;-7.982910;38.638774;133.336104;
3.068071;0.999374;271.008990;-16.408991;140.141901;0.999570;34.387948;48.475102;137.731608;1.000001;-7.982910;38.638774;133.336104;
3.068179;0.999374;270.995277;-16.408290;140.141892;0.999570;34.385164;48.473399;137.731690;1.000001;-7.975648;38.636104;133.336256;
3.068179;0.999374;270.995277;-16.408290;140.141892;0.999570;34.385164;48.473399;137.731690;1.000001;-7.975648;38.636104;133.336256;
3.068180;0.999374;270.995131;-16.408265;140.141889;0.999570;34.385132;48.473304;137.731687;1.000001;-7.975558;38.636156;133.336264;
3.068181;0.999374;270.995004;-16.408258;140.141889;0.999570;34.385106;48.473288;137.731688;1.000001;-7.975491;38.636131;133.336266;
3.068183;0.999374;270.994742;-16.408238;140.141888;0.999570;34.385052;48.473223;137.731688;1.000001;-7.975346;38.636114;133.336272;
3.068187;0.999374;270.994241;-16.408219;140.141889;0.999570;34.384953;48.473193;137.731692;1.000001;-7.975088;38.635983;133.336274;
3.068195;0.999374;270.993225;-16.408167;140.141888;0.999570;34.384748;48.473067;137.731699;1.000001;-7.974550;38.635785;133.336286;
3.068211;0.999374;270.991192;-16.408063;140.141887;0.999570;34.384338;48.472814;137.731711;1.000001;-7.973475;38.635389;133.336308;
3.068243;0.999374;270.987125;-16.407855;140.141885;0.999570;34.383519;48.472309;137.731735;1.000001;-7.971325;38.634598;133.336353;
3.068307;0.999374;270.978992;-16.407438;140.141880;0.999570;34.381883;48.471298;137.731784;1.000001;-7.967025;38.633017;133.336443;
3.068435;0.999374;270.962725;-16.406604;140.141870;0.999570;34.378612;48.469275;137.731882;1.000001;-7.958424;38.629852;133.336623;
3.068691;0.999374;270.930185;-16.404934;140.141850;0.999571;34.372082;48.465230;137.732077;1.000001;-7.941217;38.623523;133.336983;
3.069203;0.999374;270.865085;-16.401590;140.141809;0.999571;34.359072;48.457138;137.732468;1.000002;-7.906785;38.610860;133.337703;
3.070227;0.999373;270.734807;-16.394880;140.141727;0.999571;34.333246;48.440949;137.733250;1.000002;-7.837846;38.585517;133.339142;
3.072275;0.999373;270.473953;-16.381379;140.141556;0.999572;34.282368;48.408549;137.734811;1.000004;-7.699681;38.534766;133.342017;
3.076371;0.999372;269.951164;-16.354054;140.141190;0.999574;34.183703;48.343679;137.737929;1.000007;-7.422235;38.433018;133.347754;
3.084563;0.999370;268.902140;-16.298178;140.140363;0.999579;33.998653;48.213784;137.744136;1.000012;-6.863225;38.228674;133.359166;
3.100947;0.999368;266.797321;-16.182050;140.138324;0.999588;33.676850;47.954365;137.756390;1.000022;-5.731441;37.817636;133.381689;
3.133715;0.999370;262.614959;-15.936759;140.132752;0.999606;33.217131;47.444387;137.779925;1.000035;-3.435148;36.994407;133.425076;
3.199251;0.999396;254.750175;-15.431485;140.116382;0.999642;32.929256;46.509409;137.821008;1.000043;1.107504;35.405079;133.502160;
3.264787;0.999448;247.987046;-14.958862;140.094525;0.999677;33.325548;45.735727;137.852244;1.000023;5.351614;33.961749;133.563001;
3.303449;0.999488;244.745566;-14.721983;140.080444;0.999696;33.772349;45.376406;137.865331;1.000001;7.573994;33.220350;133.589852;
3.303449;0.999488;244.745543;-14.722060;140.080500;0.999696;33.772385;45.374594;137.865382;1.000001;7.574760;33.222702;133.590233;
3.303450;0.999488;244.745464;-14.722058;140.080499;0.999696;33.772401;45.374585;137.865382;1.000001;7.574815;33.222687;133.590234;
3.303451;0.999488;244.745385;-14.722052;140.080498;0.999696;33.772415;45.374576;137.865382;1.000001;7.574871;33.222668;133.590234;
3.303453;0.999488;244.745226;-14.722042;140.080497;0.999696;33.772446;45.374559;137.865382;1.000001;7.574982;33.222633;133.590235;
3.303457;0.999488;244.744911;-14.722016;140.080496;0.999696;33.772504;45.374524;137.865384;1.000001;7.575208;33.222557;133.590238;
3.303465;0.999488;244.744278;-14.721969;140.080493;0.999696;33.772622;45.374454;137.865386;1.000001;7.575658;33.222408;133.590243;
3.303481;0.999488;244.743014;-14.721875;140.080487;0.999696;33.772859;45.374315;137.865391;1.000001;7.576558;33.222111;133.590253;
3.303513;0.999488;244.740485;-14.721686;140.080474;0.999696;33.773331;45.374036;137.865400;1.000001;7.578358;33.221517;133.590273;
3.303563;0.999488;244.736537;-14.721391;140.080455;0.999696;33.774070;45.373601;137.865415;1.000001;7.581168;33.220590;133.590305;
3.303563;0.999488;244.736537;-14.721391;140.080455;0.999696;33.774070;45.373601;137.865415;1.000001;7.581168;33.220590;133.590305;
3.303563;0.999488;244.736537;-14.721391;140.080455;0.999696;33.774070;45.373601;137.865415;1.000001;7.581168;33.220590;133.590305;
3.303577;0.999488;244.735429;-14.721308;140.080450;0.999696;33.774277;45.373479;137.865420;1.000001;7.581958;33.220329;133.590314;
