time;NETWORK_Bus12_lineB6B12_switch_state_value;NETWORK_Bus13_lineB12B13_switch_state_value;NETWORK_Bus12_lineB12B13_switch_state_value;NETWORK_Bus12_load12_switch_state_value;NETWORK__BUS___12-BUS___13-1_AC_state_value;NETWORK__BUS___12-BUS___13-1_AC_U1_value;NETWORK__BUS___12-BUS___13-1_AC_U2_value;NETWORK__BUS____6-BUS___12-1_AC_state_value;NETWORK__BUS____6-BUS___12-1_AC_U1_value;NETWORK__BUS____6-BUS___12-1_AC_U2_value;NETWORK__BUS____6_TN_U_value;NETWORK_Bus12_1A_U_value;NETWORK_calculatedBus__BUS___12_VL_0_switchOff_value;NETWORK_calculatedBus__BUS___12_VL_1_switchOff_value;NETWORK_calculatedBus__BUS___12_VL_2_switchOff_value;NETWORK_calculatedBus__BUS___12_VL_3_switchOff_value;NETWORK_calculatedBus__BUS___12_VL_0_U_value;NETWORK_calculatedBus__BUS___12_VL_1_U_value;NETWORK_calculatedBus__BUS___12_VL_2_U_value;NETWORK_calculatedBus__BUS___12_VL_3_U_value;NETWORK_calculatedBus__BUS___12_VL_1_ACPIN_V_re;NETWORK_calculatedBus__BUS___12_VL_1_ACPIN_V_im;NETWORK_calculatedBus__BUS___12_VL_1_ACPIN_i_re;NETWORK_calculatedBus__BUS___12_VL_1_ACPIN_i_im;NETWORK_Bus13_1A_U_value;_LOAD__12_EC_load_switchOffSignal1;_LOAD__12_EC_load_switchOffSignal2;_LOAD__12_EC_load_running;_LOAD__12_EC_load_PPu;_LOAD__12_EC_load_QPu;NETWORK_Bus12_1A_switchOff;NETWORK_Bus12_1A_phi_value;NETWORK_Bus12_1A_Upu_value;ReclosingLOVR_lackOfVoltageRelay_switchControlSignal;ReclosingLOVR_lackOfVoltageRelay_tripCond;ReclosingLOVR_lackOfVoltageRelay_busRecCond;ReclosingLOVR_lackOfVoltageRelay_recloseCond;ReclosingLOVR_lackOfVoltageRelay_sleepMode;
251.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
252.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
253.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
254.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
255.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
256.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
257.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
258.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
259.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
260.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
261.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
262.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
263.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
264.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
265.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
266.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
267.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
268.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
269.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
270.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
271.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
272.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
273.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
274.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
275.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
276.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
277.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
278.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
279.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
280.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
281.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
282.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
283.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
284.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
285.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
286.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
287.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
288.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
289.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
290.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
291.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
292.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
293.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
294.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
295.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
296.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
297.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
298.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
299.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
300.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
301.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
302.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
303.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
304.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
305.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
306.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
307.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
308.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
309.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
310.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
311.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
312.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
