"time","deltaFrequency"
40.042,-9.825453424383568e-5
40.043,-9.678731225903903e-5
40.044,-9.531963569742175e-5
40.045,-9.385190496402629e-5
40.046,-9.23841320670249e-5
40.047,-9.091632900037894e-5
40.048,-8.944850777226065e-5
40.049,-8.798068041215856e-5
40.05,-8.651285893535032e-5
40.051,-8.504505535000817e-5
40.052,-8.35772817069369e-5
40.053,-8.21095500285196e-5
40.054,-8.064187235135023e-5
40.055,-7.9174260733339e-5
40.056,-7.770672720397442e-5
40.057,-7.623928383537759e-5
40.058,-7.47719426783533e-5
40.059,-7.330471579081177e-5
40.06,-7.183761524487409e-5
40.061,-7.037065311976676e-5
40.062,-6.890384148050543e-5
40.063,-6.743719243473834e-5
40.064,-6.597071803327026e-5
40.065,-6.45044304050657e-5
40.066,-6.303834162935118e-5
40.067,-6.157246380666948e-5
40.068,-6.0106809051774235e-5
40.069,-5.8641389472313676e-5
40.07,-5.717621719014687e-5
40.071,-5.571130432713289e-5
40.072,-5.424666299091996e-5
40.073,-5.2782305338894275e-5
40.074,-5.1318243500020344e-5
40.075,-4.985448961036809e-5
40.076,-4.8391055827323726e-5
40.077,-4.6927954286957174e-5
40.078,-4.5465197146654646e-5
40.079,-4.4002796578013204e-5
40.08,-4.254076473841906e-5
40.081,-4.1079113813680124e-5
40.082,-3.9617855954077186e-5
40.083,-3.8157003359629016e-5
40.084,-3.6696568209038105e-5
40.085,-3.523656268811237e-5
40.086,-3.377699899687059e-5
40.087,-3.231788933533153e-5
40.088,-3.085924591061939e-5
40.089,-2.9401080922752953e-5
40.09,-2.7943406593067266e-5
40.091,-2.6486235142897385e-5
40.092,-2.5029578793578366e-5
40.093,-2.357344978065612e-5
40.094,-2.2117860318360272e-5
40.095,-2.0662822670658443e-5
40.096,-1.9208349065991115e-5
40.097,-1.7754451747009625e-5
40.098,-1.630114298478702e-5
40.099,-1.4848435036185492e-5
40.1,-1.3396340150961805e-5
40.101,-1.1944870600189006e-5
40.102,-1.0494038662045568e-5
40.103,-9.043856614709966e-6
40.104,-7.594336736360674e-6
40.105,-6.145491312281592e-6
40.106,-4.697332649072905e-6
40.107,-3.249873032018513e-6
40.108,-1.8031247677186002e-6
40.109,-3.571001485624947e-7
40.11,1.088188483322483e-6
40.111,2.532728842652432e-6
40.112,3.976508594405459e-6
40.113,5.4195154035596715e-6
40.114,6.861736956409459e-6
40.115,8.303160896616646e-6
40.116,9.743774896264767e-6
40.117,1.1183566613226503e-5
40.118,1.2622523684058251e-5
40.119,1.406063376663269e-5
40.12,1.5497884483295365e-5
40.121,1.6934263491918955e-5
40.122,1.836975839353272e-5
40.123,1.9804356838903914e-5
40.124,2.1238046436167224e-5
40.125,2.2670814800562766e-5
40.126,2.410264954022523e-5
40.127,2.5533572753033695e-5
40.128,2.69649498960689e-5
40.129,2.8395418915749815e-5
40.13,2.9824968599712065e-5
40.131,3.1253587749802136e-5
40.132,3.268126518207737e-5
40.133,3.4107989698384245e-5
40.134,3.5533750114780105e-5
40.135,3.6958535254427716e-5
40.136,3.8382333933384416e-5
40.137,3.9805134996129254e-5
40.138,4.1226927265825e-5
40.139,4.264769957273984e-5
40.14,4.4067440768458255e-5
40.141,4.548613970456472e-5
40.142,4.6903785225538286e-5
40.143,4.832036619717428e-5
40.144,4.973587147105718e-5
40.145,5.115028990587689e-5
40.146,5.256361038874502e-5
40.147,5.3975821778351474e-5
40.148,5.5386912961807866e-5
40.149,5.679687281912038e-5
40.15,5.8205690251611486e-5
40.151,5.961335413218194e-5
40.152,6.1019853369259636e-5
40.153,6.242517685706162e-5
40.154,6.38293135111212e-5
40.155,6.523225223276086e-5
40.156,6.663398194461934e-5
40.157,6.803449156933539e-5
40.158,6.943377002244233e-5
40.159,7.083180622657892e-5
40.16,7.222858913991104e-5
40.161,7.362410767086658e-5
40.162,7.501835078471686e-5
40.163,7.641130742541691e-5
40.164,7.780296653692176e-5
40.165,7.919331707029187e-5
40.166,8.058234800500941e-5
40.167,8.197004829213483e-5
40.168,8.335640690404489e-5
40.169,8.474141282022174e-5
40.17,8.612505501304213e-5
40.171,8.750732246198822e-5
40.172,8.888820416785848e-5
40.173,9.026768911724048e-5
40.174,9.164576631093269e-5
40.175,9.302242473552269e-5
40.176,9.439765342023065e-5
40.177,9.57714413587496e-5
40.178,9.714377757319426e-5
40.179,9.851465107857393e-5
40.18,9.988405091121422e-5
40.181,1.0125196609322984e-4
40.182,1.0261838564673553e-4
40.183,1.0398329862226774e-4
40.184,1.0534669405615205e-4
40.185,1.0670856101313575e-4
40.186,1.0806888852243901e-4
40.187,1.0942766564880912e-4
40.188,1.1078488144988796e-4
40.189,1.1214052500463367e-4
40.19,1.134945853635827e-4
40.191,1.1484705161279862e-4
40.192,1.1619791283123959e-4
40.193,1.1754715809786376e-4
40.194,1.1889477650584013e-4
40.195,1.2024075714123228e-4
40.196,1.2158508911142007e-4
40.197,1.2292776150957252e-4
40.198,1.2426876343596405e-4
40.199,1.256080840192908e-4
40.2,1.269457123598272e-4
40.201,1.2828163758626943e-4
40.202,1.2961584881310273e-4
40.203,1.309483351761287e-4
40.204,1.3227908581825432e-4
40.205,1.3360808985396488e-4
40.206,1.349353364545891e-4
40.207,1.3626081474882312e-4
40.208,1.3758451388667936e-4
40.209,1.3890642303948653e-4
40.21,1.402265313430462e-4
40.211,1.4154482799710877e-4
40.212,1.4286191945700466e-4
40.213,1.441775466801687e-4
40.214,1.4549137186747885e-4
40.215,1.4680338502870427e-4
40.216,1.4811357614519238e-4
40.217,1.4942193523381775e-4
40.218,1.5072845231145493e-4
40.219,1.5203311741629477e-4
40.22,1.533359205794227e-4
40.221,1.5463685187455667e-4
40.222,1.5593590133988755e-4
40.223,1.572330590704496e-4
40.224,1.5852831513285537e-4
40.225,1.5982165965056083e-4
40.226,1.611130827043894e-4
40.227,1.6240257442490247e-4
40.228,1.6369012494266144e-4
40.229,1.6497572439533315e-4
40.23,1.662593629205844e-4
40.231,1.6754103069871462e-4
40.232,1.6882071789581232e-4
40.233,1.7009841467796605e-4
40.234,1.7137411126810775e-4
40.235,1.7264779784653683e-4
40.236,1.7391946464329067e-4
40.237,1.7518910187419579e-4
40.238,1.76456699776395e-4
40.239,1.7772224861545283e-4
40.24,1.7898573862140665e-4
40.241,1.8024716008113728e-4
40.242,1.8150650326731466e-4
40.243,1.8276375848103044e-4
40.244,1.8401891601627085e-4
40.245,1.852719661883384e-4
40.246,1.8652289931253563e-4
40.247,1.8777170573258672e-4
40.248,1.890183757851105e-4
40.249,1.90262899828042e-4
40.25,1.915052682335272e-4
40.251,1.9274547138081743e-4
40.252,1.9398349964205863e-4
40.253,1.9521934343913472e-4
40.254,1.9645299315129705e-4
40.255,1.9768443922174583e-4
40.256,1.9891367207947042e-4
40.257,2.0014068215346015e-4
40.258,2.0136545991533694e-4
40.259,2.0258799582251186e-4
40.26,2.0380828033950138e-4
40.261,2.050263039592437e-4
40.262,2.062420571675716e-4
40.263,2.074555304929504e-4
40.264,2.0866671443542373e-4
40.265,2.098755995234569e-4
40.266,2.1108217630683157e-4
40.267,2.1228643532111846e-4
40.268,2.1348836713741548e-4
40.269,2.1468796233392595e-4
40.27,2.1588521147464235e-4
40.271,2.170801051661897e-4
40.272,2.182726340080876e-4
40.273,2.1946278861406654e-4
40.274,2.206505596120678e-4
40.275,2.2183593763713816e-4
40.276,2.2301891333853519e-4
40.277,2.2419947736551649e-4
40.278,2.253776204028668e-4
40.279,2.2655333311405457e-4
40.28,2.2772660620518081e-4
40.281,2.2889743036103027e-4
40.282,2.3006579630191482e-4
40.283,2.3123169475525174e-4
40.284,2.323951164413529e-4
40.285,2.3355605211605734e-4
40.286,2.3471449252809862e-4
40.287,2.3587042845463202e-4
40.288,2.37023850658602e-4
40.289,2.3817474993137466e-4
40.29,2.3932311707852705e-4
40.291,2.4046894289142529e-4
40.292,2.416122182111735e-4
40.293,2.4275293385755958e-4
40.294,2.4389108067879306e-4
40.295,2.450266495159781e-4
40.296,2.461599340577436e-4
40.297,2.472914631326262e-4
40.298,2.4842043611528197e-4
40.299,2.495468448486804e-4
40.3,2.506706811900017e-4
40.301,2.5179193700353153e-4
40.302,2.529106042032936e-4
40.303,2.540266746962061e-4
40.304,2.5514014040339816e-4
40.305,2.5625099329573686e-4
40.306,2.57359225322773e-4
40.307,2.5846482847668995e-4
40.308,2.5956779477098735e-4
40.309,2.6066811621916486e-4
40.31,2.617657848560384e-4
40.311,2.6286079274484564e-4
40.312,2.639531319701405e-4
40.313,2.6504279462358227e-4
40.314,2.661297728110412e-4
40.315,2.672140586739147e-4
40.316,2.682956443536e-4
40.317,2.693745220199162e-4
40.318,2.7045068387110405e-4
40.319,2.715241220911935e-4
40.32,2.7259482891395237e-4
40.321,2.7366279658025405e-4
40.322,2.747280173451827e-4
40.323,2.757904834851388e-4
40.324,2.7685018729783906e-4
40.325,2.779071211023165e-4
40.326,2.789612772176042e-4
40.327,2.800126479982623e-4
40.328,2.810612258130618e-4
40.329,2.821070030449846e-4
40.33,2.8314997210543424e-4
40.331,2.8419012541291977e-4
40.332,2.8522745540016103e-4
40.333,2.862619545282996e-4
40.334,2.8729361527979336e-4
40.335,2.88322430151311e-4
40.336,2.893483916466266e-4
40.337,2.9037149230504156e-4
40.338,2.913917246729625e-4
40.339,2.9240908131100696e-4
40.34,2.934235548224251e-4
40.341,2.944351377962562e-4
40.342,2.954438228499612e-4
40.343,2.964496026365282e-4
40.344,2.9745246980894535e-4
40.345,2.9845241704151704e-4
40.346,2.9944943703696936e-4
40.347,3.004435224980284e-4
40.348,3.0143466616294745e-4
40.349,3.0242286077708513e-4
40.35,3.034080991071164e-4
40.351,3.0439037394813795e-4
40.352,3.0536967808103554e-4
40.353,3.0634600435064385e-4
40.354,3.0731934558758667e-4
40.355,3.082896946509095e-4
40.356,3.092570444138687e-4
40.357,3.1022138777814234e-4
40.358,3.1118271765251393e-4
40.359,3.1214102696708323e-4
40.36,3.130963086661609e-4
40.361,3.140485557295847e-4
40.362,3.1499776113008693e-4
40.363,3.1594391787592713e-4
40.364,3.168870189824702e-4
40.365,3.1782705750771356e-4
40.366,3.187640264954439e-4
40.367,3.1969791901076405e-4
40.368,3.206287281756204e-4
40.369,3.2155644707643205e-4
40.37,3.224810688635671e-4
40.371,3.2340258667318267e-4
40.372,3.243209936769631e-4
40.373,3.2523628306080354e-4
40.374,3.2614844802481e-4
40.375,3.2705748179040484e-4
40.376,3.2796337760032657e-4
40.377,3.2886612871152465e-4
40.378,3.297657283951594e-4
40.379,3.306621699579182e-4
40.38,3.315554466993831e-4
40.381,3.324460222984271e-4
40.382,3.3333349894348885e-4
40.383,3.342178173824095e-4
40.384,3.350989716537356e-4
40.385,3.359769558244352e-4
40.386,3.368517639756874e-4
40.387,3.3772339024551457e-4
40.388,3.3859182876483374e-4
40.389,3.394570736929836e-4
40.39,3.4031911925325176e-4
40.391,3.4117795965471487e-4
40.392,3.4203358916329307e-4
40.393,3.4288600203780106e-4
40.394,3.437351926010024e-4
40.395,3.445811551898714e-4
40.396,3.454238841698043e-4
40.397,3.4626337391330253e-4
40.398,3.470996188497111e-4
40.399,3.4793261342258575e-4
40.4,3.487623520967986e-4
40.401,3.495888293869598e-4
40.402,3.5041203981478475e-4
40.403,3.512319779304107e-4
40.404,3.5204863831950206e-4
40.405,3.5286201559614483e-4
40.406,3.536721044099522e-4
40.407,3.54478899403432e-4
40.408,3.5528239529014627e-4
40.409,3.5608258679076243e-4
40.41,3.568794686472643e-4
40.411,3.5767303565137354e-4
40.412,3.584632826019174e-4
40.413,3.59250204347461e-4
40.414,3.600337957365696e-4
40.415,3.6081405167465164e-4
40.416,3.615909670742212e-4
40.417,3.623645368904249e-4
40.418,3.6313475609972556e-4
40.419,3.6390161970700774e-4
40.42,3.6466512275268315e-4
40.421,3.6542526029847977e-4
40.422,3.6618202744165274e-4
40.423,3.66935419293668e-4
40.424,3.6768543100862416e-4
40.425,3.6843205777614685e-4
40.426,3.691752947929672e-4
40.427,3.699151372984488e-4
40.428,3.7065158056037717e-4
40.429,3.713846198749593e-4
40.43,3.7211425057392944e-4
40.431,3.728404679890218e-4
40.432,3.7356326753013036e-4
40.433,3.7428264459293814e-4
40.434,3.7499859462997165e-4
40.435,3.757111130937574e-4
40.436,3.7642019550077066e-4
40.437,3.771258373816977e-4
40.438,3.7782803428854095e-4
40.439,3.7852678181593546e-4
40.44,3.7922207557983256e-4
40.441,3.7991391122460527e-4
40.442,3.806022844372592e-4
40.443,3.812871909261162e-4
40.444,3.81968626413709e-4
40.445,3.826465866865192e-4
40.446,3.833210675381338e-4
40.447,3.8399206478345604e-4
40.448,3.846595742942327e-4
40.449,3.8532359194931587e-4
40.45,3.859841136772957e-4
40.451,3.866411354138677e-4
40.452,3.8729465315157086e-4
40.453,3.879446628900496e-4
40.454,3.885911606644754e-4
40.455,3.8923414255265243e-4
40.456,3.89873604653701e-4
40.457,3.905095431022687e-4
40.458,3.9114195404010843e-4
40.459,3.917708336800274e-4
40.46,3.9239617823483286e-4
40.461,3.9301798395996457e-4
40.462,3.9363624714638945e-4
40.463,3.9425096408507443e-4
40.464,3.94862131159357e-4
40.465,3.9546984039873223e-4
40.466,3.960740878525826e-4
40.467,3.966747839641016e-4
40.468,3.9727192541505474e-4
40.469,3.9786550895826167e-4
40.47,3.9845553135364753e-4
40.471,3.9904198940377e-4
40.472,3.996248799396085e-4
40.473,4.002041998418804e-4
40.474,4.007799459984085e-4
40.475,4.0135211537517534e-4
40.476,4.01920704931058e-4
40.477,4.024857116675662e-4
40.478,4.030471326430529e-4
40.479,4.0360496493008213e-4
40.48,4.0415920564385033e-4
40.481,4.047098519279757e-4
40.482,4.0525690097581446e-4
40.483,4.0580034999493364e-4
40.484,4.063401962497437e-4
40.485,4.068764370259714e-4
40.486,4.074090696519761e-4
40.487,4.079380914774333e-4
40.488,4.084634999017567e-4
40.489,4.089852923669923e-4
40.49,4.0950346632229184e-4
40.491,4.100180192878611e-4
40.492,4.105289487910113e-4
40.493,4.110362524087918e-4
40.494,4.115399277466736e-4
40.495,4.12039972466971e-4
40.496,4.1253638423199845e-4
40.497,4.130291607680192e-4
40.498,4.1351829983682364e-4
40.499,4.14003799214413e-4
40.5,4.144856567336319e-4
40.501,4.149638702628522e-4
40.502,4.1543843769886735e-4
40.503,4.15909356973998e-4
40.504,4.163766260703028e-4
40.505,4.1684024299115663e-4
40.506,4.1730020577546156e-4
40.507,4.1775651251896306e-4
40.508,4.1820916133161745e-4
40.509,4.1865815037311904e-4
40.51,4.191034778457947e-4
40.511,4.1954514197328763e-4
40.512,4.1998314102897893e-4
40.513,4.2041747330046064e-4
40.514,4.2084813714637903e-4
40.515,4.2127513094669666e-4
40.516,4.216984531097978e-4
40.517,4.221181021080156e-4
40.518,4.225340764136831e-4
40.519,4.2294637456308237e-4
40.52,4.23354995120917e-4
40.521,4.237599367016287e-4
40.522,4.241611979409754e-4
40.523,4.245587775173476e-4
40.524,4.2495267415887383e-4
40.525,4.253428866221043e-4
40.526,4.257294136920109e-4
40.527,4.26112254210409e-4
40.528,4.2649140704753563e-4
40.529,4.26866871109155e-4
40.53,4.272386453507693e-4
40.531,4.276067287491969e-4
40.532,4.279711203380998e-4
40.533,4.2833181917956153e-4
40.534,4.286888243640874e-4
40.535,4.2904213505323696e-4
40.536,4.2939175041567523e-4
40.537,4.2973766966269977e-4
40.538,4.3007989206245156e-4
40.539,4.304184169114933e-4
40.54,4.307532435419148e-4
40.541,4.3108437132843846e-4
40.542,4.314117996955247e-4
40.543,4.3173552807473925e-4
40.544,4.3205555596870227e-4
40.545,4.323718829226664e-4
40.546,4.3268450848898965e-4
40.547,4.32993432283979e-4
40.548,4.3329865395946854e-4
40.549,4.33600099540854e-4
40.55,4.338973891933051e-4
40.551,4.341909499956387e-4
40.552,4.3448078108809796e-4
40.553,4.347668816961914e-4
40.554,4.350492510383219e-4
40.555,4.3532788837552516e-4
40.556,4.356027930043638e-4
40.557,4.358739642569276e-4
40.558,4.3614140147241187e-4
40.559,4.3640510406106614e-4
40.56,4.366650714189291e-4
40.561,4.369213030130936e-4
40.562,4.3717379831065273e-4
40.563,4.374225568426482e-4
40.564,4.3766757815433266e-4
40.565,4.3790886180516964e-4
40.566,4.3814640741857147e-4
40.567,4.3838021463216137e-4
40.568,4.3861028311198424e-4
40.569,4.388366125667176e-4
40.57,4.3905920273346055e-4
40.571,4.3927805337062864e-4
40.572,4.394931642792699e-4
40.573,4.3970453529595943e-4
40.574,4.3991216627858876e-4
40.575,4.4011605712057644e-4
40.576,4.403162077437628e-4
40.577,4.4051261811262066e-4
40.578,4.4070528819872834e-4
40.579,4.4089421805182383e-4
40.58,4.4107940770032883e-4
40.581,4.4126085724371933e-4
40.582,4.414385667814713e-4
40.583,4.416125364770096e-4
40.584,4.417827665079699e-4
40.585,4.4194925708040955e-4
40.586,4.4211200844301857e-4
40.587,4.4227102086580317e-4
40.588,4.4242629466140215e-4
40.589,4.425778301637706e-4
40.59,4.4272562776370705e-4
40.591,4.4286968784490455e-4
40.592,4.4301001084079417e-4
40.593,4.4314659723454497e-4
40.594,4.432794475235369e-4
40.595,4.434085622335715e-4
40.596,4.4353394193308304e-4
40.597,4.4365558720471654e-4
40.598,4.437734987021713e-4
40.599,4.4388767707204124e-4
40.6,4.439981230035528e-4
40.601,4.44104837228565e-4
40.602,4.4420782051446395e-4
40.603,4.4430707362863586e-4
40.604,4.4440259740952115e-4
40.605,4.4449439269556024e-4
40.606,4.445824603891424e-4
40.607,4.4466680140686776e-4
40.608,4.4474741669375817e-4
40.609,4.44824307237468e-4
40.61,4.4489747405407343e-4
40.611,4.449669181880722e-4
40.612,4.4503264072659476e-4
40.613,4.450946427709823e-4
40.614,4.4515292548652496e-4
40.615,4.4520749002430193e-4
40.616,4.452583376206576e-4
40.617,4.4530546950483085e-4
40.618,4.4534888695579866e-4
40.619,4.4538859128806507e-4
40.62,4.45424583830345e-4
40.621,4.4545686596109135e-4
40.622,4.454854390942842e-4
40.623,4.4551030465100894e-4
40.624,4.455314641234054e-4
40.625,4.4554891899650784e-4
40.626,4.4556267081929946e-4
40.627,4.4557272114786883e-4
40.628,4.455790716022534e-4
40.629,4.4558172380959604e-4
40.63,4.455806794254613e-4
40.631,4.455759401622572e-4
40.632,4.45567507753708e-4
40.633,4.455553839619597e-4
40.634,4.455394767646226e-4
40.635,4.455198480926015e-4
40.636,4.4549652735526024e-4
40.637,4.454695162792177e-4
40.638,4.4543881664793616e-4
40.639,4.4540443027329957e-4
40.64,4.4536635898140275e-4
40.641,4.453246046622894e-4
40.642,4.4527916919179233e-4
40.643,4.452300545239041e-4
40.644,4.4517726259130086e-4
40.645,4.4512079541192406e-4
40.646,4.4506065499660963e-4
40.647,4.449968434059315e-4
40.648,4.449293627146744e-4
40.649,4.4485821504736123e-4
40.65,4.447834025427255e-4
40.651,4.4470492738923895e-4
40.652,4.4462279178958397e-4
40.653,4.445369979819702e-4
40.654,4.4444754824013444e-4
40.655,4.443544448662351e-4
40.656,4.4425769019085237e-4
40.657,4.4415728657298814e-4
40.658,4.4405323641427685e-4
40.659,4.4394554213766924e-4
40.66,4.4383420620164316e-4
40.661,4.4371923108599276e-4
40.662,4.436006193202502e-4
40.663,4.4347837345526386e-4
40.664,4.4335249605609306e-4
40.665,4.4322298974464047e-4
40.666,4.430898571641251e-4
40.667,4.4295310098618756e-4
40.668,4.428127239108903e-4
40.669,4.4266872868803375e-4
40.67,4.4252111806741823e-4
40.671,4.4236989485568756e-4
40.672,4.4221506188080184e-4
40.673,4.420566220133537e-4
40.674,4.4189457812393584e-4
40.675,4.4172893315419515e-4
40.676,4.415596900386731e-4
40.677,4.413868517758601e-4
40.678,4.4121042137845734e-4
40.679,4.410304018875877e-4
40.68,4.4084679638700663e-4
40.681,4.4065960798889137e-4
40.682,4.4046883982673535e-4
40.683,4.402744950695592e-4
40.684,4.4007657692901603e-4
40.685,4.398750886238645e-4
40.686,4.396700334439174e-4
40.687,4.394614146576714e-4
40.688,4.3924923561178275e-4
40.689,4.390334996529077e-4
40.69,4.3881421017033517e-4
40.691,4.385913705959865e-4
40.692,4.3836498438309945e-4
40.693,4.381350549920171e-4
40.694,4.379015859612423e-4
40.695,4.37664580815067e-4
40.696,4.374240431488374e-4
40.697,4.371799765650053e-4
40.698,4.369323847015494e-4
40.699,4.3668127123197564e-4
40.7,4.364266398511063e-4
40.701,4.3616849429639615e-4
40.702,4.3590683832661625e-4
40.703,4.3564167574317025e-4
40.704,4.353730103758835e-4
40.705,4.3510084608300303e-4
40.706,4.348251867440922e-4
40.707,4.3454603628845234e-4
40.708,4.342633986595956e-4
40.709,4.3397727785787765e-4
40.71,4.336876778765486e-4
40.711,4.333946027728075e-4
40.712,4.3309805662516965e-4
40.713,4.3279804354057205e-4
40.714,4.3249456766147887e-4
40.715,4.321876331445651e-4
40.716,4.3187724421756e-4
40.717,4.3156340509398206e-4
40.718,4.3124600088617626e-4
40.719,4.309249593816844e-4
40.72,4.306004651724038e-4
40.721,4.302725222444792e-4
40.722,4.299411345911608e-4
40.723,4.296063062554367e-4
40.724,4.29268041294506e-4
40.725,4.289263437939894e-4
40.726,4.285812178608239e-4
40.727,4.2823266763036827e-4
40.728,4.278806972735083e-4
40.729,4.275253109682353e-4
40.73,4.271665129422786e-4
40.731,4.2680430743757825e-4
40.732,4.2643869870317985e-4
40.733,4.260696910520778e-4
40.734,4.2569728880437196e-4
40.735,4.2532149628726756e-4
40.736,4.249423178919187e-4
40.737,4.2455975800947954e-4
40.738,4.2417382105952584e-4
40.739,4.2378451149716057e-4
40.74,4.2339183379880296e-4
40.741,4.229957924550831e-4
40.742,4.225963920063691e-4
40.743,4.2219363700013446e-4
40.744,4.2178753201227437e-4
40.745,4.2137808166131663e-4
40.746,4.2096529055157816e-4
40.747,4.205491633584302e-4
40.748,4.201297047643493e-4
40.749,4.1970691947312844e-4
40.75,4.192808122098768e-4
40.751,4.188513877423361e-4
40.752,4.18418650852459e-4
40.753,4.179826063506198e-4
40.754,4.175432590756145e-4
40.755,4.1710061387334463e-4
40.756,4.1665467565366043e-4
40.757,4.162054493122014e-4
40.758,4.157529397872395e-4
40.759,4.1529715204546847e-4
40.76,4.1483809108200376e-4
40.761,4.143757618919608e-4
40.762,4.139101695415093e-4
40.763,4.134413190612918e-4
40.764,4.129692155743214e-4
40.765,4.124938641680842e-4
40.766,4.1201527000112037e-4
40.767,4.115334382390756e-4
40.768,4.110483740618065e-4
40.769,4.105600826918021e-4
40.77,4.100685693657624e-4
40.771,4.0957383936301994e-4
40.772,4.090758979629072e-4
40.773,4.085747504731785e-4
40.774,4.0807040225132596e-4
40.775,4.0756285866905273e-4
40.776,4.070521251051673e-4
40.777,4.0653820698111076e-4
40.778,4.06021109732535e-4
40.779,4.0550083884483e-4
40.78,4.049773997891748e-4
40.781,4.0445079809359186e-4
40.782,4.039210392932091e-4
40.783,4.033881289586816e-4
40.784,4.0285207268198064e-4
40.785,4.023128760763939e-4
40.786,4.0177054479073604e-4
40.787,4.012250844809273e-4
40.788,4.00676500838415e-4
40.789,4.001247995830681e-4
40.79,3.9956998646317743e-4
40.791,3.990120672199282e-4
40.792,3.9845104766556005e-4
40.793,3.978869335981017e-4
40.794,3.973197308724252e-4
40.795,3.9674944534340284e-4
40.796,3.961760828943284e-4
40.797,3.955996494440228e-4
40.798,3.95020150925518e-4
40.799,3.9443759330737294e-4
40.8,3.93851982565252e-4
40.801,3.932633247174522e-4
40.802,3.926716228832561e-4
40.803,3.920766956753141e-4
40.804,3.9147873000189293e-4
40.805,3.908777317249701e-4
40.806,3.902737067349449e-4
40.807,3.896666609577437e-4
40.808,3.8905660032639844e-4
40.809,3.884435307810463e-4
40.81,3.8782745831866805e-4
40.811,3.8720838892203346e-4
40.812,3.865863286307558e-4
40.813,3.8596128345602665e-4
40.814,3.853332594871972e-4
40.815,3.8470226278519704e-4
40.816,3.8406829946069365e-4
40.817,3.8343137563856544e-4
40.818,3.8279149745790164e-4
40.819,3.821486710862132e-4
40.82,3.8150290271232734e-4
40.821,3.808541985321767e-4
40.822,3.802025647701157e-4
40.823,3.7954800769313124e-4
40.824,3.788905335397885e-4
40.825,3.7823014861970705e-4
40.826,3.7756685922829547e-4
40.827,3.7690067169648955e-4
40.828,3.7623159237654136e-4
40.829,3.7555962762780837e-4
40.83,3.7488478385228063e-4
40.831,3.742070674448428e-4
40.832,3.73526484843012e-4
40.833,3.7284304249141087e-4
40.834,3.721567468559783e-4
40.835,3.714676044381804e-4
40.836,3.7077562172527223e-4
40.837,3.700808052684579e-4
40.838,3.693831615976251e-4
40.839,3.6868269729239955e-4
40.84,3.6797941893240704e-4
40.841,3.6727333313990584e-4
40.842,3.665644465300488e-4
40.843,3.6585276574641057e-4
40.844,3.651382974680928e-4
40.845,3.6442104835998634e-4
40.846,3.6370102515093095e-4
40.847,3.629782345626609e-4
40.848,3.622526833169104e-4
40.849,3.6152437819936267e-4
40.85,3.607933259957008e-4
40.851,3.600595334916079e-4
40.852,3.593230075153997e-4
40.853,3.585837549096027e-4
40.854,3.5784178253805976e-4
40.855,3.570970972717191e-4
40.856,3.563497060170562e-4
40.857,3.555996156805463e-4
40.858,3.5484683319708665e-4
40.859,3.540913655371014e-4
40.86,3.533332196639094e-4
40.861,3.525724025763566e-4
40.862,3.5180892128749974e-4
40.863,3.510427828103957e-4
40.864,3.5027399421494465e-4
40.865,3.49502562556836e-4
40.866,3.487284949272862e-4
40.867,3.479517984246172e-4
40.868,3.4717248018978353e-4
40.869,3.4639054734242336e-4
40.87,3.4560600706612377e-4
40.871,3.448188665160501e-4
40.872,3.4402913291131654e-4
40.873,3.4323681345682644e-4
40.874,3.4244191538590485e-4
40.875,3.416444459531931e-4
40.876,3.4084441244175423e-4
40.877,3.4004182212044043e-4
40.878,3.392366823078419e-4
40.879,3.3842900032254875e-4
40.88,3.3761878351867836e-4
40.881,3.368060392432426e-4
40.882,3.3599077489299134e-4
40.883,3.351729978433582e-4
40.884,3.3435271552662016e-4
40.885,3.3352993537505427e-4
40.886,3.327046648351484e-4
40.887,3.318769806242017e-4
40.888,3.310468644457387e-4
40.889,3.302142858103707e-4
40.89,3.293792523990646e-4
40.891,3.2854177186436573e-4
40.892,3.277018519156627e-4
40.893,3.268595002552388e-4
40.894,3.2601472463511527e-4
40.895,3.251675327931025e-4
40.896,3.2431793250964347e-4
40.897,3.2346593157939196e-4
40.898,3.226115377970018e-4
40.899,3.217547590139702e-4
40.9,3.208956030675836e-4
40.901,3.2003407782355e-4
40.902,3.191701911759992e-4
40.903,3.1830395104037734e-4
40.904,3.174353653179196e-4
40.905,3.1656444197381006e-4
40.906,3.1569118895902193e-4
40.907,3.14815614267161e-4
40.908,3.1393772588472757e-4
40.909,3.1305753184796004e-4
40.91,3.121750401859913e-4
40.911,3.1129025895637596e-4
40.912,3.104031962450904e-4
40.913,3.0951386013100546e-4
40.914,3.086222587427301e-4
40.915,3.077284002017677e-4
40.916,3.068322926722544e-4
40.917,3.0593394430411536e-4
40.918,3.050333633041191e-4
40.919,3.041305578719289e-4
40.92,3.0322553623562953e-4
40.921,3.023183066375168e-4
40.922,3.0140887733409727e-4
40.923,3.0049725661029925e-4
40.924,2.995834527652619e-4
40.925,2.9866747412654604e-4
40.926,2.9774932900750173e-4
40.927,2.968290257854278e-4
40.928,2.959065728092014e-4
40.929,2.9498197849164853e-4
40.93,2.9405525121717346e-4
40.931,2.9312639944123475e-4
40.932,2.9219543159086925e-4
40.933,2.912623561215355e-4
40.934,2.9032718153843007e-4
40.935,2.893899163183278e-4
40.936,2.8845056898774146e-4
40.937,2.875091480802894e-4
40.938,2.865656621580115e-4
40.939,2.856201197687369e-4
